"mean","t_ic_i","t_ic_s","median","w_ic_i","w_ic_s","count"
25.0398398426789,24.7922424233726,25.2874372619851,24.9351402681817,24.6623179734348,25.2040857316758,1212
25.1463519429101,24.8954499390895,25.3972539467307,25.1739584659116,24.9097034081431,25.442497997147,1210
25.1943029758995,24.9496196315411,25.4389863202579,25.3471803785468,25.0861472769931,25.6096852584091,1210
25.2868597682156,25.0495186581395,25.5242008782917,25.4836325787562,25.2340317707772,25.7287073703984,1210
25.4056529131115,25.1745536293833,25.6367521968396,25.6127547203508,25.3784528723449,25.8462014335643,1211
25.6368996472386,25.4112967805855,25.8625025138917,25.8426176064052,25.6140878847205,26.0680543795367,1168
25.8070895786921,25.580780779417,26.0333983779671,26.0270273157041,25.8059198118316,26.2439175473684,1101
25.9911233977699,25.7686724292222,26.2135743663177,26.1833496239321,25.9769360560134,26.3880719928342,1063
26.077352440826,25.8605437054743,26.2941611761778,26.2820095205108,26.0768582027731,26.4819237402926,1043
26.1540314259869,25.94736241677,26.3607004352037,26.3537005156618,26.155917561113,26.5480598346632,1027
26.1715455575736,25.9633142884057,26.3797768267416,26.3913483221187,26.1994541896144,26.5791215273907,1020
26.2194482325333,26.0156640030714,26.4232324619952,26.427293985387,26.2389002115796,26.6155134654979,996
26.2244858750627,26.0210910994108,26.4278806507145,26.4504503464785,26.2616975404406,26.6370953155311,977
26.270219804048,26.0746881926608,26.4657514154353,26.4509768853096,26.2648775116591,26.632432594563,971
26.3629329394187,26.1701624881437,26.5557033906937,26.5338548308405,26.3533992040445,26.7110956822009,956
26.3929958929838,26.202273995134,26.5837177908336,26.5723023822025,26.3946743376414,26.7487437996836,947
26.4313463105821,26.2415211289868,26.6211714921774,26.6008820326001,26.4228727822819,26.7759095771469,926
26.4601653057124,26.2688854561883,26.6514451552365,26.6255119220944,26.4537164377928,26.7956319923783,918
26.5369146763244,26.3461544397739,26.7276749128749,26.687045111487,26.5144381042954,26.8621460593776,906
26.5530932439967,26.367094540075,26.7390919479183,26.6889036707753,26.5183992697077,26.8540203956079,899
26.5629376965149,26.377568631256,26.7483067617739,26.7262925559346,26.5605629654917,26.8918720044081,890
26.5896138835769,26.4039922241441,26.7752355430098,26.7651778823203,26.6019265943397,26.9262152506886,876
26.6136436269868,26.4279380890788,26.7993491648947,26.7749457357834,26.6105254008874,26.9377128203057,869
26.6391161788715,26.4517341754981,26.826498182245,26.8149838815204,26.6491287785066,26.979025829203,864
26.6699676595923,26.4886370411121,26.8512982780725,26.816166501081,26.6534230875073,26.9771317460263,857
26.7560617328215,26.5751242861183,26.9369991795247,26.875001199582,26.7062838946502,27.039077154177,847
26.7770827260488,26.5953704624086,26.9587949896889,26.8746378975508,26.7078910536351,27.0427295297168,839
26.7476754087825,26.5694307026426,26.9259201149223,26.8499661122193,26.6837524801697,27.0131799370942,827
26.7449655770926,26.5617534738194,26.9281776803657,26.866411800189,26.6992736006585,27.0329931007578,819
26.7684442015356,26.5854672494296,26.9514211536416,26.8960117841092,26.7288049902513,27.0620758566418,806
26.811278110561,26.6277601720816,26.9947960490404,26.9270352939967,26.7540082002131,27.0976819917727,800
26.8218490187261,26.6413257019012,27.002372335551,26.929697767358,26.7579008338168,27.1018463527186,789
26.8165780246575,26.6317635648785,27.0013924844366,26.9366427586312,26.7645407870746,27.1102171451173,782
26.8456542955122,26.6668163826937,27.0244922083308,26.9359948544097,26.7616839213052,27.1054099549561,768
26.8121241821769,26.6302628758311,26.9939854885228,26.9175570436202,26.7449737665087,27.091209951912,759
26.8391764459892,26.6600046776231,27.0183482143552,26.9194056021707,26.7487380358932,27.0938960487004,747
26.8359240206478,26.6544295293911,27.0174185119045,26.9194344883131,26.7475928911773,27.0895799928097,739
26.8369045285781,26.6522311419391,27.0215779152172,26.9119018558879,26.7429420446872,27.0813061334336,732
26.8769822020231,26.6851211562056,27.0688432478405,26.980389688392,26.8054890137877,27.1539383994984,720
26.9187556851792,26.729887037124,27.1076243332344,27.0162826051856,26.844185333392,27.1862055653758,707
26.9183106117858,26.7311800216132,27.1054412019585,27.0320584817517,26.860884096082,27.1984614298259,698
26.8419920623704,26.6496829233187,27.034301201422,26.9779704324377,26.8037237308347,27.1483246109598,685
26.8644060226793,26.6700359003927,27.0587761449659,26.9731443886932,26.7966103042475,27.1430323785963,673
26.9540048342232,26.7593978807982,27.1486117876483,27.0657682748463,26.8876943891484,27.2395344549794,667
26.9785771215299,26.7880205274134,27.1691337156465,27.0556287923569,26.881420717551,27.2290513595912,658
27.0311070720496,26.8346188833112,27.2275952607881,27.1211461021954,26.9425581966847,27.29657171147,649
27.0715289459273,26.8789650997457,27.2640927921088,27.1424790830793,26.9707239883178,27.3172304011605,638
27.1162529623926,26.9229994363028,27.3095064884823,27.1545889274866,26.9796108531779,27.324439468647,631
27.0862834738051,26.887025469552,27.2855414780583,27.1367296866642,26.9612523175864,27.3108831217038,625
27.1168596373766,26.9193847152704,27.3143345594828,27.1609704044476,26.9848674701485,27.3336892691558,615
27.1391179179358,26.9471796551121,27.3310561807595,27.1903718013394,27.0179534509781,27.3597674494454,606
27.0884995700833,26.8991696677688,27.2778294723978,27.1388268573846,26.9640807819816,27.3130170890003,598
27.1001608536745,26.9026531321073,27.2976685752417,27.1415262559567,26.9646795052028,27.3169022809287,585
27.110854349952,26.9105571205598,27.3111515793442,27.1394952870939,26.9638073114024,27.3157465420615,575
27.097031680054,26.896022702492,27.2980406576159,27.1524243749946,26.9754439048882,27.3281797013016,569
27.1128462835995,26.909758356484,27.3159342107149,27.161936112768,26.9811222307973,27.3452218230567,563
27.1203097499583,26.9137643578137,27.3268551421029,27.1860685487426,27.0025238467814,27.3674411262937,559
27.1906671620438,26.9776945429051,27.4036397811825,27.2033291826481,27.0122456372561,27.3910628450664,550
27.147047620687,26.9297841605096,27.3643110808644,27.1527763727856,26.9591120343112,27.3486474446731,545
27.1960649180076,26.9759835380373,27.4161462979779,27.1857796539188,26.9866716729117,27.3865498981906,541
27.2180277516225,26.9890012444666,27.4470542587783,27.2512694048427,27.0490531038629,27.4547964170495,534
27.2020225658696,26.9700388211518,27.4340063105873,27.2349416226411,27.030216929288,27.4450581562212,526
27.2440215693806,27.0215106176465,27.4665325211146,27.2483818272091,27.0402540055812,27.4559558740874,520
27.23704338394,27.0126058833684,27.4614808845116,27.2181404763788,27.0086912906825,27.4305285014691,513
27.2194191070263,26.9878392707662,27.4509989432865,27.2031310729827,26.9872276398955,27.4209451688538,501
27.2185540684175,26.9969420162549,27.4401661205802,27.2308026383632,27.0143529414754,27.4470658312998,496
27.2227256897076,27.0025229409738,27.4429284384414,27.22143231842,27.0039428598604,27.4352240890157,489
27.2504916823033,27.0242139199503,27.4767694446564,27.2545459699375,27.0297087243651,27.4704147385415,481
27.3058585418819,27.0840401724948,27.5276769112689,27.3090329706384,27.089787772592,27.5265682851619,474
27.2395946609028,27.0123399337693,27.4668493880363,27.2267371397034,27.0050840024014,27.4473268913816,469
27.2370907781068,27.0046233827731,27.4695581734405,27.2182800823043,26.9945855211521,27.4441954060429,458
