"mean","t_ic_i","t_ic_s","median","w_ic_i","w_ic_s","count"
25.5950183806739,25.4872040164964,25.7028327448515,25.5497395359001,25.4328308792372,25.6668444078501,7819
25.976424995048,25.8730843982647,26.0797655918312,26.0817055756413,25.9750319945795,26.1875729044637,7825
26.1655421225954,26.0695026101589,26.2615816350319,26.3245161723423,26.2303315487809,26.4183027551392,7829
26.3049252291076,26.214099527992,26.3957509302232,26.4924410885649,26.4052901877042,26.5788485494398,7815
26.402418872531,26.3161395878196,26.4886981572424,26.5874449047954,26.5048300960789,26.6693076753921,7827
26.4919010493092,26.4093339013643,26.5744681972542,26.6826819607013,26.6054131680175,26.7597077700447,7832
26.550868033629,26.4699668021683,26.6317692650898,26.7678399944585,26.6928974661697,26.8423615869014,7825
26.6647083126987,26.586356539356,26.7430600860414,26.8718260983658,26.799714129848,26.9436235205749,7676
26.7511748618862,26.6739761805221,26.8283735432503,26.9480577970132,26.8776227099349,27.0181077074296,7552
26.8352979538899,26.75919972321,26.9113961845697,27.0156307260853,26.9463168140119,27.0847209065842,7291
26.9087434598138,26.8332169204191,26.9842699992085,27.0807899832042,27.0122183467688,27.149185201467,7111
26.9621979009362,26.8869975606593,27.0373982412132,27.1283362330361,27.0604803723149,27.1957980445753,6943
27.0264613508823,26.9517126911586,27.1012100106059,27.1867857682282,27.1191093472687,27.254081642893,6695
27.0471179865891,26.9722910264283,27.1219449467498,27.2033225185657,27.1358633435139,27.2705953751701,6577
27.1052777741347,27.0304703781747,27.1800851700947,27.2642541716734,27.1963947971049,27.3316773022217,6294
27.1537634390872,27.0784506033353,27.2290762748391,27.3053685281551,27.2363295369548,27.3739498522916,6104
27.2129839236398,27.1373100727899,27.2886577744898,27.3543289698374,27.2856922065666,27.4225694766178,5882
27.2773476909755,27.2011671552234,27.3535282267275,27.4024823669653,27.3330187362315,27.4715051078892,5648
27.3139578675602,27.2371477196007,27.3907680155197,27.4337201427121,27.3642454767475,27.5028926419601,5493
27.3772984379758,27.2995446165318,27.4550522594197,27.4941635921568,27.4231962309788,27.5648580474622,5264
27.4306766312281,27.353286126479,27.5080671359771,27.545770025825,27.4744751676593,27.6163098757073,5088
27.5293903255204,27.4515569380576,27.6072237129832,27.6275800400848,27.5560921989266,27.6987983053127,4932
27.5866699433576,27.5067652058268,27.6665746808884,27.6848428972058,27.6121376559316,27.7573026463292,4755
27.6361209714897,27.5559582797308,27.7162836632487,27.7309421345153,27.6581076353179,27.803542403973,4612
27.6564135457702,27.5748037481559,27.7380233433845,27.749960038153,27.6767259086407,27.8224916031014,4476
27.6770040195328,27.5944413593475,27.7595666797182,27.7856934243049,27.7120599555521,27.8590362510158,4370
27.7529892442151,27.6705454108071,27.835433077623,27.8350906461332,27.7612431465153,27.9080936716075,4276
27.7897905442127,27.7068552692731,27.8727258191523,27.8649519474638,27.7907619742417,27.9394209273559,4165
27.8441576904771,27.7612529809942,27.9270623999599,27.9034581047802,27.8285372559007,27.9787502341922,4064
27.8870644041547,27.8034893293056,27.9706394790038,27.9475072055073,27.872136354685,28.0224236681035,3955
27.9106132593019,27.8263443079512,27.9948822106527,27.9600333783099,27.8840923482074,28.0361781340931,3875
27.9553754494222,27.8707990462593,28.0399518525851,27.998433301685,27.9230731489152,28.0739044587899,3801
27.9818017828276,27.8967029924826,28.0669005731726,28.0394534875387,27.9623092553871,28.1159447762853,3731
27.9969724183872,27.9116204202234,28.082324416551,28.0657560618041,27.98860237205,28.1424176681882,3655
28.005170408912,27.9184809751278,28.0918598426963,28.0749455376948,27.9973415502465,28.1525379850628,3578
28.0334771622044,27.9480063329305,28.1189479914784,28.0903034809254,28.0137254065894,28.1667443143553,3511
28.0895790755744,28.0040119291466,28.1751462220023,28.15213684759,28.075087911864,28.2287437347447,3456
28.1133287581403,28.0282684426374,28.1983890736431,28.1661569341493,28.088641677852,28.2438256302309,3392
28.1077379451802,28.0219078303774,28.193568059983,28.1861752577096,28.1087252078513,28.263534557246,3334
28.1389868099424,28.0517264293328,28.226247190552,28.2131767499819,28.1346389922644,28.2912111445582,3270
28.1445851621817,28.0551547270158,28.2340155973476,28.2333546834756,28.1542552892863,28.3121714065032,3217
28.1940862013567,28.1066228330724,28.2815495696411,28.2622276493021,28.1832874941096,28.3413868991576,3149
28.2504230910691,28.1613985560868,28.3394476260515,28.3086649462774,28.2296692657904,28.3874163233048,3079
28.2805136412816,28.1918129926082,28.3692142899551,28.3201310057474,28.2405879032384,28.3997559975451,3035
28.2923407285882,28.2028849964646,28.3817964607118,28.34562389377,28.2650538172093,28.4259446150061,2995
28.2840865603515,28.1944913838568,28.3736817368461,28.333067292857,28.2522814790946,28.4141314375309,2932
28.3195685674741,28.230327512369,28.4088096225793,28.3721528916827,28.2909212852419,28.4531836210769,2892
28.3317306386978,28.241371789046,28.4220894883496,28.4029129331499,28.3216564468856,28.484004841302,2857
28.3314571162298,28.2392727311179,28.4236415013417,28.4081396032689,28.3259958544258,28.4901758008048,2815
28.3856936159792,28.2935947994465,28.4777924325118,28.4386335062405,28.3551531156006,28.5213392987003,2772
28.3806155524414,28.2870983453838,28.4741327594989,28.4385497928327,28.3544723611101,28.5231924939588,2718
28.4275642038045,28.3332172841242,28.5219111234848,28.4814041130932,28.396767695349,28.5663010422863,2675
28.4376087718296,28.3439424553282,28.5312750883311,28.5030833513596,28.4178085855597,28.5874410959366,2635
28.4682320594263,28.3730477785341,28.5634163403186,28.519501343672,28.4340403974376,28.6043948908407,2600
28.4644726119189,28.3675841687171,28.5613610551207,28.5205032177503,28.4347885374449,28.6068142440205,2562
28.4647798498797,28.3679743785387,28.5615853212206,28.5265465681343,28.4422327710032,28.6110182136769,2526
28.4800332364892,28.3827130427794,28.577353430199,28.5267222667515,28.4416522918917,28.6118316865106,2482
28.4904695693577,28.3951974427271,28.5857416959883,28.5502729840575,28.4649022324531,28.635089596534,2434
28.5168277133489,28.419796867549,28.6138585591488,28.5734262192764,28.4860445935481,28.6608860715631,2399
28.5239229992604,28.4244337924051,28.6234122061157,28.5767764244422,28.4890875965282,28.6644965050567,2367
28.5524613670777,28.4501521760075,28.6547705581479,28.612774123269,28.5239092680937,28.7022057212178,2330
