rn,avg,stddev_pop,count,max,min
1,25.1891292934936,5.00547454002008,25319,39.3851182376,12.4700638129
2,25.4108338453303,4.85462488157101,25319,39.578969507,9.9213982186
3,25.5603863993657,4.56194953385934,25319,41.2107302695,8.24915291424
4,25.6659445845967,4.35012609615394,25319,41.3281677076,8.17877870393
5,25.7461182614779,4.18961582651841,25319,41.2671528507,8.68093689954
6,25.7624556941558,4.0934909616754,25319,42.1324293499,8.18039981325
7,25.743973179888,4.04224203299624,25319,43.4729744618,7.25501399066
8,25.6702689565706,4.01860865210233,25319,44.6094128848,6.0335293204
