p,times1,team_times1,won1,team_won1,last,max_times12,mean
11592,1400,129,487,39,2007-12-20 03:04:18,39,29.2907935645
11709,1400,144,334,46,2008-07-22 18:28:02,3,28.0171735619
12027,1400,458,366,170,2008-08-28 00:31:08,249,28.9512790008
12059,1400,996,850,753,2006-12-15 18:58:37,491,30.50672376
12275,1400,241,628,127,2007-10-14 04:41:47,129,30.2762677303
12400,1400,257,421,144,2007-09-04 18:59:43,46,29.5370715562
12637,1400,230,690,118,2008-07-21 12:15:01,127,32.4646088904
13073,1400,33,563,18,2008-05-10 16:29:25,26,31.3291144137
13240,1400,113,473,68,2007-12-04 14:27:43,79,27.8903250954
13271,1400,281,571,198,2008-01-10 11:33:40,153,30.9129028541
13278,1400,988,875,721,2007-06-13 15:11:53,352,33.7202617253
13334,1400,988,850,732,2008-01-27 05:52:30,380,31.7548463126
13404,1400,64,623,13,2008-03-19 01:19:40,2,29.1370264214
13464,1400,1191,778,741,2008-09-28 08:25:11,810,30.6952311409
13475,1400,37,344,9,2007-11-20 18:04:26,2,29.8817341011
13562,1400,7,317,2,2009-05-17 05:28:04,3,31.2605030524
13679,1400,109,448,52,2008-01-30 13:20:23,70,29.3484486678
13801,1400,287,582,158,2009-06-15 20:32:42,148,31.8026790384
13868,1400,266,645,196,2008-03-22 18:36:35,235,32.2324040706
13956,1400,284,620,185,2007-10-22 15:39:07,57,27.8252168025
14165,1400,1183,728,657,2009-01-13 12:52:12,615,31.60791636
14173,1400,70,315,30,2008-08-31 23:45:38,9,30.4005061463
14184,1400,96,447,57,2008-03-31 19:29:20,80,29.7339297588
14379,1400,544,639,269,2008-07-18 00:46:16,517,28.8764165571
14380,1400,598,527,303,2008-04-14 16:25:51,352,29.60003239
14677,1400,26,477,7,2008-05-22 13:02:29,6,31.919326207
14768,1400,2,513,0,2007-12-08 14:02:08,1,29.2793116431
14934,1400,1170,1008,924,2007-03-16 15:36:49,457,33.4068347019
14964,1400,942,800,659,2008-05-03 14:46:59,126,30.654415989
15295,1400,353,375,115,2007-12-15 22:21:56,12,26.4497316774
15420,1400,2,755,1,2008-01-04 22:07:17,1,30.8532406003
15492,1400,104,383,49,2009-04-14 05:50:48,78,29.7661367145
15522,1400,270,656,163,2008-01-18 14:31:35,134,31.1074924105
15554,1400,227,454,90,2008-06-19 07:13:22,4,27.49904169
15602,1400,284,377,100,2008-01-04 05:39:39,26,30.1625751622
15631,1400,64,626,31,2008-08-15 04:58:05,57,29.9634017965
15777,1400,630,723,390,2008-10-02 14:48:06,624,31.4899762166
15819,1400,38,526,16,2007-11-05 13:43:48,4,31.3545006153
15865,1400,295,407,159,2008-01-23 14:52:06,20,27.8292308113
16183,1400,319,409,163,2007-09-20 16:26:15,140,28.1015960901
16351,1400,124,724,63,2009-06-20 04:20:01,78,32.5346641209
16517,1400,583,605,324,2008-01-27 08:07:12,101,29.7100474336
16558,1400,255,416,71,2009-02-05 21:06:00,4,28.7260715888
16627,1400,61,516,31,2008-06-21 15:39:44,43,28.6174968642
16644,1400,4,457,3,2008-06-18 11:55:48,1,28.8596442708
16805,1400,179,547,99,2008-07-24 00:39:45,15,30.3970502142
16805,1400,179,547,99,2008-07-24 00:39:45,15,30.5208810088
16867,1400,53,608,15,2008-03-16 14:30:27,7,30.5406055738
17043,1400,217,459,87,2008-02-26 16:12:11,13,28.347319229
17463,1400,86,505,49,2007-10-30 08:54:47,48,32.7951529119
18203,1400,124,447,84,2008-02-22 10:22:49,58,30.8887012952
18334,1400,35,434,19,2007-12-05 14:02:57,6,32.3526042429
18429,1400,186,631,102,2008-05-24 20:29:36,41,29.5385942812
18458,1400,58,391,29,2009-02-13 16:58:04,29,30.4014408416
18795,1400,249,764,150,2007-11-17 06:40:55,19,30.8214199114
18917,1400,126,382,58,2008-01-03 20:08:04,30,28.735208645
19155,1400,765,758,571,2007-04-15 19:25:51,193,32.3287669654
19318,1400,921,736,560,2009-03-24 05:25:07,876,31.5342720559
19730,1400,431,577,249,2007-11-12 18:42:40,90,30.4648314606
19791,1400,53,227,20,2009-05-18 15:47:05,2,28.6640685484
19963,1400,72,427,43,2009-04-17 16:39:53,40,31.3134074637
19977,1400,158,503,85,2008-06-20 05:19:19,52,29.8543318122
19993,1400,537,682,349,2009-06-01 18:07:05,168,30.1441011175
20059,1400,92,249,31,2009-03-21 01:13:16,8,27.3119180756
20493,1400,1322,1041,1017,2008-04-02 01:38:53,339,32.8765659737
20746,1400,8,696,3,2008-09-26 04:28:07,1,31.1646949153
20796,1400,272,475,141,2008-10-27 00:30:16,57,29.0969796051
20928,1400,143,488,67,2009-01-13 23:36:28,57,29.3016397691
21076,1400,1030,885,772,2007-06-01 20:51:46,309,32.7624509653
21384,1400,90,451,45,2009-04-26 17:42:46,10,30.7927021481
21384,1400,90,451,45,2009-04-26 17:42:46,10,30.8653327198
21430,1400,174,378,61,2008-03-30 03:58:47,17,28.3080726559
21468,1400,11,287,2,2008-07-23 17:22:47,1,30.2242743089
21915,1400,31,529,15,2007-08-20 14:37:46,9,29.0640267777
22296,1400,135,372,50,2007-06-12 09:43:22,43,28.1424371215
22523,1400,653,602,379,2009-04-30 02:45:08,338,32.0760663291
22571,1400,403,699,282,2007-09-11 06:41:13,45,31.2035282557
22869,1400,132,506,62,2007-11-07 17:29:13,53,31.0627042204
22903,1400,152,729,89,2007-12-07 11:56:07,16,31.3363650295
22937,1400,5,255,1,2008-05-12 18:39:20,1,28.7000605739
23116,1400,502,669,289,2007-11-06 10:54:56,127,32.4304005597
23385,1400,1046,772,689,2008-06-29 17:30:05,725,32.2843819296
23544,1400,18,805,7,2008-05-01 00:19:16,7,31.4065025277
23779,1400,63,415,34,2007-11-15 01:47:41,57,31.2905497462
23845,1400,215,557,88,2008-03-11 13:10:23,8,29.2685362929
23907,1400,1193,722,666,2008-02-04 11:14:46,674,29.7160792661
24077,1400,25,482,9,2009-05-18 12:37:50,9,30.108945757
24094,1400,27,766,12,2008-06-24 21:03:22,18,31.154763521
24132,1400,40,529,18,2007-08-02 17:45:45,12,30.3415129609
24194,1400,1,294,0,2008-04-04 15:39:13,1,27.7062616553
24299,1400,917,985,782,2009-04-25 10:17:33,306,32.5372950081
24381,1400,766,677,486,2008-11-24 16:32:06,165,32.4004834186
24389,1400,138,526,64,2009-02-19 12:27:00,6,28.4730183139
24402,1400,1176,745,685,2009-06-16 18:55:37,261,28.5582623777
24541,1400,1265,950,887,2008-03-06 03:30:09,306,31.5222122019
24840,1400,94,653,49,2007-08-19 13:57:32,25,29.8513333209
25140,1400,31,443,14,2008-05-07 20:57:52,3,30.6885211079
25205,1400,106,581,54,2008-02-18 14:52:03,47,31.1525135306
25676,1400,732,861,519,2007-08-05 11:14:20,180,33.6556073098
25697,1400,101,338,43,2008-10-18 02:01:49,17,31.5133376098
25756,1400,90,648,39,2008-02-27 12:14:40,62,29.4760891767
25829,1400,14,415,6,2008-06-05 04:27:16,1,30.8484547402
25858,1400,418,646,242,2009-04-13 01:06:22,40,27.571765608
25882,1400,621,788,353,2009-03-23 01:40:37,281,33.2339489594
25901,1400,658,762,406,2008-03-26 23:50:34,406,30.7285169442
25902,1400,209,577,126,2008-11-01 07:46:06,66,31.1683355504
26130,1400,514,579,376,2008-01-22 08:04:33,143,31.9973416434
26219,1400,353,238,92,2009-03-08 10:42:48,4,29.9991021438
26259,1400,1,757,0,2008-08-27 00:36:08,1,30.0879376092
26473,1400,49,504,22,2008-04-11 21:20:50,2,29.3281847335
26481,1400,378,517,241,2008-09-10 09:54:29,156,30.8926264013
26597,1400,179,627,110,2008-09-25 12:40:35,7,29.7241380665
26637,1400,925,699,597,2007-07-18 22:23:24,56,29.1514372902
26802,1400,40,379,13,2009-05-06 14:40:33,18,30.7793742407
27644,1400,474,560,235,2009-04-27 10:06:13,249,30.2315554226
27648,1400,1239,966,913,2008-07-11 03:37:07,309,31.3528904989
27848,1400,29,573,11,2008-02-28 16:48:30,12,28.3224661618
28130,1400,78,315,26,2007-10-22 01:15:34,17,30.3252870318
28147,1400,93,596,38,2007-12-08 11:02:10,29,33.0073590448
28153,1400,5,419,0,2008-03-23 12:52:52,1,29.0007876025
28298,1400,208,686,163,2008-03-19 06:58:12,174,30.4152877089
28508,1400,16,291,4,2009-04-05 10:07:22,2,28.4513294273
28666,1400,3,441,2,2008-12-26 05:33:27,1,29.5312247887
28697,1400,745,800,503,2008-01-03 21:58:39,411,30.8717461484
28848,1400,270,436,147,2007-11-16 16:43:49,17,28.022336878
28985,1400,184,525,82,2009-01-12 00:59:52,76,29.553538698
29217,1400,848,886,653,2007-04-22 11:34:47,193,28.1230963268
29494,1400,102,512,37,2007-11-12 17:33:58,14,30.3075542407
29621,1400,771,895,543,2007-11-27 16:41:37,376,33.91738144
29713,1400,111,619,51,2007-11-14 03:46:03,34,31.4999592041
29834,1400,9,536,1,2007-06-28 18:19:17,1,32.1320642934
29856,1400,86,549,49,2008-02-22 02:21:19,34,31.593064439
29899,1400,710,685,434,2008-09-14 23:07:42,53,29.0447795353
30088,1400,255,540,131,2008-05-06 09:42:37,44,30.1469711562
30155,1400,13,349,5,2009-05-12 18:02:20,1,28.2534706123
30316,1400,384,759,301,2007-08-11 21:41:50,182,30.7378888257
30719,1400,36,398,14,2009-03-21 01:03:05,2,30.1351502245
30729,1400,37,499,8,2008-09-06 20:31:59,17,31.2727195561
30753,1400,257,674,121,2009-04-02 01:41:39,124,31.6648622573
31070,1400,192,601,89,2007-10-15 09:05:07,12,30.2579498215
31096,1400,76,595,45,2008-09-19 14:52:06,42,31.0679001028
31181,1400,957,704,563,2008-04-25 22:07:55,98,30.3326385456
31286,1400,996,739,627,2009-07-11 03:47:05,217,30.0218955379
31411,1400,198,618,102,2008-12-04 22:55:39,9,30.0016813656
31652,1400,1306,939,910,2008-04-12 14:13:16,379,30.9110969522
31662,1400,621,692,428,2008-01-04 03:49:55,377,28.8899531105
31731,1400,60,629,20,2009-05-31 12:26:01,11,31.5468911014
31822,1400,14,545,11,2008-05-20 21:49:51,4,33.8303822338
31879,1400,106,600,36,2008-01-24 15:36:55,16,30.2299443665
31956,1400,167,322,76,2009-07-05 04:36:51,43,31.1405180644
32020,1400,869,697,538,2008-01-28 07:47:42,838,31.0050300671
32178,1400,604,735,389,2008-01-10 17:15:35,26,31.0717691963
32183,1400,79,544,34,2008-09-21 15:02:37,10,30.8912178514
32203,1400,1031,855,755,2008-11-04 02:24:32,56,29.5881475466
32212,1400,162,400,71,2008-03-22 18:41:00,16,29.6185817355
32214,1400,115,376,39,2007-11-05 21:53:55,38,30.7780449265
32373,1400,876,603,474,2008-07-12 02:28:13,122,29.8962934054
32497,1400,223,381,99,2008-06-04 18:53:15,6,30.5626039987
32571,1400,84,521,32,2009-01-16 00:40:50,5,32.0646265776
32682,1400,202,700,105,2008-03-02 14:06:54,15,31.8180286
32694,1400,222,425,106,2008-06-28 12:27:22,180,30.1183301431
32710,1400,30,354,11,2009-02-11 00:46:55,2,29.6143304751
32870,1400,356,523,215,2007-08-07 05:19:08,43,31.0623029144
33026,1400,209,648,101,2008-03-24 14:46:18,11,30.7035172064
33409,1400,94,545,41,2007-11-10 04:25:51,27,30.8942828629
33485,1400,550,510,258,2009-01-23 17:44:01,319,30.0216844633
33496,1400,31,888,18,2007-08-21 20:01:29,10,33.6177448723
33505,1400,306,499,150,2008-08-04 13:31:40,191,30.0023353855
33612,1400,337,608,155,2008-10-17 03:07:13,223,29.5971283076
33808,1400,115,447,46,2008-05-11 22:30:26,3,28.4848180467
34055,1400,172,573,83,2009-04-10 14:14:22,55,28.2572074086
34111,1400,851,733,522,2007-11-29 02:11:27,728,31.3008262158
34282,1400,278,563,113,2008-04-22 06:37:40,36,29.2608012571
34451,1400,153,444,47,2008-10-23 18:15:46,3,26.3851131212
34907,1400,16,398,2,2009-01-15 12:26:59,2,30.4525533925
35084,1400,330,453,196,2009-03-02 18:04:25,59,31.5410479218
35468,1400,167,456,49,2008-04-23 22:37:29,18,28.9391338405
35511,1400,422,537,219,2007-08-19 15:03:47,86,32.3432992825
35623,1400,380,720,223,2008-08-07 07:08:59,41,30.4819572951
35626,1400,642,507,285,2008-09-26 14:59:29,20,31.1624072776
35662,1400,170,459,91,2008-03-07 16:16:25,90,28.3551312223
35780,1400,119,1160,86,2008-06-09 20:35:36,68,37.5455786022
35808,1400,409,490,215,2007-06-29 21:32:50,58,30.5677346516
36100,1400,1021,810,657,2009-04-22 02:40:27,207,32.5714873659
36403,1400,65,640,28,2009-02-01 21:28:48,11,28.4321885127
36468,1400,1060,856,741,2007-12-04 16:56:23,123,32.1973293841
36555,1400,220,472,74,2009-03-05 01:00:04,181,28.3780445338
36777,1400,224,258,42,2008-07-13 23:48:37,12,29.1676274764
37034,1400,9,382,4,2007-08-25 00:32:15,5,29.9133929856
37070,1400,174,444,105,2008-08-26 10:01:53,38,29.6876372455
37132,1400,73,782,46,2008-11-05 17:52:47,20,30.2161968893
37283,1400,1,191,0,2009-01-20 19:23:26,1,28.5634078165
37412,1400,238,489,106,2007-12-02 05:04:50,21,31.1093618556
37442,1400,77,406,38,2009-01-22 15:34:26,17,29.3622194892
37458,1400,118,648,58,2007-11-01 04:23:49,68,31.0061261417
37514,1400,1173,733,688,2008-10-20 04:31:54,826,30.1924921933
37633,1400,26,813,14,2009-02-26 21:13:17,15,31.8127413517
37734,1400,710,867,542,2007-06-24 18:00:56,218,31.5204715117
37889,1400,91,435,27,2008-12-24 17:23:36,14,29.5208384228
38096,1400,355,375,121,2008-09-10 22:17:21,4,29.7968206176
38104,1400,225,496,100,2008-05-04 00:38:20,18,32.4849060688
38256,1400,204,290,55,2007-12-17 16:57:00,18,30.4271085789
38463,1400,520,571,324,2009-05-11 19:34:15,116,32.4235224815
38533,1400,947,728,588,2007-10-08 17:24:11,62,30.0185060411
38560,1400,121,616,67,2008-03-23 13:28:58,116,30.4039090543
38744,1400,36,782,23,2009-02-28 00:36:55,11,31.9834816002
38968,1400,54,613,25,2008-04-26 17:51:13,31,31.944471716
39030,1400,29,747,18,2008-11-29 23:57:13,7,32.662889926
39039,1400,390,554,210,2007-12-21 02:31:09,39,30.4450829483
39050,1400,393,623,246,2008-12-10 02:35:22,13,29.493068053
39092,1400,5,822,1,2007-09-21 07:54:42,1,30.5117111406
39153,1400,3,783,0,2009-06-01 16:36:47,1,31.6252070903
39446,1400,633,746,467,2007-12-21 22:15:11,237,31.6583122165
39472,1400,194,887,121,2008-04-23 19:41:59,145,33.4946734178
39552,1400,63,316,25,2008-03-26 18:48:40,6,28.4212832777
39610,1400,67,488,32,2009-05-06 13:01:41,7,29.3606304346
39622,1400,26,320,4,2007-12-31 00:40:47,2,29.6778581194
39665,1400,724,676,468,2007-07-22 21:38:39,273,33.5177039587
39939,1400,193,526,107,2008-08-16 12:17:44,40,29.1521070443
39939,1400,193,526,107,2008-08-16 12:17:44,40,29.2342620575
39968,1400,307,740,199,2009-05-11 14:20:08,164,32.0163970588
40007,1400,330,589,239,2009-01-05 00:07:36,271,31.4358488378
40042,1400,75,586,45,2008-01-24 17:33:36,3,31.1887021099
40267,1400,228,513,110,2008-10-21 14:58:15,81,31.1861637714
40328,1400,10,731,2,2007-12-22 14:44:21,1,31.5219829213
40385,1400,9,445,3,2008-02-27 00:10:33,3,30.7071672567
40694,1400,157,390,35,2009-04-22 23:25:37,4,27.899743741
40721,1400,131,425,59,2008-10-02 13:02:38,79,29.2807157106
40753,1400,736,675,449,2008-06-03 14:17:13,63,31.3010363236
40754,1400,8,339,2,2007-12-25 03:00:01,4,29.8401382035
40910,1400,488,774,342,2007-09-23 13:52:00,326,33.0766597499
40923,1400,732,544,413,2007-12-31 06:05:15,50,29.663107796
41209,1400,10,678,2,2007-10-31 12:00:04,4,28.7982083217
41309,1400,543,505,305,2008-08-06 12:44:33,348,34.0169768103
41365,1400,1063,846,697,2008-08-16 23:33:57,212,31.6302638211
41389,1400,892,866,628,2008-04-05 04:51:46,149,31.9275321315
41443,1400,1,627,0,2008-12-24 01:20:41,1,29.9377978478
41605,1400,30,399,7,2009-02-20 22:49:31,2,31.2832123435
41647,1400,101,640,38,2008-03-04 06:30:32,5,30.5748346813
41677,1400,42,451,17,2008-02-23 20:27:18,7,29.6205625286
41861,1400,10,866,5,2008-08-23 00:07:24,2,31.8569161174
41938,1400,51,491,22,2008-08-28 16:25:03,10,25.5997947113
41957,1400,174,665,70,2007-12-24 03:08:18,5,32.2483895181
42305,1400,254,493,122,2008-07-08 03:39:47,50,29.377598137
42317,1400,1,614,0,2008-05-05 01:57:00,1,28.9178229937
42408,1400,220,692,103,2008-03-02 22:37:58,32,30.7559096349
42523,1400,137,338,85,2008-07-14 20:42:08,12,32.2414165358
42575,1400,234,721,137,2008-05-12 17:53:54,125,31.8000682235
42579,1400,139,697,106,2008-06-04 16:24:26,129,31.953259473
42617,1400,840,796,580,2009-02-21 19:55:18,298,32.8091965885
42690,1400,77,544,31,2008-06-14 12:56:53,12,31.4911361731
42732,1400,303,533,115,2009-05-23 15:07:30,3,30.3118352182
42857,1400,31,517,10,2007-08-23 23:48:47,2,29.2285720306
43034,1400,9,511,1,2007-12-31 09:58:59,1,29.2680892032
43058,1400,59,532,21,2009-03-31 12:09:16,2,30.2401773083
43318,1400,203,503,79,2008-02-29 05:20:27,12,28.6807062662
43335,1400,13,555,3,2008-08-11 13:48:03,3,30.7305076174
43638,1400,612,756,432,2009-04-05 13:41:00,167,33.8630218648
43677,1400,339,511,198,2008-06-20 19:04:14,76,29.6930678014
43839,1400,8,635,1,2008-02-01 06:29:22,1,29.5055943353
43851,1400,51,482,23,2008-04-23 23:40:25,2,29.682791288
43874,1400,1081,788,689,2008-06-29 12:08:53,576,31.8505208831
43877,1400,570,544,300,2008-01-30 04:34:24,336,31.5962843137
43946,1400,21,267,1,2008-04-11 18:04:49,1,30.5447862786
44018,1400,295,465,112,2008-03-28 13:59:27,6,28.8965416188
44088,1400,248,337,104,2007-12-07 17:49:07,61,31.2183108648
44284,1400,723,680,429,2009-02-02 19:04:24,101,31.6264858886
44295,1400,7,539,2,2008-04-05 03:56:08,2,28.5353764599
44318,1400,97,303,38,2008-05-23 14:46:05,4,29.4403720688
44444,1400,323,431,156,2009-03-04 05:55:42,109,29.197407867
44462,1400,177,330,74,2008-04-08 00:56:20,15,28.5449440048
44470,1400,151,497,54,2009-06-09 20:38:38,8,30.5615294209
44474,1400,956,803,651,2008-10-17 20:01:18,48,31.3451729402
44499,1400,203,338,77,2008-08-04 12:39:45,3,27.8001784991
44545,1400,102,1201,70,2009-03-11 12:49:16,13,28.6199430672
44555,1400,179,456,81,2009-01-27 12:09:25,21,31.7831600826
44631,1400,541,394,257,2008-02-07 17:48:24,40,28.6339236849
44771,1400,91,310,35,2008-10-29 23:36:16,6,29.7350023005
44806,1400,23,656,15,2008-12-12 01:37:39,6,30.1025620607
44835,1400,733,780,491,2009-02-22 23:53:09,155,30.0740975827
44904,1400,4,325,1,2007-12-14 12:29:53,1,31.3257530245
44963,1400,101,655,71,2007-12-16 09:29:15,63,31.2243450107
45014,1400,257,531,106,2008-12-02 07:06:39,72,30.3226031839
45024,1400,75,696,30,2008-07-09 13:19:22,3,28.2551479233
45061,1400,212,574,119,2009-01-22 22:17:17,174,32.2759651059
45070,1400,569,737,360,2007-12-15 21:12:12,136,31.7413648744
45130,1400,42,552,11,2008-01-14 16:26:14,7,31.0845190416
45145,1400,134,590,63,2009-07-02 22:00:29,8,31.1066349273
45215,1400,115,505,54,2008-04-23 18:27:30,4,30.5550213799
45272,1400,125,528,46,2007-10-19 12:42:52,3,30.1446392621
45395,1400,552,496,291,2007-05-14 18:56:52,195,30.2196204069
45414,1400,51,736,32,2008-12-07 20:13:47,5,35.4686119191
45829,1400,395,496,138,2008-01-01 09:16:42,8,31.1962112034
46002,1400,48,308,7,2007-05-27 23:33:36,4,28.1546759047
46083,1400,38,410,14,2008-03-24 02:30:59,30,30.511016622
46152,1400,16,804,10,2008-05-09 23:54:53,14,32.313759051
46292,1400,127,623,58,2009-02-14 21:05:11,30,29.735290482
46503,1400,115,806,61,2008-02-29 15:19:23,58,31.8891168178
46557,1400,1190,1085,949,2007-12-17 03:24:05,376,35.1489792126
46574,1400,172,452,65,2007-11-21 21:22:24,29,29.3792744718
46713,1400,4,807,1,2008-08-05 04:16:22,2,32.6108053837
46781,1400,11,267,4,2008-09-18 00:04:05,5,29.5700848227
47054,1400,47,710,28,2009-02-01 22:26:40,31,31.2062763308
47206,1400,95,595,50,2009-03-24 13:41:28,18,30.3774077674
47217,1400,471,634,312,2007-12-25 17:31:45,144,31.175439507
47278,1400,169,1020,120,2007-12-20 21:14:51,87,33.9085444836
47431,1400,597,799,340,2008-09-05 21:34:27,594,30.84775051
47476,1400,138,624,85,2008-03-13 10:41:21,59,34.4852956474
47925,1400,1,718,0,2007-12-16 21:16:23,1,32.863401696
47932,1400,12,806,7,2008-07-10 17:06:14,8,32.1537883103
48101,1400,27,859,16,2008-06-28 16:21:28,13,38.4487963632
48147,1400,1103,919,850,2007-07-20 02:50:21,137,32.8574207227
48179,1400,85,635,46,2009-02-28 20:36:18,26,29.3570601967
48388,1400,307,415,121,2007-11-20 16:16:38,240,29.84416391
48551,1400,19,645,6,2008-06-23 20:21:35,1,29.2423158164
48744,1400,1004,528,439,2009-05-25 13:41:09,198,30.4871153366
48906,1400,14,318,8,2008-03-20 06:33:52,6,30.5775275821
48946,1400,1262,896,849,2007-12-05 03:55:29,503,30.7347223993
48950,1400,177,431,65,2008-04-30 01:31:05,22,29.1325420244
49223,1400,705,709,413,2007-07-22 02:34:44,324,31.6230881856
49296,1400,722,751,470,2008-07-06 00:39:56,109,31.5569786315
49321,1400,272,528,140,2009-03-20 16:58:45,99,30.7249561196
49333,1400,26,735,14,2008-04-04 18:52:34,25,29.6952912663
49417,1400,383,553,117,2008-05-14 22:23:11,45,26.7411832396
49565,1400,1176,826,739,2008-05-19 03:50:50,475,31.9669088446
49622,1400,315,594,161,2008-01-12 05:23:44,167,30.1566225239
49770,1400,27,598,13,2008-02-19 03:41:02,10,29.5134574426
49811,1400,200,466,115,2007-12-24 23:51:08,58,32.422153867
50010,1400,316,613,138,2009-06-28 14:20:50,26,29.8602615697
