p,times1,team_times1,won1,team_won1,last,max_times12,mean
41957,1100,168,515,66,2007-09-18 00:40:43,5,23.7117368304
42036,1100,46,334,30,2008-08-05 12:01:54,30,29.6826704164
42202,1100,665,607,484,2009-04-04 09:57:58,121,31.7123445316
42305,1100,244,422,117,2008-05-10 03:38:35,50,29.4632409023
42317,1100,1,479,0,2007-12-18 05:45:03,1,30.7884753138
42408,1100,209,545,97,2008-01-29 04:21:27,32,31.5771284047
42459,1100,25,354,13,2008-07-21 22:05:11,4,30.185422829
42523,1100,134,289,83,2008-05-07 13:24:30,12,31.6604806956
42575,1100,120,563,70,2008-02-17 06:47:45,54,32.6408591542
42579,1100,27,511,19,2008-04-03 01:39:37,19,29.9386790545
42617,1100,793,628,545,2008-09-20 04:36:32,271,30.0313182814
42690,1100,75,438,31,2007-11-24 23:37:15,12,28.7280011374
42732,1100,261,397,100,2009-01-09 23:55:39,3,29.8665326948
42857,1100,24,375,7,2007-07-28 23:30:28,2,29.9489279838
42977,1100,462,410,204,2008-07-26 00:26:23,86,29.7311321974
43034,1100,9,361,1,2007-11-06 20:24:40,1,27.4429916906
43058,1100,49,418,15,2008-06-16 18:55:38,2,28.8467048717
43255,1100,8,302,6,2008-05-17 22:19:08,3,29.2037080138
43318,1100,172,399,67,2008-01-04 02:14:02,8,29.6929835271
43335,1100,13,443,3,2008-06-25 20:34:26,3,29.9447191644
43533,1100,43,399,21,2007-11-25 03:09:51,15,30.3981255035
43558,1100,554,491,313,2007-10-03 20:42:37,248,30.0724172765
43612,1100,186,391,110,2008-03-24 21:39:44,29,32.420301724
43638,1100,538,607,375,2008-11-08 05:37:22,156,30.9350872114
43677,1100,297,402,171,2008-03-25 01:03:15,42,29.4867418965
43744,1100,21,395,9,2009-02-02 17:19:02,11,30.5004425762
43803,1100,10,333,0,2008-02-15 18:09:13,1,28.4392654052
43839,1100,8,473,1,2007-12-15 03:37:05,1,30.0450153901
43851,1100,41,368,18,2008-03-21 23:51:10,2,29.8687828857
43874,1100,846,598,512,2008-03-22 21:53:58,481,32.3272148546
43877,1100,463,414,239,2008-01-02 01:51:27,273,30.5969729633
43946,1100,8,202,1,2008-01-24 12:05:51,1,29.3806518226
44018,1100,277,351,105,2008-02-25 20:32:44,6,28.2790807254
44088,1100,200,271,85,2007-09-13 03:30:29,23,30.1518950659
44234,1100,35,671,18,2008-01-02 04:43:40,31,33.4405714724
44284,1100,581,519,338,2008-08-27 16:06:44,80,31.3961834834
44295,1100,7,414,2,2008-03-19 18:08:30,2,30.2768744157
44318,1100,92,250,35,2008-02-27 15:22:50,4,25.8809735843
44444,1100,260,350,128,2009-02-03 04:55:29,98,29.5433637073
44462,1100,174,280,73,2007-12-29 05:14:20,15,30.294164437
44464,1100,47,409,16,2008-11-13 05:24:02,5,29.086948898
44470,1100,135,377,48,2009-02-23 04:57:33,8,28.7432951632
44474,1100,686,616,471,2008-08-29 19:02:14,39,28.8875969238
44499,1100,201,256,77,2008-07-11 21:33:28,3,30.012871834
44545,1100,81,961,55,2008-08-02 17:10:02,13,35.8759446202
44555,1100,160,350,74,2008-10-24 02:23:13,21,29.3997102191
44631,1100,337,279,162,2007-12-03 21:04:17,40,28.0907429798
44740,1100,170,254,60,2009-07-10 17:06:47,29,29.5314464644
44756,1100,20,521,6,2008-09-03 01:11:52,1,32.9186107906
44771,1100,57,230,20,2008-07-05 22:20:23,6,29.9622730006
44806,1100,22,509,14,2008-08-27 04:09:36,6,31.2277295752
44835,1100,546,585,348,2008-08-19 23:51:10,129,31.1295650227
44904,1100,4,238,1,2007-10-18 14:00:31,1,30.4154939299
44963,1100,96,502,68,2007-10-06 01:11:06,62,32.4642216581
44971,1100,3,315,1,2008-06-23 19:39:29,1,28.9613191156
45014,1100,226,423,93,2008-05-31 05:59:55,57,31.0861674788
45024,1100,73,562,29,2008-04-28 14:30:44,3,28.7416115742
45061,1100,161,444,90,2008-09-30 19:12:37,128,30.0327294603
45070,1100,400,564,244,2007-10-11 03:01:53,106,30.067795711
45130,1100,40,430,11,2007-11-17 19:19:52,7,32.0885634875
45145,1100,125,430,58,2009-02-14 21:03:29,7,30.2579775162
45215,1100,93,394,41,2008-03-14 19:19:27,4,30.7981028487
45272,1100,112,403,40,2007-09-17 23:19:23,3,29.2303227105
45395,1100,357,353,178,2007-04-14 18:20:45,99,28.7333960284
45414,1100,47,508,30,2008-04-02 12:40:58,5,32.7082496476
45775,1100,144,208,57,2009-03-15 22:10:38,5,28.3857126955
45829,1100,369,328,126,2007-09-13 04:01:42,5,29.4720878851
46002,1100,44,230,7,2007-04-20 05:00:11,2,28.7878564313
46083,1100,8,336,2,2008-02-19 03:21:18,5,29.5943965668
46089,1100,93,583,63,2008-01-29 19:07:59,63,32.6024872007
46152,1100,15,623,9,2008-01-20 03:33:47,14,32.6912996474
46154,1100,219,344,101,2008-05-29 02:18:51,128,29.1953758151
46157,1100,170,346,93,2008-04-11 02:03:26,123,30.0288543228
46292,1100,106,491,51,2008-09-25 03:54:56,22,31.058721915
46446,1100,12,137,3,2008-08-16 18:54:44,1,29.0022751254
46503,1100,108,622,55,2007-12-12 20:45:19,52,30.5437302192
46508,1100,176,317,74,2009-02-27 02:38:34,89,30.3156213243
46557,1100,903,827,696,2007-09-02 12:33:15,174,34.5263182358
46565,1100,2,536,1,2009-03-05 13:00:43,2,29.0561313417
46574,1100,138,359,55,2007-10-12 12:23:49,19,29.244131191
46629,1100,215,288,88,2009-05-23 20:51:09,20,29.1539433065
46674,1100,149,209,57,2008-05-06 22:25:15,13,28.9722009047
46713,1100,4,615,1,2008-06-18 06:18:33,2,30.9722982843
46749,1100,31,301,15,2009-04-22 07:04:19,1,29.996068584
46781,1100,11,207,4,2008-03-29 14:44:05,5,29.7872142875
46826,1100,907,638,561,2008-08-29 18:52:26,848,31.6193193507
47054,1100,47,522,28,2008-07-08 22:44:31,31,30.8576594593
47206,1100,26,466,10,2008-07-16 21:00:11,3,29.6768177795
47217,1100,379,488,252,2007-11-03 15:11:15,131,28.989586213
47278,1100,126,796,90,2007-11-14 21:42:51,70,33.6158979765
47431,1100,370,655,239,2008-03-30 17:57:22,367,32.073826218
47476,1100,131,452,82,2008-02-27 13:44:19,59,32.448879465
47535,1100,52,278,7,2008-02-24 22:26:25,3,29.5048971139
47592,1100,92,231,42,2008-10-13 12:50:09,2,29.6354590465
47925,1100,1,565,0,2007-10-15 16:42:02,1,30.2510842285
47932,1100,12,604,7,2008-02-28 19:41:50,8,30.6930911849
47994,1100,103,416,37,2009-05-07 18:57:10,2,28.9405256486
48054,1100,410,831,330,2009-06-25 16:09:35,94,36.2159647078
48101,1100,23,623,14,2008-04-27 20:11:11,9,37.2490866888
48147,1100,812,668,602,2007-06-08 22:02:57,102,32.2581748839
48179,1100,77,473,40,2008-12-09 18:59:41,26,29.6314487296
48184,1100,6,468,2,2008-07-12 20:25:40,1,32.5344207871
48230,1100,47,558,20,2009-04-20 03:50:20,11,30.5346151691
48388,1100,293,337,117,2007-10-17 21:37:13,226,29.3761534102
48441,1100,454,460,278,2008-03-16 21:55:15,100,32.5072807899
48551,1100,18,512,5,2008-02-24 19:48:31,1,29.5388291346
48714,1100,30,454,14,2008-09-20 05:47:54,6,30.1580402254
48744,1100,837,422,358,2008-11-05 03:12:03,115,30.3860184083
48906,1100,10,252,6,2008-02-16 04:39:25,3,31.5185393821
48946,1100,973,691,650,2007-09-26 09:47:00,440,30.2471021897
48947,1100,42,476,13,2009-03-22 15:55:14,9,29.130803188
48950,1100,143,343,53,2008-03-10 06:48:26,22,29.7016133471
49138,1100,19,447,8,2009-03-17 04:15:24,3,27.7885830845
49164,1100,138,384,56,2008-10-05 08:47:19,35,28.8639275566
49223,1100,609,524,349,2007-06-25 14:03:10,269,29.3118784264
49296,1100,624,544,396,2008-05-12 03:21:05,83,32.1996673696
49321,1100,163,434,88,2008-10-11 15:05:04,42,31.217231855
49328,1100,912,728,618,2009-06-23 13:37:57,165,32.7631917174
49333,1100,25,576,14,2008-02-29 15:38:44,24,30.8267682786
49417,1100,369,392,110,2008-04-10 07:23:30,41,28.6768585905
49538,1100,230,352,85,2009-02-18 12:05:02,38,30.3576726784
49565,1100,949,652,604,2008-03-22 18:22:15,364,32.2338525489
49622,1100,254,435,118,2007-11-04 01:25:28,106,29.7867383928
49770,1100,27,466,13,2008-01-07 23:11:40,10,31.7247825849
49811,1100,105,342,61,2007-10-29 06:34:06,21,31.9720778157
50010,1100,288,472,126,2008-01-27 23:50:51,26,29.8309207845
50173,1100,282,579,195,2007-11-12 05:37:58,277,29.8173673431
50253,1100,833,729,629,2008-07-14 15:17:10,704,32.3665036726
50299,1100,53,320,20,2008-07-07 20:47:42,2,29.4496602364
50308,1100,29,462,16,2008-05-21 22:26:36,11,29.5970389699
50447,1100,713,485,313,2008-08-21 05:57:18,418,30.8102384057
50458,1100,179,290,81,2009-02-27 13:50:22,26,28.7156735717
50459,1100,43,320,13,2008-10-19 19:22:54,10,29.2577840067
50603,1100,166,447,102,2009-01-10 17:37:18,29,31.8733226304
50617,1100,332,453,172,2008-03-20 01:53:01,211,31.7834668274
50632,1100,234,511,104,2008-01-18 23:26:34,160,33.5151903244
50657,1100,7,568,3,2008-08-24 19:53:56,5,30.3154938119
50771,1100,33,473,12,2009-02-04 11:29:08,2,31.8448725884
50833,1100,321,488,159,2008-08-12 07:49:35,94,31.2078661832
50840,1100,67,324,22,2008-06-11 22:17:07,64,28.9959058538
50846,1100,23,732,10,2008-05-23 21:04:58,2,32.4812752999
50900,1100,703,601,452,2008-03-28 18:32:33,32,30.394424629
51018,1100,15,545,5,2008-11-15 19:18:03,2,29.3544133932
51167,1100,24,472,9,2008-08-07 22:14:37,8,30.305242209
51213,1100,235,694,195,2008-09-02 18:58:47,207,30.6982316468
51382,1100,383,658,295,2008-01-04 23:20:37,199,31.648062324
51387,1100,833,602,528,2008-08-25 09:19:11,800,31.6914764167
51396,1100,92,616,51,2007-12-17 17:14:15,4,31.2886908183
51407,1100,187,322,45,2009-05-05 10:03:15,5,29.4377121579
51422,1100,62,313,32,2007-05-16 19:46:22,4,28.6637565843
51539,1100,57,200,17,2008-04-09 20:57:52,9,27.2018793144
51616,1100,102,384,49,2007-10-27 14:16:51,26,30.2618352925
51630,1100,12,243,1,2008-12-01 00:17:14,3,29.1907653639
51706,1100,20,555,3,2007-10-24 04:52:48,2,33.6281684873
51899,1100,44,409,14,2007-11-13 03:09:14,25,28.8172499274
51913,1100,71,448,30,2007-09-01 14:28:13,33,30.2332247314
52020,1100,133,365,52,2008-03-29 00:59:59,15,28.5077586725
52144,1100,13,616,4,2008-03-24 15:28:48,2,31.0725472929
52310,1100,2,328,0,2008-02-21 05:34:06,1,30.1693689976
52383,1100,7,507,2,2008-05-08 21:48:26,4,29.5273720723
52389,1100,21,406,7,2009-02-04 23:26:56,11,32.1291851905
52542,1100,26,390,15,2007-12-17 04:00:27,20,28.6807666003
52675,1100,22,244,6,2009-01-15 21:20:16,7,28.9924594763
52842,1100,8,191,5,2007-12-06 23:24:59,1,27.1874519609
52909,1100,57,468,32,2007-08-21 22:39:19,13,32.8070724837
53243,1100,25,419,7,2007-11-26 01:30:23,4,29.4443451074
53409,1100,6,312,1,2007-07-21 01:03:32,1,27.8316231662
53502,1100,392,403,197,2007-10-06 08:27:50,15,30.4385524003
53522,1100,932,627,550,2008-12-08 23:51:13,573,32.0436003269
53579,1100,3,589,2,2008-07-13 03:42:37,1,30.4864480995
53634,1100,406,518,219,2009-05-25 15:40:08,145,30.8289732422
53651,1100,155,283,23,2007-12-23 17:03:34,26,29.2013357148
53692,1100,474,514,297,2007-06-14 15:31:29,199,29.9962308393
53707,1100,6,469,2,2008-07-28 00:54:47,1,29.4863831778
53757,1100,483,357,217,2009-04-09 06:54:38,181,29.6039826237
53763,1100,952,730,681,2007-09-28 20:16:39,142,32.0446866427
54039,1100,253,481,136,2008-01-04 19:52:54,19,30.2906770791
54369,1100,64,284,31,2007-12-16 10:42:17,49,30.6156253239
54376,1100,92,547,45,2009-02-22 23:21:05,62,30.6467987801
54470,1100,54,569,22,2008-10-02 16:18:45,19,28.4919903468
54537,1100,118,425,47,2007-08-13 02:02:19,3,28.6587174726
54605,1100,99,459,47,2008-02-19 17:44:26,63,30.7650003631
54712,1100,75,294,28,2008-04-26 03:05:38,7,29.2707798901
54829,1100,2,428,0,2008-11-09 01:26:06,1,27.9340910723
54862,1100,63,411,19,2008-05-05 17:26:40,49,29.5155063583
55033,1100,429,579,293,2008-02-02 22:35:40,428,28.6953984203
55135,1100,17,343,6,2008-12-15 20:49:43,1,29.8489655059
55336,1100,762,554,454,2008-05-25 20:59:03,349,30.7965758665
55556,1100,5,132,0,2007-12-25 22:41:55,2,28.7222305929
55559,1100,108,367,46,2008-01-05 11:27:55,10,32.0793462305
55569,1100,8,477,4,2007-12-05 22:56:41,2,29.2564683677
55609,1100,111,268,58,2009-03-05 04:24:46,61,31.1951001351
55609,1100,111,268,58,2009-03-05 04:24:46,61,31.2472205363
55633,1100,436,476,251,2008-08-02 08:33:24,365,31.7527642621
55671,1100,56,553,25,2007-10-20 23:04:35,11,32.6380634346
55810,1100,8,420,2,2008-02-18 15:23:50,1,29.7906460626
55843,1100,87,523,51,2008-06-15 03:07:47,66,31.1241350636
55996,1100,189,507,79,2008-06-10 12:28:08,3,30.1616637869
56015,1100,34,355,15,2008-08-11 14:48:49,5,27.1938386845
56019,1100,893,684,602,2007-09-29 15:34:35,118,34.3200040267
56045,1100,421,457,233,2007-12-24 15:54:57,104,31.0605907809
56104,1100,35,373,14,2007-12-17 14:41:30,18,31.2114452422
56140,1100,24,255,6,2009-04-02 23:35:49,13,30.1584139881
56194,1100,1027,656,641,2008-07-24 02:23:22,585,31.81690582
56376,1100,343,443,217,2007-09-26 20:10:27,98,30.5619500155
56413,1100,697,743,495,2008-05-06 14:53:48,390,33.8529375665
56433,1100,219,239,66,2009-01-02 07:17:30,21,29.7582273586
56544,1100,825,640,561,2007-10-20 19:12:12,456,33.1581421865
56776,1100,169,463,101,2008-08-25 07:13:47,26,30.0566605766
56886,1100,381,532,213,2007-09-15 12:00:42,24,31.0135919361
56955,1100,235,413,109,2008-03-25 15:26:15,48,32.5503148524
57231,1100,83,576,20,2009-04-14 01:49:49,9,30.6779160977
57308,1100,142,568,69,2008-03-09 13:29:32,4,32.2336729029
57337,1100,328,618,211,2008-04-22 17:47:14,44,34.1821016948
57611,1100,514,569,360,2008-02-07 08:05:25,32,30.5632551413
57673,1100,184,571,93,2008-04-16 00:07:56,152,30.7391539119
57704,1100,343,435,97,2008-04-23 18:35:11,6,29.7300550878
57913,1100,86,300,39,2008-08-08 19:20:41,14,31.3572771679
58166,1100,68,297,24,2008-07-27 00:53:47,3,29.1354749998
58227,1100,118,493,61,2008-02-19 02:42:24,39,31.9887763439
58435,1100,55,517,43,2008-11-29 12:43:37,39,31.2848564384
58563,1100,9,278,0,2008-08-15 15:44:20,4,30.0927345349
58731,1100,147,374,68,2008-12-01 18:06:35,9,30.6596365078
58787,1100,515,369,237,2007-06-06 06:00:26,130,29.8838424707
58799,1100,648,515,413,2008-07-19 22:30:38,198,31.5135101309
58808,1100,1,437,1,2008-01-18 00:28:27,1,29.4165002667
58867,1100,51,581,21,2008-06-23 04:51:58,7,30.273941049
58979,1100,344,498,208,2009-01-19 19:14:31,336,29.310730396
59040,1100,32,372,18,2007-12-25 22:54:58,1,30.4303011064
59047,1100,332,374,121,2008-12-04 22:28:48,272,29.9358172168
59083,1100,621,479,370,2007-04-08 11:57:28,92,28.2853738537
59176,1100,203,477,119,2008-09-20 09:27:59,184,31.3416297866
59190,1100,10,803,4,2009-02-28 21:26:46,5,32.8981426455
59332,1100,382,554,216,2008-10-01 03:18:15,6,30.9270163772
59677,1100,45,340,18,2008-07-09 02:11:10,3,29.7440792542
59722,1100,607,565,420,2007-08-19 02:16:09,55,33.4745561118
59755,1100,265,580,156,2008-10-06 03:08:59,133,30.9109002967
59782,1100,7,542,4,2007-10-15 16:27:47,1,29.3531559338
59870,1100,74,641,32,2008-02-19 06:21:28,5,32.1228168189
59933,1100,187,327,77,2008-05-15 13:55:28,5,29.4725919727
60069,1100,152,388,79,2007-10-12 23:14:32,19,29.294795893
60338,1100,4,285,0,2008-06-04 23:32:07,3,30.0805914731
60525,1100,2,442,2,2008-05-30 12:30:44,1,29.4577469662
60541,1100,75,464,17,2008-09-21 09:42:29,4,29.1108448977
60590,1100,592,438,249,2009-06-17 16:09:29,23,29.6094298353
60753,1100,1071,778,766,2007-12-19 11:12:28,80,32.4698351671
60928,1100,118,280,40,2008-10-08 21:10:37,3,29.3628672144
61076,1100,664,503,408,2008-02-18 07:06:53,193,32.0765826971
61108,1100,38,437,15,2007-09-25 22:29:01,1,33.9177408177
61330,1100,81,280,30,2008-03-10 18:25:19,73,29.2786360685
61335,1100,211,581,109,2007-12-10 15:31:01,27,30.1121475116
61354,1100,18,454,8,2008-12-08 18:49:35,15,29.9537483615
61369,1100,58,664,26,2008-01-27 10:24:07,57,32.981423612
61410,1100,256,354,106,2008-09-16 22:05:13,5,28.3639163077
61445,1100,14,332,6,2009-07-09 16:57:07,4,28.3276456409
61451,1100,80,531,37,2008-10-09 20:05:41,8,30.6538414265
61508,1100,76,467,32,2008-12-29 14:44:19,2,30.1946696295
61559,1100,240,389,102,2007-11-14 21:26:03,21,29.6450600051
61562,1100,36,560,20,2009-07-07 08:36:31,19,30.5904086098
61816,1100,103,574,51,2008-10-16 18:45:34,83,31.2416017575
62154,1100,333,452,177,2008-04-23 18:42:21,9,32.4676079391
62228,1100,132,619,86,2008-03-18 13:28:22,12,31.8608295677
62303,1100,104,199,34,2009-01-16 16:06:36,2,28.8769997799
62308,1100,355,496,115,2008-03-02 00:50:27,13,28.3655937576
62344,1100,91,250,36,2008-11-26 16:29:23,7,30.2198171491
62408,1100,32,450,13,2008-01-27 04:26:38,14,29.6505005795
62419,1100,271,372,109,2008-12-20 19:52:42,101,30.6229751538
62475,1100,14,526,5,2007-09-17 17:57:55,3,33.7814503959
62487,1100,121,496,67,2008-06-29 22:44:04,12,32.4847579541
62539,1100,59,539,23,2008-03-22 08:29:38,11,28.1401679117
62617,1100,96,540,40,2008-07-31 17:02:13,82,32.3870287014
62814,1100,69,664,26,2007-10-16 23:57:07,7,33.4448211052
62875,1100,3,177,1,2008-10-25 13:50:09,1,29.6101715221
62891,1100,428,402,283,2008-01-20 18:02:28,59,30.2295580494
62979,1100,143,564,76,2008-05-09 03:33:54,35,37.0076871189
62993,1100,12,415,5,2007-11-17 18:13:15,3,33.8480339817
63135,1100,934,562,517,2009-05-06 23:02:29,758,32.769875476
63226,1100,568,510,330,2008-02-29 18:56:46,196,30.9210566183
63245,1100,417,377,162,2007-11-28 10:33:33,46,28.6114618355
63347,1100,103,355,52,2007-11-05 14:01:24,12,29.5943484112
63376,1100,53,358,14,2009-01-15 22:18:59,2,28.2678347213
63548,1100,120,354,49,2007-11-09 16:38:14,99,28.9439049121
63567,1100,36,430,21,2008-03-12 16:07:03,11,30.3913827093
63800,1100,57,531,25,2008-01-16 16:48:18,3,31.7001327293
63808,1100,17,457,4,2007-10-07 15:45:17,11,28.4766137003
63823,1100,181,451,92,2008-01-06 08:31:00,71,30.2240824841
63865,1100,407,321,121,2008-05-12 13:34:58,7,28.5328222364
63866,1100,2,624,0,2008-07-31 21:26:13,1,30.686005525
63916,1100,127,329,59,2008-03-24 21:29:55,34,29.4751011665
64005,1100,143,269,28,2007-11-26 22:55:21,5,26.2113671305
64063,1100,125,295,32,2008-05-07 03:29:21,8,30.2698250912
64127,1100,58,536,18,2009-01-20 00:39:48,2,29.2455701948
64176,1100,428,558,289,2008-09-12 07:00:41,34,30.7986921539
64203,1100,43,353,17,2009-03-15 19:56:06,12,29.6992232089
64257,1100,22,392,4,2008-12-23 21:29:10,6,29.4992835621
64381,1100,18,210,11,2008-12-01 17:10:25,2,29.7583139635
64591,1100,172,422,78,2008-09-17 05:01:06,108,30.7109776677
64949,1100,180,449,111,2008-05-02 00:10:17,127,29.8897353892
64979,1100,2,341,0,2007-11-14 05:38:45,1,32.1455103056
65008,1100,297,382,167,2009-05-16 18:23:32,17,28.1187325412
65099,1100,718,628,455,2007-09-23 12:43:22,173,31.7108854647
65318,1100,82,570,57,2007-12-06 20:24:27,25,29.5331040316
65393,1100,188,460,93,2008-01-19 18:04:28,27,30.7824632641
65429,1100,355,294,139,2009-04-02 13:50:19,35,28.3252922022
65443,1100,246,372,70,2008-03-21 18:05:06,38,28.4815725617
65458,1100,36,607,26,2008-04-24 00:07:11,9,33.1958980241
65504,1100,19,294,7,2008-12-28 10:39:00,2,29.1203083541
65516,1100,6,387,0,2008-04-02 18:48:05,1,29.233562147
65661,1100,195,336,80,2007-08-28 00:02:30,5,29.6608489969
65742,1100,357,605,220,2008-07-15 13:10:55,96,31.6515693789
65742,1100,357,605,220,2008-07-15 13:10:55,96,31.7546412419
65784,1100,261,392,140,2007-12-06 23:39:37,144,29.8817176651
66073,1100,206,477,90,2008-08-21 04:54:28,135,30.760773436
66100,1100,28,346,7,2007-07-25 17:49:00,3,30.2106666425
66614,1100,721,654,514,2009-05-02 14:56:36,125,30.7151750134
66864,1100,615,706,395,2008-05-28 23:42:20,443,30.7756377754
66877,1100,12,108,0,2008-09-24 20:12:01,2,27.4485732726
66955,1100,18,241,6,2008-09-28 17:51:32,7,30.689985533
66998,1100,6,376,1,2007-11-15 16:09:57,3,32.4186763422
67129,1100,117,256,48,2008-06-27 01:58:46,37,28.3470374002
67161,1100,374,697,254,2007-10-25 04:12:47,33,31.7830106531
67169,1100,327,391,173,2008-02-24 23:48:54,37,30.9971955172
67255,1100,618,678,396,2008-08-28 14:53:30,102,35.0698508381
67289,1100,91,512,63,2007-10-09 16:03:40,26,30.7150138593
67604,1100,277,328,86,2009-01-19 00:08:26,255,32.1147308198
67826,1100,204,463,96,2007-09-20 15:17:39,72,33.0890916331
68025,1100,24,403,16,2008-02-21 01:04:05,4,32.2064452417
68308,1100,28,501,5,2009-06-11 17:05:27,3,29.5484632831
68319,1100,14,485,3,2008-05-21 12:16:57,2,31.2444475423
68441,1100,83,241,22,2008-01-15 22:53:28,13,29.832676635
68829,1100,256,393,107,2007-09-17 16:27:06,25,30.5338855792
68889,1100,213,338,100,2008-07-30 16:25:20,87,30.6709154446
69057,1100,106,440,39,2007-10-23 20:20:34,15,26.7675322837
69230,1100,40,535,15,2008-01-21 00:18:55,8,29.0721002877
69269,1100,157,341,75,2008-03-26 01:37:54,100,30.0790090928
69470,1100,474,475,276,2008-03-17 18:08:13,35,29.5828897806
69771,1100,31,505,14,2008-08-23 23:03:49,14,30.1744963581
69837,1100,20,351,2,2007-11-19 06:18:37,2,27.3095171957
69996,1100,25,326,8,2008-07-08 08:47:28,2,29.3867258585
70081,1100,242,343,142,2008-09-25 18:42:40,188,29.6259066202
70197,1100,283,327,125,2007-10-08 06:17:50,22,29.1779947223
70253,1100,36,291,14,2008-06-21 19:42:26,2,29.8809049399
70376,1100,230,563,129,2007-12-22 22:03:36,17,32.4131192249
70469,1100,61,345,18,2008-03-19 19:55:28,1,26.6218223207
70571,1100,453,471,289,2007-09-28 01:01:09,121,30.8325061166
70676,1100,27,581,13,2007-12-08 17:17:16,12,29.9407476402
70768,1100,15,619,8,2007-12-14 19:53:17,1,32.0312661902
70772,1100,59,497,19,2008-03-22 20:45:20,3,28.927725568
70787,1100,22,257,1,2008-05-06 15:20:01,17,29.9016373465
70821,1100,14,440,2,2008-03-16 08:09:23,4,30.1986232852
70823,1100,273,626,179,2008-08-26 19:37:10,120,32.3141037087
70829,1100,232,417,90,2008-04-09 16:38:32,28,30.3733914038
70837,1100,68,357,27,2008-03-09 02:20:02,14,29.6530419328
70846,1100,93,352,33,2008-07-14 00:19:13,1,28.1640836565
70924,1100,1037,612,601,2009-02-27 21:32:57,1002,29.2354455826
71268,1100,6,291,3,2008-07-25 18:09:45,2,29.5102450846
71610,1100,76,495,35,2009-05-04 20:25:43,2,31.0112853581
71658,1100,1,330,0,2008-09-05 15:05:44,1,29.0916054256
71673,1100,43,326,13,2009-06-24 11:00:24,3,29.5707279447
71753,1100,28,458,12,2009-03-07 12:57:22,1,29.6678500957
71762,1100,67,324,22,2008-04-01 19:07:21,49,28.660066637
71890,1100,5,346,4,2008-11-16 12:01:40,4,30.0448767811
71998,1100,4,381,1,2009-02-16 15:54:04,1,29.2488371052
72500,1100,43,395,17,2007-10-27 16:44:47,13,28.4093297282
72559,1100,64,325,17,2008-10-29 22:28:14,3,28.1873039262
72623,1100,67,433,37,2008-05-30 03:34:08,10,29.6458950332
72630,1100,2,305,2,2009-03-12 17:25:50,1,29.1601512767
72640,1100,67,531,34,2009-04-25 22:08:23,14,29.8020130737
72661,1100,32,216,9,2007-10-09 23:39:54,3,26.6860350633
72781,1100,181,580,80,2009-02-26 02:04:35,8,31.327442266
73000,1100,479,676,310,2007-09-15 17:08:29,57,33.1205978855
73045,1100,16,460,8,2009-02-01 05:16:49,3,27.6893419276
73072,1100,1030,785,763,2009-03-17 19:30:42,263,32.4393564042
73200,1100,660,416,282,2007-10-19 05:21:25,40,32.2332102556
73347,1100,118,298,35,2008-01-18 06:05:59,99,29.0313759969
73536,1100,136,322,58,2008-04-28 14:26:07,50,29.8282508866
73685,1100,11,605,5,2008-02-25 19:37:45,2,30.2219465737
73740,1100,40,360,14,2008-09-27 10:30:43,4,28.9562360223
73745,1100,46,353,28,2007-12-10 08:35:58,33,31.324501728
74052,1100,39,327,18,2009-01-30 00:33:25,30,30.7363818417
74592,1100,57,571,30,2008-04-01 01:53:48,27,31.4766452803
74619,1100,608,516,319,2008-11-15 04:27:44,91,29.4757791075
74712,1100,42,640,23,2008-06-11 06:23:58,13,32.2783859245
74771,1100,44,432,14,2008-03-24 16:54:35,2,30.5494271514
74772,1100,177,350,85,2009-02-20 01:48:45,7,29.9439108567
74923,1100,268,428,145,2009-05-14 11:26:44,146,28.4883181984
75012,1100,31,256,17,2009-01-28 01:38:06,11,30.1064495458
75025,1100,1,340,0,2008-06-10 12:55:56,1,30.4548820461
75064,1100,319,346,116,2008-02-29 00:51:02,25,29.4429826712
75326,1100,46,694,25,2009-02-01 04:54:18,5,32.6056815463
75440,1100,2,368,1,2008-01-14 16:31:25,1,28.5436201282
75469,1100,83,607,27,2007-10-11 21:01:49,14,28.5586216823
75470,1100,17,500,6,2007-09-19 20:45:50,2,33.2719042982
75579,1100,14,398,0,2008-01-02 23:06:50,2,29.8248330355
75727,1100,23,628,7,2008-10-15 11:54:14,4,31.4958004129
75858,1100,148,417,85,2008-08-18 10:27:19,27,29.7826993936
75902,1100,13,477,3,2009-03-15 04:54:13,2,30.6723537985
76026,1100,167,410,82,2008-04-28 02:23:37,79,30.5556515256
76324,1100,2,460,0,2008-06-09 03:09:13,2,32.1278973316
76474,1100,8,420,1,2007-12-21 21:51:49,1,29.5216800843
76516,1100,54,106,6,2008-02-19 21:30:00,2,26.1222692486
76555,1100,5,354,0,2007-12-27 03:31:52,2,29.0187170898
76721,1100,95,511,38,2008-06-03 20:02:53,9,31.4960642665
76820,1100,239,486,112,2008-01-16 21:16:11,41,30.4532521436
76865,1100,9,507,3,2008-11-11 23:10:13,7,26.9042005615
76921,1100,75,391,36,2009-02-09 21:54:13,13,31.5019948856
76970,1100,25,311,5,2008-08-09 21:06:11,7,29.0525750574
76987,1100,14,275,4,2008-04-28 10:51:39,8,26.1621938484
77311,1100,38,418,9,2007-12-18 01:36:13,2,29.674817611
77502,1100,3,414,2,2007-09-15 03:14:11,1,30.4236438428
77505,1100,8,259,2,2009-05-16 03:39:20,5,30.7101964558
