p,times1,team_times1,won1,team_won1,last,max_times12,mean
13240,1100,94,376,54,2007-08-26 17:25:03,63,28.5861968099
13271,1100,264,476,186,2007-09-16 04:03:56,153,30.2559753486
13278,1100,783,662,569,2007-05-14 23:10:19,217,32.7052550656
13334,1100,781,663,574,2007-10-07 02:42:33,191,30.1013965749
13404,1100,41,495,10,2008-01-25 20:35:58,2,29.7226374819
13464,1100,947,611,590,2008-04-28 12:37:34,599,31.3386728669
13475,1100,37,279,9,2007-06-25 12:43:36,2,29.0818587633
13562,1100,7,252,2,2008-10-02 03:45:27,3,32.8199797499
13679,1100,100,362,48,2008-01-16 15:03:59,70,28.8883897839
13801,1100,282,411,154,2009-03-11 22:36:31,148,30.7001819347
13868,1100,265,510,195,2007-11-30 22:36:02,235,31.8726019128
13956,1100,266,458,172,2007-09-28 14:23:28,40,31.1216493136
13975,1100,142,383,63,2009-02-03 15:07:08,16,31.077829691
14165,1100,892,572,506,2008-08-15 00:40:53,401,29.8641892386
14173,1100,53,258,21,2008-08-06 16:17:53,6,29.1361251947
14184,1100,74,362,44,2008-01-15 00:38:22,59,30.4088252319
14374,1100,555,573,374,2008-08-25 16:56:21,260,28.3156392513
14379,1100,482,519,260,2008-06-30 07:36:22,455,29.467378815
14380,1100,436,431,234,2007-11-16 20:32:03,269,31.0964471575
14677,1100,19,383,7,2008-02-19 22:37:02,6,30.3522575664
14723,1100,88,337,43,2008-10-21 22:41:27,9,27.5473410563
14768,1100,2,391,0,2007-09-08 11:26:17,1,29.5345480315
14934,1100,875,772,691,2007-01-18 15:03:38,333,33.5652858754
14964,1100,789,656,537,2008-01-06 04:22:51,126,30.8803276505
15295,1100,345,301,113,2007-09-13 04:31:35,12,28.8495734768
15357,1100,233,352,125,2008-08-27 07:27:24,18,28.9319470886
15420,1100,1,587,0,2007-12-11 00:03:30,1,34.6508694982
15492,1100,86,290,40,2008-06-10 00:08:27,65,30.2966944711
15522,1100,252,496,150,2007-12-13 17:50:17,133,29.6935194118
15554,1100,220,321,88,2007-11-22 08:56:42,4,29.7451424691
15602,1100,239,307,82,2007-11-23 21:51:09,26,30.5360359277
15631,1100,60,479,29,2008-04-18 05:19:28,53,30.3006577906
15777,1100,408,552,257,2008-03-30 13:18:28,404,31.3587531705
15819,1100,37,461,15,2007-09-06 09:05:06,4,31.5863736424
15865,1100,293,348,159,2007-08-19 23:40:44,20,29.9777447142
16045,1100,197,322,100,2008-04-16 12:52:38,15,30.7255404577
16176,1100,182,506,125,2009-04-18 16:21:13,48,30.9038366606
16183,1100,311,329,160,2007-08-23 08:49:38,135,30.5030725664
16249,1100,97,496,62,2008-09-07 05:27:26,68,29.8339763712
16351,1100,95,568,48,2009-03-15 19:59:35,62,30.684270223
16517,1100,498,470,280,2007-11-03 15:27:31,96,24.6042245837
16558,1100,248,331,70,2008-10-23 05:06:45,4,29.2926792137
16627,1100,57,435,30,2007-11-07 00:28:46,39,29.8446154638
16644,1100,4,365,3,2008-01-17 19:08:50,1,30.3358824345
16720,1100,386,454,206,2009-03-15 20:25:53,157,31.8807551325
16805,1100,139,422,78,2008-06-18 00:29:34,15,30.8967453954
16867,1100,53,471,15,2008-01-05 00:08:01,7,29.4939958969
17043,1100,197,351,80,2008-01-08 20:51:14,9,28.6529237093
17076,1100,277,423,168,2009-05-16 11:52:02,9,30.6870239194
17329,1100,38,307,15,2008-09-18 02:49:27,6,29.9996187743
17368,1100,288,409,146,2009-06-07 07:06:39,89,29.5278578162
17463,1100,44,355,21,2007-09-10 07:22:50,15,30.3826871294
18064,1100,285,575,182,2008-08-26 13:34:01,12,30.7150747904
18203,1100,120,371,83,2008-01-10 19:36:31,58,30.7780957367
18334,1100,34,340,19,2007-10-18 15:04:45,6,32.2289430177
18429,1100,185,458,101,2007-10-25 20:19:22,41,29.3897875213
18458,1100,52,334,27,2008-12-17 22:46:54,26,30.574573161
18582,1100,185,417,84,2009-04-20 02:26:16,122,28.7528181322
18617,1100,855,694,647,2009-07-08 00:16:08,378,30.6638873418
18795,1100,220,588,131,2007-10-09 00:05:34,16,32.4254758237
18917,1100,108,311,47,2007-11-19 11:29:19,30,28.5949125383
19155,1100,538,567,404,2007-02-20 17:01:12,173,30.5302769979
19318,1100,660,557,398,2008-09-24 19:35:07,619,30.2100571046
19344,1100,41,493,24,2008-01-24 12:31:13,2,31.716163459
19482,1100,314,349,162,2008-12-28 10:27:04,55,29.9050623052
19526,1100,157,185,63,2009-06-24 11:52:07,67,29.499536027
19730,1100,377,438,221,2007-04-08 23:04:25,90,30.9429548252
19791,1100,52,169,20,2009-03-10 20:44:48,2,28.559942427
19963,1100,64,360,38,2008-09-21 19:19:37,40,31.1480263584
19977,1100,95,378,49,2008-01-02 18:52:05,38,30.1605807417
19993,1100,471,559,308,2009-02-26 16:10:50,139,28.2643329352
20059,1100,47,196,18,2008-08-25 21:08:57,8,29.1381530893
20493,1100,1023,825,801,2007-11-19 15:17:20,339,32.4215610889
20697,1100,123,225,48,2009-02-15 20:56:32,8,30.7964707113
20746,1100,7,549,2,2008-07-21 01:56:38,1,29.9110557376
20796,1100,252,338,133,2008-03-09 20:11:57,51,29.1402372559
20928,1100,141,383,67,2008-06-11 17:31:37,57,29.894297933
20963,1100,191,400,117,2008-05-22 18:11:52,21,29.0504509909
21076,1100,770,691,587,2007-04-29 14:30:07,259,32.4573494908
21384,1100,67,343,31,2008-05-07 18:30:45,7,30.5387715829
21430,1100,125,297,49,2008-01-07 19:11:47,17,30.055391936
21468,1100,6,245,1,2008-06-10 03:17:24,1,31.0319384283
21915,1100,29,397,14,2007-06-14 07:37:28,9,29.3726247295
22015,1100,211,236,88,2008-10-11 02:36:33,5,30.0769831615
22219,1100,245,428,139,2008-10-18 17:18:57,97,30.7950564658
22296,1100,135,290,50,2007-04-21 23:06:27,43,29.0136923087
22523,1100,439,458,250,2008-09-19 19:31:02,247,32.6950566475
22571,1100,399,576,279,2007-06-15 22:40:57,45,30.8730763581
22869,1100,105,399,48,2007-08-05 10:51:11,51,30.0301420128
22903,1100,126,556,74,2007-10-27 21:09:49,15,33.2217648921
22937,1100,5,214,1,2008-03-10 22:28:34,1,28.5594397371
23084,1100,203,308,80,2009-05-20 19:21:37,70,29.8241378997
23116,1100,404,506,230,2007-08-14 07:36:37,84,31.8503902577
23255,1100,115,291,45,2008-11-18 16:54:26,5,29.2739891439
23385,1100,806,610,537,2007-11-09 13:24:59,525,33.4767925719
23544,1100,18,634,7,2007-11-26 14:24:36,7,32.0908800206
23779,1100,62,320,33,2007-08-18 02:22:56,56,29.1808670259
23845,1100,193,461,78,2007-12-28 16:01:35,7,29.5050148326
23907,1100,934,593,554,2007-10-17 21:13:06,535,29.8586741581
24027,1100,148,376,63,2007-11-24 23:12:54,6,29.9188469323
24077,1100,22,376,9,2009-04-29 15:11:28,9,30.3091500525
24094,1100,21,590,9,2008-04-15 15:13:11,13,30.5707988796
24132,1100,36,386,17,2007-07-13 22:10:23,12,30.9920695759
24194,1100,1,255,0,2008-03-12 05:57:56,1,27.2484897244
24242,1100,1,570,0,2009-01-15 22:57:41,1,29.6859265809
24299,1100,850,827,732,2009-02-16 18:29:53,271,51.3141813382
24381,1100,572,532,373,2008-03-26 18:49:10,148,32.6556166335
24389,1100,119,416,54,2008-07-24 10:00:12,6,33.7405465733
24402,1100,993,605,583,2008-12-22 16:50:59,209,29.1971050974
24433,1100,575,512,374,2007-10-17 17:30:12,175,31.2160079077
24486,1100,6,528,0,2009-06-23 23:06:29,1,30.6471734794
24541,1100,965,759,696,2007-12-01 02:55:55,282,33.5474180294
24840,1100,20,487,13,2007-07-25 21:14:04,8,31.2475606596
25140,1100,31,351,14,2008-03-01 14:40:32,3,31.421330407
25205,1100,84,476,41,2007-12-20 03:34:07,37,32.6020461886
25476,1100,149,283,59,2008-08-11 03:33:26,116,26.7788945486
25676,1100,667,651,472,2007-06-27 15:00:25,164,31.6785761079
25697,1100,68,266,24,2008-03-19 22:05:34,9,30.2314189509
25756,1100,78,514,34,2008-01-18 14:15:25,53,29.2501720428
25829,1100,11,318,5,2008-04-07 20:54:03,1,29.1835054249
25858,1100,344,515,204,2008-08-24 05:54:31,34,31.9208501277
25882,1100,374,620,210,2008-08-16 02:52:11,242,33.7415227056
25901,1100,516,584,309,2007-12-24 17:58:07,299,30.606084687
25902,1100,180,430,113,2008-05-20 16:56:33,66,30.4256842569
26130,1100,485,508,356,2007-10-19 07:33:16,114,32.855008288
26219,1100,282,190,75,2008-09-10 11:52:05,4,30.8837938919
26259,1100,1,575,0,2008-07-13 12:41:13,1,30.6643438621
26473,1100,44,415,22,2007-11-07 15:47:10,2,29.2080817303
26481,1100,269,406,170,2008-03-31 19:29:57,112,30.1059553828
26597,1100,143,476,89,2008-07-01 17:15:41,7,30.7209148986
26637,1100,718,542,460,2007-06-03 16:38:07,55,30.2002673948
26802,1100,15,301,7,2008-11-12 00:15:32,3,30.9274380095
27644,1100,351,443,178,2008-12-04 20:05:32,213,30.7960834826
27648,1100,941,752,700,2008-04-04 07:39:48,193,32.0038470695
27848,1100,29,455,11,2007-12-29 17:23:09,12,30.4581856196
28130,1100,75,245,24,2007-08-13 16:56:04,17,30.1635135897
28147,1100,86,461,34,2007-11-22 04:40:14,26,30.2896194852
28153,1100,4,338,0,2007-12-27 17:21:04,1,31.4800485927
28298,1100,184,561,146,2008-02-13 18:54:40,159,29.7319784176
28508,1100,16,244,4,2008-10-26 01:07:49,2,29.5485888158
28652,1100,77,649,43,2009-05-03 23:35:06,30,33.3015707053
28666,1100,3,351,2,2008-08-14 19:17:59,1,29.8383990575
28675,1100,281,423,124,2008-12-04 19:30:42,68,30.9744031937
28697,1100,612,631,415,2007-08-18 13:06:52,301,34.3649828464
28848,1100,267,377,147,2007-09-06 02:20:35,17,29.3081747861
28985,1100,141,436,63,2008-11-25 01:47:31,38,29.4577505951
29217,1100,584,675,457,2007-03-24 19:26:57,137,30.113555828
29465,1100,312,542,176,2009-04-30 15:19:23,190,35.2009327358
29494,1100,87,388,30,2007-10-31 23:48:52,12,29.915315803
29621,1100,520,672,351,2007-09-24 14:03:24,306,32.2267973313
29713,1100,95,463,41,2007-09-26 01:31:31,20,29.8731280041
29834,1100,9,378,1,2007-05-15 12:34:15,1,27.8546487435
29856,1100,86,462,49,2007-12-04 00:02:44,34,31.2589834495
29899,1100,604,533,362,2008-05-26 18:15:03,46,28.9037724836
30088,1100,233,456,119,2008-03-29 03:20:55,44,29.3849413651
30155,1100,13,258,5,2009-02-12 18:30:09,1,28.7544574563
30316,1100,251,556,189,2007-06-14 12:53:19,80,30.3933794808
30719,1100,32,303,12,2008-10-26 14:31:37,2,29.6066534227
30729,1100,37,365,8,2008-05-07 03:37:33,17,31.5391252504
30753,1100,190,515,89,2009-01-18 05:16:58,82,30.8915922965
31070,1100,174,478,87,2007-09-03 14:42:04,12,30.0901977481
31096,1100,74,454,45,2008-08-14 16:06:23,42,29.75238234
31181,1100,717,547,420,2007-09-18 22:35:44,98,32.697019215
31286,1100,883,632,566,2007-12-08 01:04:43,199,31.9032120928
31322,1100,9,398,4,2008-11-23 22:02:24,7,30.1108681679
31411,1100,187,456,100,2007-11-25 01:36:17,9,31.936281
31652,1100,1015,740,712,2007-11-02 14:41:47,377,32.3578041294
31662,1100,612,605,421,2007-11-07 19:12:21,377,27.0859999561
31731,1100,50,481,18,2008-11-06 07:08:23,11,29.7578582963
31822,1100,14,374,11,2008-03-18 22:54:17,4,28.090465707
31879,1100,103,434,34,2007-11-08 14:53:52,15,31.1123286694
31956,1100,87,247,38,2009-03-07 19:17:48,12,30.6138588418
32020,1100,667,541,412,2007-10-19 15:44:32,637,29.019838276
32178,1100,571,566,363,2007-12-01 16:37:47,19,28.0028490313
32183,1100,73,440,33,2008-01-20 20:43:34,10,30.3366611782
32203,1100,851,709,643,2008-08-20 19:00:12,50,31.515447497
32212,1100,143,321,66,2007-10-28 16:53:09,16,29.6833389887
32214,1100,73,309,24,2007-08-24 17:31:41,6,31.0714966889
32373,1100,645,474,356,2008-01-04 03:44:48,85,29.6276411681
32497,1100,220,308,98,2007-08-27 21:11:19,6,29.4095156107
32571,1100,69,417,27,2008-09-22 18:18:48,5,30.0065627249
32682,1100,164,500,86,2007-10-10 16:10:50,13,31.7136603284
32694,1100,161,334,79,2008-03-05 04:46:06,144,29.1539903226
32710,1100,27,257,11,2008-11-01 14:56:22,2,28.3792040202
32738,1100,555,477,290,2008-02-05 02:30:07,471,29.3776950666
32833,1100,71,476,35,2007-12-28 10:28:23,7,28.5721339553
32870,1100,256,376,146,2007-06-19 16:39:41,22,29.8860563198
33026,1100,181,518,86,2007-11-20 11:18:25,5,29.6274541639
33409,1100,91,406,40,2007-09-15 14:51:45,27,32.5180901042
33485,1100,382,410,192,2008-08-05 19:42:18,159,30.543614255
33496,1100,28,682,16,2007-07-31 00:27:59,10,29.6530490073
33505,1100,222,404,114,2008-04-09 18:22:03,155,30.8594282665
33612,1100,262,482,128,2008-08-07 15:36:21,217,31.2503332344
33808,1100,111,367,46,2008-01-19 20:26:36,3,28.2906352027
34055,1100,150,456,74,2009-04-04 14:05:14,55,28.9625475473
34111,1100,745,587,463,2007-10-11 20:17:15,622,29.7078553054
34282,1100,275,445,113,2008-01-20 04:22:23,36,30.2847780522
34451,1100,151,395,47,2008-04-19 10:30:01,3,28.9842167866
34907,1100,11,299,2,2008-11-03 14:46:02,2,25.9284994906
35084,1100,249,351,141,2008-12-31 14:32:16,37,29.0604350727
35108,1100,286,296,117,2009-02-02 16:50:34,14,30.4425348118
35468,1100,152,333,45,2008-04-02 22:29:13,15,28.4098145811
35511,1100,359,390,186,2007-06-17 15:39:56,61,30.515208378
35550,1100,1,483,1,2008-08-04 16:37:29,1,29.4753129069
35551,1100,10,616,2,2009-05-22 20:59:28,1,28.0699863025
35623,1100,358,575,214,2008-07-08 08:34:05,38,30.4482204181
35626,1100,483,423,221,2008-07-31 12:46:21,13,31.1911107959
35662,1100,154,371,81,2008-02-25 20:19:44,90,28.5457260407
35738,1100,83,308,42,2008-01-22 21:05:39,4,28.5280628731
35780,1100,119,889,86,2008-04-07 14:03:15,68,35.6538479292
35808,1100,364,394,197,2007-05-17 16:22:03,58,29.8544839181
35907,1100,138,466,60,2008-01-22 23:32:32,35,27.8587964256
36100,1100,784,652,522,2009-01-07 23:17:30,121,32.1770848874
36403,1100,48,498,18,2008-12-24 19:34:02,11,30.1355901847
36468,1100,774,634,526,2007-10-14 15:22:09,123,31.8567491067
36555,1100,201,368,67,2008-11-21 01:44:47,165,29.9376766439
36777,1100,192,200,34,2008-05-09 01:07:46,12,29.5270008929
36864,1100,273,592,201,2008-01-16 21:25:54,223,29.5519914541
37034,1100,9,277,4,2007-06-17 03:07:45,5,29.7924040751
37070,1100,56,317,27,2008-07-28 13:20:07,25,29.458348964
37101,1100,67,434,37,2009-03-18 13:19:39,29,29.2474101106
37132,1100,70,608,45,2008-09-15 13:25:58,20,32.6786990603
37412,1100,226,359,102,2007-10-02 20:05:54,21,30.5084612177
37442,1100,70,336,37,2008-11-06 02:44:19,17,29.5540040885
37458,1100,105,500,49,2007-10-09 00:43:09,68,30.2444732425
37514,1100,894,547,504,2008-06-25 19:09:36,551,29.6209264734
37633,1100,26,624,14,2008-11-11 11:04:52,15,31.3582412302
37734,1100,657,683,502,2007-05-14 15:05:52,209,30.1401147299
37889,1100,54,349,15,2008-10-18 21:14:01,11,29.1016273028
38096,1100,340,305,117,2008-04-10 18:24:11,4,29.1741607864
38104,1100,160,398,63,2008-04-21 20:30:20,18,28.6033658319
38200,1100,4,541,2,2009-05-06 18:06:14,2,29.6804606284
38249,1100,1,423,0,2009-06-17 14:28:31,1,31.0177422241
38256,1100,196,233,52,2007-09-18 06:06:18,18,27.3523929991
38463,1100,302,408,185,2008-07-04 18:19:04,55,33.5628259798
38533,1100,723,568,453,2007-08-11 01:06:47,60,31.2752316243
38560,1100,121,472,67,2008-01-13 14:09:29,116,31.273592468
38744,1100,28,600,16,2009-01-03 02:40:55,11,32.6550703278
38789,1100,127,257,58,2009-05-18 03:51:06,57,31.6231211666
38968,1100,51,482,22,2008-03-24 12:37:33,31,31.3891589441
39030,1100,29,556,18,2008-08-15 02:24:58,7,32.7510181014
39039,1100,375,466,204,2007-11-04 16:36:42,38,29.5490170904
39050,1100,239,455,143,2008-07-08 00:39:29,13,29.4786289441
39092,1100,5,629,1,2007-08-19 08:02:57,1,32.2847913706
39153,1100,3,603,0,2008-12-27 22:51:06,1,29.6112360293
39446,1100,618,664,460,2007-07-25 05:28:40,225,29.3257986249
39472,1100,164,690,102,2008-02-21 15:41:13,115,31.9482208012
39485,1100,109,495,58,2009-07-03 21:57:49,34,32.6248960074
39552,1100,62,258,25,2007-10-08 17:26:50,6,28.4634255269
39610,1100,61,410,31,2009-01-18 22:52:59,7,30.5052779874
39622,1100,24,233,4,2007-10-20 16:36:00,1,29.5925404258
39665,1100,479,497,302,2007-04-20 20:40:53,141,30.9111113786
39939,1100,157,422,83,2008-06-12 03:19:14,40,30.1795767809
39968,1100,175,563,111,2009-03-08 20:58:28,143,31.5603731048
39972,1100,122,223,39,2009-06-02 03:16:53,5,27.3277832886
40007,1100,262,458,197,2008-03-24 11:59:25,215,31.4246785673
40042,1100,69,479,44,2007-12-17 19:37:26,3,31.2747235803
40267,1100,220,416,107,2008-03-29 16:40:58,81,31.9360875477
40328,1100,10,561,2,2007-11-26 14:59:09,1,32.6249008772
40329,1100,122,574,45,2009-05-31 20:08:09,32,27.3283433678
40385,1100,9,380,3,2007-12-26 23:18:17,3,31.7693679715
40539,1100,49,335,32,2007-12-08 01:13:31,42,30.5591870148
40694,1100,132,290,27,2009-01-10 19:42:39,4,27.3831571594
40721,1100,123,360,54,2008-04-02 17:02:37,73,28.9873716752
40753,1100,520,483,286,2008-04-04 11:33:00,63,30.0247659969
40754,1100,8,238,2,2007-09-13 13:44:38,4,29.6771583008
40910,1100,409,596,277,2007-07-19 09:52:51,261,32.1410079295
40923,1100,610,451,354,2007-09-11 11:57:23,47,29.8584095326
41187,1100,252,469,111,2009-05-30 09:11:07,6,29.3913509685
41209,1100,9,530,2,2007-09-16 12:09:00,3,31.1790769973
41309,1100,420,409,236,2007-12-30 21:18:00,252,34.6146662679
41365,1100,769,646,502,2008-07-05 23:31:58,125,34.0752237444
41389,1100,680,691,497,2007-12-20 00:52:30,125,33.7074825153
41415,1100,82,384,36,2008-07-16 14:52:42,62,28.2349439026
41443,1100,1,472,0,2008-10-07 13:31:31,1,30.0570821853
41489,1100,293,394,145,2008-08-11 19:09:47,208,32.1399377148
41605,1100,30,312,7,2008-05-07 03:47:39,2,31.184123983
41647,1100,101,499,38,2008-01-03 08:27:48,5,32.2454041473
41654,1100,427,361,193,2008-06-01 17:27:46,88,29.3545239786
41677,1100,39,342,16,2007-12-27 11:11:33,7,28.3914776681
41861,1100,10,672,5,2008-06-12 03:56:55,2,31.9996558633
41938,1100,49,416,21,2008-02-25 00:34:18,10,30.4771853356
