p,times1,team_times1,won1,team_won1,last,max_times12,mean
13475,1000,37,251,9,2007-05-20 12:05:25,2,28.6385644985
13562,1000,7,236,2,2008-07-14 20:28:30,3,32.1597183462
13679,1000,99,333,48,2008-01-01 18:14:51,70,30.1527889719
13801,1000,282,365,154,2008-11-16 12:14:11,148,32.0408667887
13868,1000,265,458,195,2007-11-13 00:18:20,235,31.9953648306
13956,1000,262,396,170,2007-09-13 01:51:51,36,30.8593294654
13975,1000,142,351,63,2008-12-09 05:00:13,16,30.6368926696
14165,1000,797,524,459,2008-06-19 11:27:25,356,30.3366939767
14173,1000,47,243,19,2008-08-01 11:38:33,5,30.1359272502
14184,1000,64,327,39,2007-12-23 14:45:45,49,29.460306482
14275,1000,292,362,140,2009-02-02 05:15:16,116,29.2134368816
14374,1000,540,523,369,2007-10-22 01:22:31,250,30.8388677531
14379,1000,478,475,260,2008-06-22 22:48:47,452,29.9818743244
14380,1000,347,375,181,2007-10-07 05:04:53,190,30.6402195558
14677,1000,16,346,4,2008-01-14 13:18:01,4,30.0217751604
14723,1000,84,294,41,2008-09-19 23:09:00,9,29.4683288061
14768,1000,2,345,0,2007-08-14 15:04:19,1,27.7820570018
14934,1000,780,695,616,2006-12-30 12:23:43,285,32.9949091463
14964,1000,690,593,474,2007-11-27 14:21:42,126,32.325386303
15295,1000,333,266,108,2007-08-14 17:17:57,12,28.4416922083
15357,1000,227,324,123,2008-04-20 21:04:16,18,29.6220678463
15387,1000,785,558,482,2008-08-29 23:06:54,84,31.4949964888
15420,1000,1,525,0,2007-12-02 06:06:42,1,31.3456902138
15492,1000,79,264,37,2008-01-18 05:54:52,59,28.9530280731
15522,1000,227,454,134,2007-11-30 19:33:43,125,32.9912537948
15554,1000,218,270,87,2007-09-24 07:21:57,4,28.2243793649
15602,1000,237,286,82,2007-10-26 19:40:39,26,30.6990268338
15631,1000,60,426,29,2008-04-01 02:23:23,53,30.5598727244
15777,1000,356,495,224,2008-02-19 21:32:44,352,30.3342842428
15819,1000,37,430,15,2007-08-14 16:00:52,4,31.9663132907
15865,1000,293,329,159,2007-06-18 05:11:02,20,28.0280100116
15959,1000,127,509,67,2009-03-30 20:36:36,36,30.3828337402
16045,1000,179,291,87,2008-03-13 15:42:59,8,30.6901782746
16176,1000,182,459,125,2009-03-23 23:34:48,48,30.897983713
16183,1000,303,301,154,2007-08-11 18:31:50,131,29.8767666951
16249,1000,97,450,62,2008-08-10 01:45:24,68,32.2588562065
16351,1000,82,521,44,2009-02-05 03:19:38,53,31.7680529668
16517,1000,486,432,276,2007-10-12 10:49:03,96,28.1899965422
16558,1000,241,292,66,2008-10-04 06:01:31,4,29.1749757836
16627,1000,55,382,29,2007-10-11 03:32:18,39,29.895070049
16644,1000,4,336,3,2007-12-01 04:41:03,1,29.2737544979
16692,1000,11,306,4,2008-04-05 08:54:08,6,31.3146158379
16720,1000,322,400,164,2008-12-19 21:13:28,106,32.153185699
16805,1000,135,377,76,2008-05-23 22:37:21,15,29.9967190748
16867,1000,53,429,15,2007-12-19 15:53:01,7,31.1323973696
17043,1000,175,313,73,2007-11-26 14:07:58,4,27.2335663259
17076,1000,258,381,163,2009-04-15 12:46:13,7,29.9571965289
17329,1000,32,274,13,2008-05-24 01:42:20,6,29.946056031
17339,1000,21,320,6,2009-03-31 21:15:34,2,29.5989734105
17368,1000,250,363,128,2009-05-19 05:04:28,64,29.5751033586
17463,1000,35,318,18,2007-08-17 01:50:23,11,29.6701152246
17479,1000,184,374,54,2008-08-19 15:17:29,111,32.2119999072
17479,1000,184,374,54,2008-08-19 15:17:29,111,33.1223270684
17999,1000,816,598,568,2007-04-21 22:39:12,106,29.4828680058
18064,1000,274,524,176,2008-07-01 21:14:32,12,30.7059659044
18203,1000,114,339,80,2007-12-31 21:11:07,58,31.1224466437
18334,1000,34,300,19,2007-07-29 11:35:26,6,27.1863707737
18429,1000,176,419,96,2007-09-22 17:34:42,41,30.6985201951
18458,1000,48,299,25,2008-11-14 16:44:33,22,29.9013635935
18582,1000,185,380,84,2009-02-15 09:34:19,122,27.769744594
18617,1000,767,621,574,2009-04-23 17:09:49,375,30.6180375107
18795,1000,210,521,123,2007-09-21 16:15:55,11,29.3185440694
18917,1000,107,283,47,2007-11-01 10:25:37,30,28.6319698017
18948,1000,107,190,34,2008-08-09 03:19:32,49,29.9649613322
18959,1000,98,284,48,2009-05-09 13:53:56,23,29.2582131703
19155,1000,485,532,378,2007-01-23 15:31:15,173,30.7695165663
19318,1000,599,506,365,2008-08-05 12:22:47,558,30.0762925481
19344,1000,41,436,24,2007-11-14 21:51:23,2,28.2579891601
19482,1000,278,322,143,2008-09-25 12:49:09,55,32.2556379044
19526,1000,151,166,61,2009-06-03 02:45:14,67,29.1992057171
19730,1000,340,407,203,2007-04-01 00:33:57,89,30.5266404915
19730,1000,340,407,203,2007-04-01 00:33:57,89,30.3729642985
19791,1000,52,156,20,2009-01-25 00:03:37,2,29.1389016604
19963,1000,64,338,38,2008-07-14 04:35:21,40,30.8994613028
19977,1000,89,340,45,2007-12-23 18:48:52,38,29.9302035412
19993,1000,469,521,308,2008-03-07 02:07:50,139,29.9650488476
20059,1000,41,178,16,2008-03-15 07:55:51,8,28.3063698965
20493,1000,925,760,736,2007-09-28 00:04:10,339,31.3491069063
20697,1000,115,210,46,2008-12-17 11:29:03,8,30.8159343302
20746,1000,7,505,2,2008-07-07 15:43:57,1,29.41219042
20796,1000,209,306,110,2008-02-01 13:14:51,48,29.2837926381
20928,1000,131,365,65,2008-04-23 20:22:26,54,29.7455113335
20963,1000,190,359,117,2008-04-22 06:00:02,21,28.0234205655
21076,1000,679,626,523,2007-04-14 01:23:12,250,32.0028885062
21384,1000,65,300,30,2008-05-03 19:53:46,7,31.6834893175
21430,1000,123,281,49,2007-12-27 23:16:17,17,30.4394952186
21468,1000,6,220,1,2008-05-15 07:17:16,1,30.5389242077
21798,1000,14,362,5,2009-06-21 08:51:17,4,31.4315557764
21915,1000,28,353,13,2007-05-19 10:49:50,9,29.4308692209
21985,1000,411,450,246,2007-10-25 21:35:37,50,30.5181598139
22015,1000,203,215,82,2008-08-04 02:03:40,5,29.5263613965
22219,1000,222,401,129,2008-04-26 16:42:31,84,31.3503671286
22296,1000,129,269,48,2007-04-01 00:33:57,42,28.9030953979
22296,1000,129,269,48,2007-04-01 00:33:57,42,28.7777014098
22523,1000,394,415,227,2008-07-22 14:30:16,243,32.3232296233
22571,1000,393,510,277,2007-06-04 00:21:23,45,30.7194566198
22728,1000,634,366,285,2009-02-10 21:02:26,17,31.5865478755
22869,1000,104,355,48,2007-07-21 16:01:19,50,30.8019139636
22903,1000,120,494,71,2007-10-22 17:33:31,15,31.5240154459
22937,1000,5,200,1,2008-01-24 11:01:28,1,28.7327085373
23040,1000,17,192,8,2008-11-21 21:40:26,1,29.4906694963
23084,1000,165,274,60,2009-03-30 14:50:32,47,28.9608979793
23116,1000,378,451,215,2007-07-28 04:03:59,79,32.2488997955
23255,1000,114,265,45,2008-03-25 14:09:27,5,31.3215429732
23385,1000,721,552,479,2007-10-20 16:06:07,454,33.1422288736
23544,1000,18,567,7,2007-11-10 16:05:07,7,32.8204173661
23779,1000,59,293,32,2007-07-20 00:35:22,53,29.581739836
23845,1000,185,426,74,2007-12-19 17:41:23,7,29.7526594495
23907,1000,851,540,505,2007-09-23 03:46:41,488,30.7803635949
24027,1000,141,338,60,2007-10-25 03:19:23,6,32.6919841638
24077,1000,22,334,9,2009-04-22 19:47:00,9,31.4941346458
24094,1000,21,536,9,2008-04-04 13:27:26,13,30.5200933891
24132,1000,36,329,17,2007-07-04 20:56:43,12,30.0052013139
24194,1000,1,247,0,2008-02-28 18:13:04,1,27.8059987183
24242,1000,1,519,0,2008-12-04 20:12:41,1,30.7642826542
24299,1000,750,728,633,2008-10-13 23:26:43,258,35.9058648523
24381,1000,508,488,339,2007-12-30 13:47:41,143,33.33499506
24389,1000,99,383,44,2008-06-05 22:30:02,6,26.5604974534
24402,1000,909,562,546,2008-11-01 12:39:20,191,29.885289506
24433,1000,543,482,356,2007-07-23 23:17:14,162,31.9760746458
24486,1000,6,475,0,2009-05-28 18:23:55,1,30.039504872
24541,1000,865,688,625,2007-11-05 13:12:08,271,33.6657331579
24840,1000,15,430,10,2007-07-17 19:15:10,8,29.476975537
25140,1000,31,324,14,2008-01-09 18:34:20,3,30.9340618229
25205,1000,75,419,35,2007-12-10 20:39:38,33,32.5164108023
25476,1000,142,239,57,2008-04-03 19:55:00,114,30.6515193201
25676,1000,647,590,458,2007-06-14 09:29:58,160,34.1072529347
25682,1000,64,406,23,2008-07-08 09:30:18,4,30.2457730232
25697,1000,67,254,24,2008-01-28 19:08:23,9,30.9176861661
25756,1000,78,470,34,2008-01-03 15:43:53,53,28.1403815428
25829,1000,11,284,5,2008-03-14 14:25:10,1,30.9459636769
25858,1000,321,460,189,2008-08-01 08:39:06,34,31.9116197346
25882,1000,277,565,157,2008-07-18 17:30:07,218,33.8448917087
25901,1000,487,526,290,2007-12-11 11:13:52,285,30.7785441527
25902,1000,158,393,104,2008-04-14 18:07:10,66,32.1189792857
26130,1000,469,469,343,2007-09-26 15:21:04,101,30.4121547712
26219,1000,258,168,66,2008-07-30 12:03:06,4,30.6728084761
26259,1000,1,518,0,2008-06-22 02:37:35,1,31.3233528168
26434,1000,88,326,31,2009-06-03 19:05:50,3,31.1837456103
26473,1000,41,387,21,2007-10-26 11:41:06,2,30.7300878172
26481,1000,198,347,116,2008-03-08 23:07:10,71,30.0085251142
26597,1000,143,414,89,2008-05-07 11:38:28,7,30.6365241468
26637,1000,644,478,403,2007-05-23 23:21:05,48,30.1420032316
26802,1000,12,270,5,2008-09-20 09:49:34,3,31.290703879
26891,1000,15,522,8,2008-03-30 09:45:22,2,29.7478929151
27644,1000,335,410,171,2008-10-02 22:35:13,206,30.9436924154
27648,1000,850,678,629,2008-03-05 22:11:48,148,32.2463273092
27848,1000,29,405,11,2007-12-09 17:09:05,12,30.7080111552
28032,1000,148,287,23,2009-05-12 09:53:51,3,28.0679095464
28101,1000,48,252,24,2009-06-25 21:09:52,11,28.8775411298
28130,1000,66,224,23,2007-07-21 21:15:35,11,28.3676583126
28147,1000,75,412,27,2007-11-11 20:43:04,20,30.7133454915
28153,1000,4,300,0,2007-12-09 12:58:33,1,30.0025947787
28298,1000,175,525,140,2008-01-23 12:40:54,152,31.3479685517
28508,1000,5,220,1,2008-09-01 19:17:17,1,29.4733647882
28652,1000,73,603,41,2009-03-29 13:57:23,30,35.1770748559
28666,1000,3,309,2,2008-06-25 10:49:41,1,29.464688174
28675,1000,276,382,123,2007-09-04 02:50:04,67,29.7941910309
28697,1000,581,569,395,2007-07-30 17:47:55,291,35.4805723999
28848,1000,266,346,146,2007-08-05 16:48:48,17,29.3546123589
28985,1000,131,404,59,2008-11-15 10:39:19,29,29.3021363633
29046,1000,93,435,26,2009-06-26 13:27:16,2,29.2828750299
29217,1000,490,598,381,2007-03-11 19:02:10,106,29.6465192546
29465,1000,261,469,140,2009-03-13 00:04:11,157,34.4200901674
29494,1000,77,347,26,2007-10-28 02:12:40,12,29.0829495703
29621,1000,480,601,318,2007-09-09 00:27:34,301,31.9850714718
29713,1000,94,411,40,2007-09-13 00:32:20,19,30.8326346688
29834,1000,8,337,0,2007-04-27 18:41:54,1,28.5586690043
29856,1000,86,429,49,2007-10-23 01:57:59,34,29.2622982368
29899,1000,570,496,348,2008-03-11 02:38:10,44,30.5789016152
30088,1000,224,425,115,2008-03-13 11:30:27,44,30.3636462042
30155,1000,12,242,5,2008-09-08 10:44:07,1,28.3411942845
30316,1000,205,491,150,2007-05-31 10:16:05,75,31.3396686975
30571,1000,742,626,539,2009-04-24 16:46:06,121,31.4110110337
30719,1000,29,280,12,2008-08-31 15:45:08,2,29.8651636868
30729,1000,35,322,8,2008-04-04 23:49:02,15,31.1183070938
30753,1000,173,467,81,2008-12-16 03:12:01,81,30.520543667
31070,1000,170,426,85,2007-08-14 08:17:42,12,27.014776671
31096,1000,73,413,45,2008-08-01 17:12:38,42,32.1139600845
31181,1000,635,483,367,2007-08-04 02:39:15,98,30.7870579755
31286,1000,809,575,515,2007-11-11 13:22:31,196,32.1269998932
31322,1000,9,348,4,2008-10-10 10:29:24,7,29.436313043
31411,1000,184,409,100,2007-11-20 21:48:18,9,30.7633165763
31652,1000,916,668,641,2007-08-26 01:53:04,365,31.3383188183
31662,1000,589,568,408,2007-09-17 16:51:46,377,28.9084333552
31731,1000,47,451,17,2008-06-26 14:13:37,11,30.8272347872
31822,1000,14,317,11,2008-02-18 21:12:31,4,31.1561922345
31879,1000,101,389,34,2007-10-15 20:51:24,14,31.130451922
31956,1000,59,221,27,2009-01-26 13:34:27,6,31.5376229927
32020,1000,593,494,373,2007-09-16 17:39:30,563,30.7244932027
32178,1000,571,524,363,2007-11-26 11:24:46,19,29.0416761681
32183,1000,72,403,33,2008-01-15 21:51:02,10,30.7131470778
32203,1000,759,634,571,2008-08-01 06:39:37,45,31.2605211327
32212,1000,125,294,58,2007-09-05 01:20:47,16,29.0806060912
32214,1000,67,283,22,2007-08-08 23:10:00,3,30.1343689846
32373,1000,613,439,339,2007-11-17 08:21:53,82,29.6066092562
32497,1000,212,281,95,2007-08-07 14:11:31,6,30.3072874201
32571,1000,65,386,26,2008-09-09 03:55:04,5,30.4747504613
32682,1000,147,443,76,2007-09-17 15:19:39,13,30.9647623219
32694,1000,136,306,68,2008-01-21 13:55:13,125,28.3191178264
32710,1000,25,230,10,2008-10-14 19:15:31,2,28.7981552885
32738,1000,527,438,273,2007-12-31 22:48:58,446,29.2817577425
32833,1000,70,452,35,2007-12-12 20:02:11,7,30.6430661965
32870,1000,246,334,140,2007-06-05 17:39:22,21,30.2042086552
33026,1000,172,468,80,2007-11-03 13:37:12,5,29.3359689449
33238,1000,126,233,50,2008-06-08 21:39:58,59,29.6706052749
33321,1000,3,436,3,2008-11-11 02:56:10,2,29.5234844674
33409,1000,91,360,40,2007-08-13 01:02:34,27,29.077507961
33485,1000,317,379,170,2008-06-23 12:41:51,106,30.7291410084
33496,1000,28,626,16,2007-07-25 10:26:03,10,30.9281252998
33505,1000,204,363,104,2008-03-02 01:08:37,144,29.6785118411
33612,1000,253,431,125,2008-07-11 03:53:15,210,30.4804160569
33808,1000,110,334,46,2008-01-01 12:26:48,3,28.6195980893
34055,1000,139,418,72,2008-08-22 09:37:27,55,29.2669085498
34111,1000,708,541,443,2007-09-25 20:03:39,587,29.0190360741
34282,1000,275,392,113,2007-12-19 05:16:04,36,28.0880765428
34451,1000,148,353,46,2008-02-26 10:43:31,3,29.0186899479
34853,1000,17,304,9,2008-10-13 03:15:33,13,28.5428793525
34907,1000,7,271,2,2008-10-06 12:32:56,2,29.5487916297
35084,1000,213,318,119,2008-12-10 03:51:31,32,29.1676001618
35108,1000,270,268,105,2008-11-09 07:31:03,14,30.3159074458
35211,1000,18,512,8,2009-01-31 16:23:57,1,28.5959445732
35468,1000,143,298,42,2008-03-29 19:39:36,15,28.593510829
35511,1000,316,342,163,2007-06-04 22:31:11,40,30.4216135358
35550,1000,1,438,1,2008-06-30 16:48:27,1,30.8220987676
35551,1000,10,560,2,2009-01-08 17:19:46,1,33.9689557326
35623,1000,348,521,209,2008-06-25 08:51:48,38,29.6157110663
35626,1000,390,381,179,2008-07-17 08:17:31,11,32.0244094051
35662,1000,152,340,81,2008-02-17 18:06:07,90,27.578517592
35738,1000,80,288,40,2008-01-20 02:12:45,4,28.0565851881
35780,1000,119,796,86,2008-03-15 09:50:37,68,35.3592058493
35808,1000,328,359,176,2007-05-03 18:23:53,50,28.9796014563
35907,1000,137,427,60,2007-11-19 21:00:49,34,27.7667346508
36100,1000,730,596,491,2008-11-26 10:46:27,102,31.7967637132
36403,1000,46,441,16,2008-10-19 23:25:55,11,28.8441044142
36468,1000,687,562,456,2007-09-15 20:39:12,123,31.4248994076
36555,1000,197,325,66,2008-10-05 23:48:11,163,31.6353277453
36777,1000,189,173,33,2008-05-07 21:54:42,12,29.5247293501
36864,1000,263,559,196,2007-12-07 21:36:03,218,31.2228934135
37034,1000,9,240,4,2007-06-10 22:49:37,5,29.27816102
37070,1000,41,288,19,2008-07-19 00:59:36,15,29.6705851597
37101,1000,60,401,31,2009-01-27 05:18:11,27,29.8908653697
37132,1000,69,555,45,2008-06-16 13:44:43,20,27.9047412251
37412,1000,220,322,97,2007-09-09 22:52:50,21,27.5859070178
37442,1000,70,318,37,2008-09-29 16:10:33,17,30.4198601786
37458,1000,100,456,47,2007-10-02 18:37:39,68,29.7710104071
37514,1000,795,483,441,2008-05-17 07:53:11,454,28.3527184636
37633,1000,26,567,14,2008-09-26 09:53:42,15,31.6219091936
37734,1000,557,606,425,2007-04-20 20:47:55,171,28.1559458059
37759,1000,556,525,397,2009-04-13 20:52:07,38,31.6695744447
37889,1000,41,323,11,2008-10-03 20:31:57,5,29.4688738072
38096,1000,339,290,117,2008-04-04 15:22:29,4,32.057760868
38104,1000,144,377,57,2008-04-14 23:02:48,18,29.9551992747
38200,1000,4,490,2,2009-04-03 14:54:51,2,29.4886148723
38249,1000,1,373,0,2009-04-22 00:00:46,1,30.7484323296
38256,1000,195,220,52,2007-07-29 04:20:53,18,29.4375987671
38463,1000,266,361,160,2008-01-21 01:36:54,41,33.4083051793
38533,1000,649,507,399,2007-07-28 13:14:03,58,30.920772985
38560,1000,121,426,67,2007-12-24 12:40:17,116,31.1380395602
