p,times1,team_times1,won1,team_won1,last,max_times12,mean
206602,900,43,261,17,2008-12-10 02:04:51,17,27.5235817247
206673,900,170,311,52,2009-04-08 01:18:02,18,28.9290720743
206708,900,59,352,19,2008-09-13 22:34:30,2,29.1274371024
206788,900,21,270,7,2009-03-25 22:13:08,1,27.9429300154
206846,900,46,153,10,2009-02-03 21:16:44,2,29.3656330837
206996,900,65,290,37,2008-11-11 06:50:08,60,31.0315156096
207000,900,18,170,3,2008-11-05 18:01:32,2,27.6857843347
207024,900,1,440,0,2008-09-05 20:12:52,1,28.3666474103
207108,900,92,136,33,2009-01-07 10:44:02,15,29.0396586375
207198,900,10,180,2,2008-07-14 00:36:12,3,29.3849910717
207304,900,188,221,38,2009-03-25 08:06:07,7,29.2975832705
207414,900,50,156,12,2008-08-06 15:41:44,9,30.2303109822
207442,900,43,421,21,2008-10-08 14:12:36,28,30.6130484578
207508,900,2,444,2,2009-04-17 18:37:15,1,32.2718692903
207552,900,59,287,17,2009-01-05 20:04:01,5,26.4702181757
207563,900,57,145,17,2008-11-24 14:08:23,3,28.2243792128
207876,900,123,282,65,2009-01-08 02:25:13,17,31.8580322304
208153,900,5,559,4,2008-09-01 14:24:24,2,32.1974448496
208225,900,55,364,18,2008-08-11 19:08:42,33,28.493072408
208230,900,596,321,269,2009-03-25 12:13:28,188,29.3689275863
208935,900,113,374,41,2008-10-21 01:04:57,4,29.6025029476
209114,900,330,456,187,2009-06-10 18:53:05,221,30.3269025152
209117,900,5,423,2,2008-09-30 19:49:35,1,29.6484586419
209220,900,1,204,0,2009-03-26 11:37:08,1,29.7109388786
209358,900,5,104,3,2008-06-26 00:24:54,4,28.2361699791
209642,900,1,433,1,2009-02-08 16:57:56,1,31.8256265762
209693,900,81,344,34,2008-08-15 16:39:55,4,30.6696181277
209704,900,105,267,44,2008-11-27 05:13:39,10,29.5066774662
209731,900,59,340,26,2009-04-06 03:19:29,4,30.0319560653
210059,900,68,373,42,2008-12-17 18:27:00,31,32.0777833511
210544,900,100,406,53,2009-05-11 22:19:18,9,29.6410086226
210634,900,8,371,0,2008-10-13 06:10:27,1,29.5596691933
210674,900,8,108,1,2009-02-07 17:46:47,1,27.9543260177
210762,900,268,411,162,2009-01-13 01:11:41,24,30.2896941331
210904,900,41,132,12,2008-09-30 01:53:00,2,26.7152785793
210937,900,98,615,68,2009-05-07 19:17:29,12,33.8240136647
211163,900,54,372,27,2008-07-16 11:58:18,3,29.6033573004
211609,900,60,439,27,2008-10-15 06:16:22,17,32.6960283543
211919,900,17,171,3,2009-07-09 23:09:58,1,21.5285566221
212131,900,242,262,80,2009-03-14 12:23:16,8,29.835157004
212242,900,90,453,77,2009-05-02 00:48:13,20,30.1643768449
212682,900,60,372,31,2008-09-10 21:37:39,4,30.3883227767
212738,900,97,375,68,2008-09-14 00:54:04,14,31.225224617
212779,900,115,477,67,2009-02-02 02:18:56,96,31.9796461665
213173,900,18,173,3,2008-12-26 18:05:30,2,29.0199149756
213252,900,45,373,13,2009-04-18 03:13:52,2,29.3198016772
213633,900,142,179,35,2009-01-23 10:08:10,8,28.1523146666
213657,900,22,265,3,2008-07-27 05:22:39,2,30.0187202416
213665,900,249,413,132,2009-05-09 16:09:58,99,30.9131447424
213673,900,4,266,0,2009-01-11 03:53:26,1,30.0114410869
213909,900,75,357,26,2008-06-24 17:07:36,9,29.8857048311
213981,900,43,320,26,2009-02-01 07:17:19,7,29.6534443541
214207,900,268,489,182,2009-02-11 22:40:43,85,30.7088342103
214221,900,184,281,103,2009-02-23 03:10:25,66,30.879404155
214328,900,337,157,85,2008-11-26 03:07:43,15,29.7531381073
214467,900,41,355,17,2009-07-08 08:51:58,16,31.1560933076
214554,900,2,322,0,2009-03-27 15:56:01,1,25.1994782503
214767,900,15,424,3,2008-09-10 05:00:52,4,30.8675419625
215119,900,112,270,52,2008-08-21 21:56:52,37,30.8683462368
215614,900,68,306,35,2008-08-28 18:26:28,6,29.0987427101
215826,900,4,258,1,2009-05-19 16:21:30,1,29.2035771387
216012,900,259,284,102,2008-08-19 12:41:15,7,29.8123789513
216085,900,17,365,3,2008-08-19 22:15:50,1,30.7227199355
216308,900,14,270,2,2008-10-08 03:24:56,2,29.3931976188
216465,900,4,324,0,2009-04-09 00:58:33,2,29.9696613398
216609,900,5,262,2,2008-09-04 00:51:26,1,30.7232852073
216643,900,9,370,4,2008-11-26 07:35:11,1,29.1043473559
216644,900,72,236,11,2008-11-14 18:41:54,3,28.4451811641
216660,900,72,295,25,2009-04-03 19:11:28,17,30.0246662534
216821,900,51,230,35,2009-04-13 22:40:01,15,31.0462502236
216960,900,15,324,6,2009-05-28 05:24:47,2,29.7830884098
217041,900,3,402,0,2009-01-29 07:53:13,1,30.1366131014
217221,900,1,129,0,2009-06-02 01:54:54,1,28.3216493784
217325,900,104,391,51,2009-03-06 23:29:10,4,30.2245618097
217442,900,1,356,0,2009-04-27 17:08:39,1,29.1870149788
217526,900,169,281,57,2008-11-05 16:31:46,3,31.057058434
217774,900,195,225,49,2009-05-25 18:02:28,8,29.1842119934
217865,900,67,489,30,2008-09-11 23:32:03,6,31.5518818534
217907,900,281,367,132,2008-12-02 20:43:13,28,30.2440179055
218259,900,18,304,5,2009-05-26 13:32:55,2,28.1908271382
218341,900,30,394,10,2008-07-23 19:41:21,4,29.92420329
218387,900,2,221,0,2008-11-18 21:36:55,2,28.8807212409
218451,900,15,350,8,2009-04-13 23:23:08,1,28.7516466975
218718,900,196,430,133,2009-02-23 13:34:05,13,29.5157637798
218894,900,219,336,42,2009-04-13 03:06:10,14,29.0927805265
218944,900,26,201,11,2008-09-13 15:04:23,4,31.323509208
219035,900,160,347,49,2009-04-27 19:12:02,30,28.3881533491
219154,900,10,555,3,2009-02-08 22:30:52,5,31.082789254
219425,900,14,432,6,2008-10-17 16:21:27,2,32.6171871443
219475,900,152,295,53,2009-02-06 14:21:09,10,28.977775192
219488,900,65,253,29,2009-06-28 13:05:48,9,28.246708272
219587,900,13,314,0,2009-02-19 03:01:53,3,25.910311748
219736,900,9,285,2,2008-11-11 01:40:19,1,30.3738187549
220334,900,1,434,0,2009-06-16 14:07:59,1,29.8660085696
220510,900,312,267,113,2008-10-31 13:20:05,14,30.0687246713
220560,900,9,278,1,2009-05-25 21:39:11,2,28.2257107943
220642,900,392,243,137,2009-03-10 17:16:28,223,27.5634429737
220643,900,16,534,6,2009-01-24 23:58:56,5,32.410497333
220749,900,66,348,40,2008-12-13 22:41:19,65,29.7601233935
221105,900,1,372,0,2009-06-26 17:58:48,1,29.5703710539
221186,900,147,338,74,2009-03-23 16:40:57,62,30.4802233443
221247,900,133,263,33,2008-12-06 19:31:59,10,29.1412846209
221348,900,131,343,53,2008-09-26 16:22:36,4,30.6491831662
221392,900,21,249,7,2009-04-03 04:25:53,12,29.0165445298
221432,900,4,263,2,2008-08-12 21:54:03,2,30.289464877
221446,900,53,193,15,2008-10-03 19:58:06,4,30.4368915211
221877,900,9,458,2,2009-04-07 19:31:18,1,30.8335369073
221944,900,2,257,0,2008-12-12 16:13:20,1,29.440789951
222016,900,81,346,46,2008-07-14 17:55:06,26,28.7023737042
222025,900,20,245,7,2008-07-26 14:24:32,4,28.5995997941
222235,900,31,224,6,2008-09-26 15:14:53,2,29.4009430933
222263,900,21,473,8,2008-09-26 15:47:36,2,30.3648091899
222267,900,177,315,61,2009-02-08 04:26:06,18,30.105489617
222779,900,92,217,21,2008-12-30 08:18:14,3,27.5264245251
222825,900,41,466,24,2009-01-21 22:19:41,6,30.8166916172
222943,900,86,418,38,2008-09-09 04:30:21,2,30.4501985637
223023,900,232,349,154,2008-12-21 18:45:20,27,30.2884355795
223309,900,274,443,144,2009-05-07 19:45:02,270,31.4559049026
223528,900,2,394,0,2009-04-11 06:07:03,1,29.0600522705
223542,900,238,263,119,2009-05-29 15:22:03,12,31.0684827557
223613,900,299,465,222,2009-04-10 04:34:18,31,31.3040041998
223833,900,2,400,0,2008-11-16 20:26:17,1,30.2133049544
223834,900,52,163,16,2008-10-27 22:20:26,4,28.6476273721
223947,900,98,92,15,2008-12-31 19:19:16,7,27.087065709
224022,900,12,123,5,2008-11-08 13:29:16,11,29.9777998341
224076,900,2,89,0,2009-07-06 02:37:44,1,28.6056608087
224082,900,10,243,4,2008-08-22 22:24:57,1,29.9320165252
224247,900,328,492,190,2008-09-18 10:51:20,66,30.6841157361
224278,900,88,427,39,2009-01-13 20:17:37,2,30.8292645891
224601,900,25,417,14,2009-05-13 17:22:21,21,29.3682586435
224615,900,96,430,45,2009-04-28 17:40:30,35,30.5695859058
224698,900,4,475,1,2008-10-08 14:38:32,1,30.5641589541
224778,900,47,333,22,2008-12-16 23:45:24,6,27.7096111598
224852,900,254,184,54,2009-03-28 16:21:48,8,28.8372939971
225290,900,37,339,13,2008-08-18 16:11:08,4,29.8771594507
225298,900,36,347,10,2008-09-11 13:08:07,2,30.3054998429
225309,900,124,411,83,2009-05-05 04:08:43,16,30.1088305254
225429,900,21,310,3,2009-02-02 04:45:07,1,30.9313757677
225574,900,9,178,3,2009-05-01 23:55:32,2,30.0470489909
225610,900,692,604,539,2009-05-22 17:09:15,61,32.2335112566
225762,900,62,212,34,2008-11-25 10:21:21,35,28.8739920596
225959,900,26,152,8,2008-08-28 21:01:58,4,29.2205058338
226012,900,44,355,24,2008-12-23 20:25:02,12,30.3387286805
226116,900,102,289,38,2008-12-23 18:20:08,24,28.9281849958
226377,900,677,528,436,2009-03-09 13:17:42,99,30.7963870437
226723,900,103,153,36,2008-12-25 14:41:29,8,29.9750103534
226979,900,34,147,10,2009-07-05 06:58:31,22,30.1838698909
227257,900,8,312,3,2008-09-16 01:11:27,2,31.5762534508
227261,900,6,132,3,2008-11-02 01:29:23,2,28.6979437669
227312,900,122,287,53,2009-01-14 02:43:37,3,30.6009853384
227565,900,224,376,114,2009-07-08 05:55:55,87,31.5456896237
227638,900,110,492,57,2009-04-23 02:38:30,45,26.9601935954
227642,900,3,193,0,2009-01-10 20:37:32,1,30.1293073584
227666,900,6,133,3,2009-04-23 03:52:01,1,27.1324087669
228062,900,14,292,6,2008-11-28 02:47:50,2,28.5500331428
228340,900,3,113,2,2008-08-15 14:23:45,1,29.0354355885
228444,900,86,206,40,2008-12-08 19:16:28,21,29.0862452847
228561,900,31,200,7,2008-09-16 17:06:33,2,29.8184400104
228722,900,111,634,81,2009-05-13 20:43:59,21,31.5736550061
229424,900,35,334,4,2008-10-07 20:25:06,4,28.4559264803
229483,900,3,543,3,2009-06-11 16:01:24,2,32.4868008198
229670,900,21,129,4,2009-01-30 17:02:12,2,29.5810840194
229890,900,23,259,10,2008-12-11 21:59:06,16,29.6555269563
230075,900,27,530,14,2008-10-03 22:38:40,2,31.6310841407
230311,900,20,120,0,2008-12-03 14:37:34,3,28.2027644556
230521,900,1,150,0,2009-05-03 18:05:05,1,30.3245727409
230577,900,94,386,52,2008-11-24 15:03:56,24,31.8923511068
230617,900,7,355,2,2008-09-22 01:21:49,1,30.0049358708
230643,900,41,170,7,2009-03-16 08:24:25,3,28.1451145209
230822,900,36,354,8,2009-02-15 02:55:08,3,28.7256247077
231181,900,28,500,13,2009-06-17 11:29:59,1,29.3441080022
231383,900,37,235,14,2009-05-24 17:27:45,24,29.1602752446
231632,900,212,210,39,2009-02-22 02:31:49,6,27.5990821426
232215,900,20,421,5,2008-09-13 21:14:43,2,28.5882671586
232425,900,13,351,10,2008-11-23 13:18:16,5,29.9982375065
232850,900,6,422,5,2009-07-01 16:46:22,3,28.7238146149
233354,900,75,79,15,2009-03-17 16:05:59,59,26.4845642515
233633,900,4,344,1,2009-01-14 14:18:04,1,27.3368112579
234002,900,9,257,3,2008-08-27 19:25:04,1,28.7074802939
234179,900,361,418,201,2009-07-07 15:59:02,157,31.1645758482
234308,900,33,420,6,2009-06-06 20:04:44,3,29.7333136485
234438,900,129,439,61,2008-12-29 17:59:29,107,32.2020322148
234693,900,14,230,4,2009-03-03 22:47:20,3,29.4040055105
235000,900,73,242,12,2008-08-03 13:43:52,33,29.0843786504
235037,900,20,412,5,2009-03-17 17:12:22,5,28.2066158151
235105,900,5,245,4,2008-08-25 17:20:52,2,29.5606920797
235201,900,3,171,1,2008-10-17 04:31:18,1,30.3747427036
235257,900,28,534,15,2009-03-29 14:24:52,3,31.6776349689
235267,900,117,257,42,2009-01-31 15:30:22,29,28.9112883114
235296,900,118,480,64,2009-06-12 20:53:49,50,32.1602196334
235394,900,71,174,15,2008-11-27 14:00:51,2,30.1266095948
235458,900,33,282,11,2009-01-06 08:43:23,4,29.7303957937
235570,900,11,206,5,2008-09-30 18:44:35,1,32.3042043404
235965,900,40,348,8,2009-01-03 00:41:19,2,31.139503003
236054,900,6,143,2,2009-06-25 21:09:12,1,28.7441380763
236089,900,2,361,0,2009-01-28 22:14:57,1,29.2271769894
236221,900,23,315,5,2008-12-21 01:51:44,2,28.5846915003
236289,900,42,227,13,2009-07-11 08:01:51,7,30.5510056341
236592,900,310,429,180,2009-04-13 06:36:31,41,30.1285610868
237770,900,1,377,1,2009-02-22 23:26:45,1,28.8861298366
237837,900,195,232,92,2009-02-05 04:35:03,77,30.0295236472
238176,900,2,300,1,2008-12-16 17:27:18,1,28.4100669714
238182,900,5,361,3,2008-11-17 07:38:04,1,29.6518761356
238215,900,498,273,220,2009-03-11 03:16:25,79,29.2725270012
238607,900,21,185,12,2008-09-07 00:51:40,1,29.3213071117
239139,900,126,243,25,2009-02-06 18:52:17,3,28.1675777308
239817,900,6,337,2,2008-09-01 23:31:10,1,29.7253116543
240073,900,25,236,10,2008-09-29 00:15:07,2,30.2876134786
240148,900,175,309,62,2009-05-06 22:29:38,87,30.1988224855
240188,900,1,177,0,2008-09-26 17:17:52,1,30.0612462453
240234,900,110,380,47,2009-03-27 00:10:51,11,31.4111725427
240315,900,130,267,76,2009-02-14 00:26:36,29,31.745367702
240647,900,10,259,1,2009-03-09 00:04:45,2,30.2645298177
240703,900,121,413,64,2008-12-02 18:10:09,32,32.3021837019
240709,900,2,385,1,2008-12-01 04:17:48,1,29.1680189484
240800,900,76,213,16,2009-05-27 14:12:50,2,30.305593374
240938,900,11,420,2,2009-05-29 22:43:07,2,29.1689398909
241114,900,2,322,0,2008-10-03 19:32:16,1,28.5684888913
241153,900,4,469,0,2009-04-26 05:09:34,1,30.1971271748
241190,900,156,323,67,2008-12-18 01:07:21,23,31.7924423058
241210,900,4,383,2,2009-02-10 00:49:51,3,30.0602653635
241455,900,137,341,55,2009-05-30 03:51:50,18,30.1648035405
241544,900,2,390,1,2008-09-23 21:15:19,1,29.3144383418
241734,900,150,299,54,2009-02-10 18:17:15,7,31.2964199583
241871,900,37,252,7,2009-01-17 18:19:01,2,28.7297240089
242390,900,11,259,3,2009-06-08 14:11:29,2,24.3263254003
242537,900,42,217,12,2009-02-23 22:59:24,3,30.3769188611
242705,900,267,490,160,2009-06-07 20:25:14,27,30.7538153506
242837,900,34,335,14,2009-02-06 17:55:08,4,29.9176115103
242866,900,16,435,2,2009-02-14 09:40:21,2,29.3414795838
242960,900,221,246,115,2008-12-24 13:44:39,35,29.4873709798
243152,900,32,199,10,2009-04-04 21:50:16,16,29.0249288784
243163,900,30,204,12,2008-12-25 15:20:06,28,28.9928020183
243287,900,181,446,101,2009-01-28 19:04:53,32,30.9386859694
243334,900,11,308,2,2009-04-18 22:36:49,2,28.5636835184
243394,900,11,262,1,2009-02-06 13:13:58,1,28.8485991647
243447,900,125,227,48,2008-12-28 12:29:20,21,27.3969909731
243465,900,41,415,10,2009-05-31 19:10:21,11,30.5126587827
243599,900,42,340,13,2009-02-01 03:23:29,2,30.0235854894
243751,900,8,404,3,2008-12-23 10:36:59,1,29.4652718635
244262,900,5,351,2,2008-12-06 02:16:41,1,30.5524689945
244273,900,5,450,0,2009-06-03 14:31:38,2,30.5705068452
244306,900,48,243,27,2009-01-08 02:25:28,12,30.8887491433
244383,900,81,137,21,2009-01-13 16:43:36,3,28.7686928665
244567,900,10,275,1,2008-11-20 05:19:07,3,29.6182289756
244631,900,16,422,1,2008-12-12 10:56:24,1,32.5023647318
244638,900,73,260,30,2008-12-30 11:55:15,11,28.5378656041
244718,900,72,249,20,2009-03-06 00:59:02,5,29.6743405996
244932,900,1,88,0,2009-02-01 20:05:32,1,29.0079922575
245158,900,298,450,198,2009-01-26 06:18:49,64,30.2480616058
245212,900,12,468,5,2009-03-24 22:02:19,2,29.811319729
245317,900,42,362,18,2009-04-05 23:59:25,2,30.397537518
245426,900,90,277,25,2009-07-06 20:16:37,9,27.9232488777
245481,900,5,362,1,2009-05-17 13:47:23,1,29.9605638285
245806,900,211,343,103,2009-06-02 20:16:53,198,29.964460038
245911,900,84,370,41,2008-11-30 06:11:29,28,28.5900969446
245962,900,23,221,2,2009-01-07 23:50:32,2,29.4269866273
246461,900,7,354,1,2009-01-23 22:02:41,2,28.6513437075
246570,900,25,301,6,2009-01-14 03:05:39,8,31.350697743
247383,900,5,439,0,2009-03-09 02:01:10,1,34.1262587552
247430,900,63,466,37,2009-06-15 12:35:43,13,31.8116392056
247547,900,113,375,50,2009-06-11 22:20:28,38,29.8483370853
248028,900,34,266,10,2008-12-31 21:43:01,2,29.5453252181
248189,900,78,215,23,2009-02-13 13:56:09,29,29.1227991617
248609,900,354,106,60,2008-12-05 17:03:13,12,28.3867198569
248827,900,171,539,101,2009-01-05 06:22:57,33,31.1180333348
248872,900,416,366,283,2009-05-08 18:58:46,52,30.0410826382
248913,900,10,312,1,2009-06-18 01:25:52,2,28.4750528431
249360,900,23,299,5,2008-11-25 21:07:12,3,29.376940894
249484,900,34,317,11,2009-06-24 11:06:34,14,30.1908099751
249623,900,1,255,0,2008-12-20 20:06:48,1,29.8853108961
249977,900,7,414,3,2009-03-06 16:55:57,1,29.9592597414
250228,900,49,443,27,2009-02-10 20:57:02,13,29.5081766325
250273,900,30,247,7,2009-01-21 03:11:52,2,28.1908631391
250415,900,8,266,3,2009-01-18 21:19:38,2,30.4046874433
250834,900,12,187,2,2008-09-25 21:38:22,2,29.4472304966
250897,900,228,188,67,2009-03-01 19:14:56,4,28.906401359
250990,900,1,344,1,2009-05-11 18:30:23,1,31.0904288044
251070,900,1,504,1,2009-03-21 19:32:36,1,30.7145495365
251090,900,26,355,13,2009-02-16 22:16:04,14,31.8806513033
251205,900,502,109,86,2009-03-17 00:33:15,11,27.3340729954
251270,900,454,495,291,2009-05-11 02:50:26,76,30.3542300948
251564,900,52,408,17,2008-12-30 12:34:58,12,29.0440563683
251668,900,127,219,52,2009-05-12 02:13:30,102,28.6559743615
251993,900,114,351,54,2009-07-03 23:50:46,46,30.3200523931
251994,900,22,423,10,2008-12-11 00:59:36,11,30.9166064309
252333,900,70,294,26,2009-02-06 20:58:25,5,29.3480363437
252468,900,62,214,11,2009-04-25 01:46:21,3,28.6941195682
252593,900,143,167,33,2008-12-05 18:29:10,7,28.4403617451
253056,900,99,190,30,2009-02-14 23:52:10,16,28.4598621683
253066,900,15,222,2,2009-03-14 17:39:04,1,32.8789487676
253230,900,26,211,14,2008-11-14 03:05:32,11,28.2229841979
253335,900,52,333,19,2009-03-19 13:05:57,16,29.3186206222
253538,900,39,416,20,2009-04-01 15:53:31,19,31.7307718979
253672,900,32,317,10,2008-10-15 00:31:24,2,27.5048079693
253699,900,185,400,119,2008-12-02 05:30:21,20,29.7464350174
253817,900,8,182,2,2009-01-25 17:56:53,3,29.296967138
253897,900,1,486,0,2009-07-02 19:57:08,1,34.5479464548
254017,900,20,119,2,2009-03-12 21:52:24,3,29.4891699623
254193,900,188,215,79,2008-11-06 20:02:14,104,28.5529090052
254298,900,24,167,5,2009-02-03 03:01:00,5,28.6876095971
254553,900,9,402,0,2008-12-24 07:48:43,4,30.7270744247
254618,900,7,231,3,2009-06-19 00:47:50,1,30.096113289
254705,900,733,560,524,2009-06-21 00:46:18,92,34.0309531033
254753,900,2,277,0,2009-06-16 19:18:38,1,29.1635237474
254819,900,64,372,34,2009-06-10 21:26:27,20,29.9624964115
254832,900,2,112,0,2008-11-05 21:31:14,1,26.1868258495
255187,900,73,177,30,2009-01-04 16:46:34,51,30.1025415679
255381,900,44,337,32,2008-12-14 22:52:40,28,29.0826884029
255469,900,4,264,0,2009-01-15 20:43:42,1,29.1538501564
255570,900,48,237,21,2009-04-09 10:36:30,9,29.5727886354
255597,900,47,292,11,2009-01-26 14:31:53,14,29.1384055048
255817,900,26,217,10,2009-01-11 17:21:45,2,29.1105622957
255924,900,29,258,7,2009-05-31 15:23:31,7,30.4433456473
255976,900,143,132,11,2008-12-23 01:02:39,6,30.1632506432
256476,900,30,209,12,2009-02-16 10:29:02,3,30.9285894837
256878,900,26,354,7,2009-05-29 04:22:25,1,27.7702325601
257595,900,87,287,24,2009-05-08 22:18:54,3,30.5285152567
257833,900,7,462,4,2009-02-12 16:35:45,7,29.1908407066
257883,900,161,272,33,2008-11-18 15:52:30,6,28.4615816304
258001,900,121,308,49,2009-04-12 23:27:54,7,30.6259342884
258414,900,35,138,4,2009-04-09 21:35:38,7,29.0649918987
258965,900,88,217,16,2009-03-26 16:45:05,4,32.0691587883
259055,900,25,257,9,2009-06-03 02:12:36,6,29.6536854491
259582,900,88,297,13,2008-10-27 20:57:45,5,29.2709758197
260183,900,8,329,2,2009-03-14 19:51:46,1,29.2072685318
260365,900,161,395,80,2009-03-15 19:01:11,146,30.7921332904
260777,900,39,470,15,2008-12-15 04:32:38,6,32.9088342383
261300,900,5,162,0,2009-05-11 11:41:21,3,29.5208921416
261661,900,14,415,3,2009-01-06 23:14:52,4,29.5043375325
261948,900,163,414,87,2009-01-03 00:16:51,43,30.7782270725
262290,900,6,338,2,2009-03-10 01:13:53,1,29.7734343136
262330,900,172,169,39,2008-12-24 03:18:35,37,27.7680949083
262372,900,107,367,39,2009-02-07 17:06:49,56,29.8972949079
262447,900,59,346,22,2008-11-30 16:17:50,59,28.3937267917
262552,900,2,399,0,2009-06-30 21:52:28,1,30.3226450256
262791,900,51,321,11,2009-01-27 16:58:14,8,31.5967749272
262874,900,370,166,52,2009-05-30 04:40:06,13,28.8375597211
263394,900,17,333,3,2008-11-18 02:30:55,2,30.406525306
263448,900,44,409,35,2009-02-11 17:05:36,15,29.7179214441
263628,900,39,446,17,2009-06-07 08:24:23,3,31.41247822
263641,900,6,356,3,2009-06-07 18:59:54,1,30.188056517
263805,900,214,474,123,2009-01-11 02:51:08,17,29.5837239875
263857,900,31,381,11,2009-01-19 08:37:17,31,29.2903540671
264218,900,27,394,14,2009-01-03 00:26:10,4,29.7006324464
264424,900,100,262,57,2009-05-13 00:13:08,78,29.6139490609
264757,900,772,365,340,2009-04-28 23:10:16,22,29.7371398649
264774,900,8,448,2,2009-06-11 09:43:22,1,29.597193945
264892,900,122,173,35,2008-12-24 13:58:31,37,30.8407492054
264971,900,46,263,20,2009-03-02 23:38:00,19,30.6120054707
265245,900,46,409,24,2009-01-27 06:37:00,13,31.4965977741
265398,900,8,181,2,2009-01-29 23:46:36,1,29.1057893469
265726,900,453,209,108,2009-03-04 04:14:05,40,28.7214873557
265889,900,7,407,0,2008-11-27 23:21:48,2,28.5218186197
265933,900,70,150,30,2009-03-06 23:17:25,41,30.6585499416
266284,900,164,367,30,2009-03-26 22:57:43,13,29.6164916364
266319,900,26,156,4,2009-06-19 23:31:28,2,28.7684620964
266755,900,216,290,108,2009-01-25 12:55:47,109,30.840207329
266933,900,35,294,1,2009-02-10 19:22:01,3,29.972094857
267219,900,325,331,204,2009-01-22 11:27:09,39,31.6560663773
267374,900,12,380,3,2009-06-22 19:57:40,2,29.2982645231
267457,900,34,426,17,2008-12-04 15:06:25,8,28.9173279262
267470,900,13,227,2,2009-04-19 02:07:25,4,28.9471351806
267709,900,104,346,28,2009-02-24 23:01:22,7,29.5548172742
268173,900,9,389,3,2009-04-10 13:45:04,1,28.9872036872
268293,900,163,489,122,2009-05-23 03:29:16,115,29.9072214611
268324,900,6,294,4,2009-02-09 21:36:02,5,29.7402349916
268363,900,60,156,17,2009-01-26 13:06:59,4,30.5787386935
268646,900,275,195,84,2008-12-19 17:25:44,58,30.5475774025
269043,900,445,313,134,2009-06-30 02:10:46,342,29.0471306328
269187,900,4,240,0,2009-02-27 01:24:20,2,29.7150940602
269225,900,155,483,85,2009-06-01 00:47:33,101,32.4662225805
269346,900,142,388,66,2009-02-17 05:23:26,6,30.0337896127
269540,900,12,138,1,2009-07-08 21:50:59,2,30.8074153013
269566,900,30,287,15,2009-04-16 11:57:16,3,29.2456484819
269639,900,4,456,1,2009-06-03 16:21:14,2,30.6595566554
269870,900,99,217,52,2009-03-03 22:28:03,71,29.6909008733
269929,900,165,485,95,2009-05-09 09:27:20,101,31.7559669831
269931,900,501,480,373,2009-05-15 14:16:57,27,30.6631505432
270534,900,45,425,15,2009-01-07 12:48:18,42,30.0803067251
270643,900,2,502,0,2009-02-22 17:45:38,1,30.7224693888
270924,900,12,374,1,2009-01-20 11:36:08,2,29.6598455113
271012,900,139,432,59,2009-02-26 01:23:27,26,30.5106974563
271042,900,77,525,39,2009-03-08 07:34:57,6,31.4192865145
271045,900,183,353,78,2009-04-25 23:32:02,32,30.5455990779
271198,900,14,409,4,2009-06-03 15:01:50,1,30.827517921
271521,900,2,147,0,2009-03-22 09:28:24,1,30.3717877247
271659,900,433,300,132,2009-06-09 00:18:57,324,29.5607669384
271989,900,34,309,18,2009-05-22 15:57:05,4,29.2498850798
272561,900,10,227,5,2009-05-21 15:54:59,1,30.294152001
273168,900,11,432,4,2009-03-02 01:25:25,1,33.0617024352
273330,900,1,301,0,2009-02-28 07:15:10,1,29.8478632084
273674,900,113,269,35,2009-03-21 08:07:37,4,30.0191804876
273970,900,92,283,50,2008-12-22 14:36:56,21,29.9971866642
274010,900,18,507,16,2009-06-16 11:44:22,7,31.7272098249
274308,900,10,387,4,2009-02-27 14:03:22,3,29.2226993667
274343,900,175,230,19,2009-03-31 16:39:19,12,31.2276309925
274393,900,200,460,135,2009-04-26 05:44:56,21,30.9602815032
274577,900,40,267,17,2009-01-02 23:40:12,3,29.7525798494
275019,900,225,237,59,2009-01-03 01:47:28,7,29.1894334488
275031,900,10,419,3,2009-06-09 17:07:47,2,29.3525461411
275234,900,31,232,4,2008-12-01 06:22:53,5,29.229391241
275731,900,57,433,17,2009-03-17 01:37:24,41,28.8041972714
275879,900,19,451,10,2009-02-26 20:43:51,6,30.0068286309
276196,900,12,244,3,2009-06-14 22:42:39,2,28.7536351545
276397,900,47,427,25,2009-03-27 20:46:22,3,30.0546623212
277265,900,7,398,1,2009-05-06 19:17:49,3,31.2741693547
277864,900,1,506,1,2009-06-02 09:54:04,1,30.9303319685
278028,900,25,288,4,2009-04-15 20:54:47,1,28.2439111176
278248,900,183,375,80,2009-04-17 07:08:20,28,28.5379075797
278332,900,52,357,20,2009-04-25 00:38:28,27,27.9082987009
278399,900,27,488,10,2009-02-20 17:12:04,3,29.8041418032
278740,900,169,341,70,2009-05-20 21:13:59,44,29.518814599
278952,900,3,348,0,2009-05-29 01:11:17,1,30.4695249184
279017,900,31,391,14,2009-03-26 16:53:10,4,29.6617333356
279030,900,128,338,34,2009-02-13 16:03:32,10,28.576326884
279762,900,87,362,25,2009-04-12 02:33:40,5,31.4239577125
280130,900,157,209,36,2009-07-01 19:11:08,18,28.492560651
280281,900,13,539,5,2009-05-25 04:16:32,4,32.3853106804
280281,900,13,539,5,2009-05-25 04:16:32,4,32.3232622772
280364,900,6,476,3,2009-07-01 13:22:24,1,31.4288605192
280432,900,30,466,15,2009-02-05 16:30:00,25,32.1618582539
281386,900,1,422,0,2009-04-23 19:19:41,1,28.203934411
281870,900,72,352,30,2009-03-21 02:47:17,52,29.0514439056
