p,times1,team_times1,won1,team_won1,last,max_times12,mean
166605,900,13,163,3,2008-07-27 17:37:51,3,29.3599571709
166844,900,133,314,55,2009-06-04 11:29:18,83,30.2086619904
167067,900,439,506,280,2008-10-24 17:01:29,59,31.6649776495
167388,900,89,194,24,2008-09-07 13:00:16,24,29.1869667531
167480,900,192,220,71,2008-08-22 18:18:09,11,28.7860708928
167483,900,125,388,49,2008-04-13 18:20:58,51,29.2921706509
167503,900,22,282,14,2008-06-12 21:49:24,3,29.8596336549
167698,900,57,318,16,2008-09-28 18:07:48,16,28.2162063106
167818,900,32,293,21,2008-02-01 22:12:25,9,30.6048458917
167871,900,64,240,22,2008-06-24 01:33:04,4,29.7010140965
168320,900,56,236,26,2008-04-25 17:17:08,6,31.832699529
168681,900,25,355,9,2008-06-05 02:38:00,2,30.3999447432
168720,900,135,366,86,2008-04-25 20:44:17,94,31.3144660468
168929,900,412,264,124,2009-01-18 23:50:16,222,27.6985847941
168957,900,321,442,219,2009-06-01 10:50:38,25,30.5009717454
168970,900,297,378,200,2008-10-19 07:23:16,20,29.4699355175
168973,900,21,424,7,2009-02-23 00:03:08,5,29.0960772597
168990,900,93,263,39,2008-09-17 22:38:32,71,30.8255217877
169032,900,97,309,43,2009-03-14 16:01:49,20,31.458039839
169272,900,32,363,17,2008-05-07 09:05:02,2,29.460669166
169273,900,2,327,0,2008-08-15 04:01:48,2,27.7686929813
169484,900,11,129,1,2009-03-28 19:28:04,1,28.6533532563
169496,900,7,172,2,2009-05-11 01:45:28,1,31.0716624444
169617,900,58,347,24,2009-03-17 20:19:12,24,28.4130906678
169858,900,238,407,174,2008-10-30 23:14:58,125,28.1341467057
169880,900,3,253,0,2009-02-07 15:21:57,1,29.1635655033
169894,900,95,178,28,2008-07-25 21:08:46,25,28.7029865106
169904,900,52,207,13,2008-08-22 17:54:51,7,29.5521762494
169911,900,159,391,63,2009-07-09 22:16:32,29,27.7742877495
169984,900,131,286,52,2008-07-07 08:58:46,4,29.0915549378
170105,900,280,296,136,2008-10-20 12:26:55,174,30.4449267592
170113,900,15,174,3,2009-06-16 22:35:54,12,30.0816961418
170218,900,262,421,161,2008-05-17 03:20:14,37,30.4616978567
170251,900,43,463,31,2009-02-21 15:06:48,15,32.5261691689
170321,900,44,433,23,2009-01-10 04:18:18,4,29.3973995755
170564,900,143,392,84,2008-07-08 13:44:53,39,29.9672220337
170634,900,169,246,65,2008-07-08 03:45:58,93,30.9501099458
170715,900,12,176,3,2008-04-21 22:25:52,3,27.9912676959
170795,900,169,213,54,2008-06-15 02:26:32,167,29.9889928065
170895,900,37,322,24,2008-12-05 14:54:26,25,29.8174514208
171019,900,38,181,13,2008-11-27 02:31:52,3,27.8910672491
171107,900,4,220,1,2008-05-21 00:48:36,1,29.5044757679
171159,900,59,176,19,2009-04-16 11:35:08,12,30.6110812306
171259,900,92,271,26,2008-04-14 10:26:50,52,28.8031197731
171359,900,309,286,126,2009-05-24 10:19:26,12,30.9151836627
171455,900,20,212,5,2008-12-05 22:39:23,2,28.5096165721
171504,900,52,352,25,2009-03-18 19:55:12,28,28.9454213509
171521,900,9,220,1,2008-05-02 04:16:52,1,29.596644524
171742,900,79,303,31,2008-07-12 02:51:02,3,30.4244698111
171806,900,3,153,0,2008-08-26 08:32:12,1,29.3397095242
171844,900,275,332,107,2008-09-17 14:19:48,57,31.0254049207
171889,900,36,370,17,2008-06-11 05:19:07,1,29.6928026745
172154,900,36,255,12,2008-06-04 19:30:14,11,29.8851942172
172302,900,107,333,45,2008-09-03 07:57:44,10,30.4435268889
172307,900,2,372,1,2008-05-08 14:29:34,1,30.3252450529
172391,900,436,490,346,2008-10-30 13:39:52,49,31.4553708521
172578,900,11,195,2,2008-05-06 22:08:45,1,29.1378147958
172593,900,96,371,40,2008-09-30 20:25:19,3,30.8293878997
172679,900,92,501,60,2008-09-18 03:18:51,30,33.6043147177
172722,900,113,352,36,2009-01-09 01:52:44,4,28.8972498059
172857,900,13,191,3,2009-03-22 21:00:15,3,29.4280034555
172899,900,7,96,2,2008-07-20 05:19:13,1,28.2626200344
173039,900,6,389,2,2008-07-08 17:37:14,1,30.0931371207
173233,900,129,700,95,2008-05-30 10:24:32,81,35.1743846284
173289,900,6,132,3,2008-03-31 19:12:53,1,30.3000882016
173429,900,23,270,9,2008-09-02 17:46:09,1,30.2093532872
173449,900,29,265,11,2008-07-24 21:11:48,1,28.8997922807
173468,900,214,163,54,2008-04-03 19:27:05,43,29.857681197
173593,900,6,305,1,2008-10-01 00:18:58,4,29.5535030968
173764,900,84,252,26,2008-04-14 18:44:22,4,29.2410178987
173844,900,2,274,0,2008-12-31 13:29:18,1,29.1372931308
173948,900,1,447,0,2008-10-09 15:14:19,1,29.8623729189
173950,900,224,154,58,2008-12-23 19:23:08,4,28.6473745132
173975,900,368,390,255,2008-08-04 17:25:33,68,31.9420321016
174113,900,11,188,4,2008-06-13 10:39:10,3,30.7864124751
174168,900,45,382,16,2009-07-07 06:35:27,11,30.015257325
174253,900,249,155,65,2008-07-29 15:54:36,5,28.7897731983
174344,900,30,268,15,2008-08-06 04:51:35,8,30.0891071693
174420,900,196,169,59,2008-08-16 03:08:19,8,28.4759971517
174577,900,40,373,17,2008-07-02 07:02:15,2,30.2630556935
174972,900,781,585,526,2009-05-10 02:53:41,235,33.6042744007
174976,900,16,325,6,2009-02-19 18:32:52,5,29.3962323277
175003,900,15,373,6,2008-03-31 04:28:19,1,28.143412547
175154,900,92,192,33,2008-05-23 03:57:11,3,29.4111055336
175186,900,207,384,95,2008-07-21 13:44:11,110,30.2920877243
175259,900,13,186,4,2009-06-10 11:14:57,5,29.0137142538
175324,900,10,183,2,2008-09-02 10:41:18,2,28.1826291451
175617,900,7,408,3,2009-04-20 01:25:27,2,30.688779987
175618,900,240,222,70,2008-11-02 02:41:45,7,29.6322023962
175648,900,187,308,103,2008-12-28 16:38:10,61,31.5255663392
175679,900,167,424,80,2009-02-17 03:18:20,40,29.6232696481
175903,900,272,482,184,2009-03-23 21:31:10,105,30.8954283719
175940,900,9,452,1,2008-09-12 05:08:07,2,29.7462052561
176170,900,10,436,4,2008-11-03 18:04:22,1,28.7301954095
176218,900,28,283,7,2008-11-17 14:36:56,3,27.9097977742
176222,900,31,386,10,2009-07-06 10:31:16,2,30.1541775591
176286,900,31,240,4,2008-05-10 17:02:45,3,29.1278008327
176289,900,1,89,0,2008-08-29 18:10:20,1,29.4317583803
176464,900,90,247,53,2008-10-07 10:33:40,37,33.9183876737
176498,900,88,310,30,2008-05-01 20:51:56,2,29.5519588588
176507,900,76,242,26,2008-03-25 20:22:05,2,28.5180758242
176771,900,7,422,1,2009-03-15 06:59:06,1,30.6746487806
176815,900,241,279,109,2009-02-03 20:36:47,147,29.2361612358
176828,900,2,431,0,2008-06-26 13:01:21,1,30.0779245426
176920,900,320,434,202,2008-10-27 22:26:16,215,33.1438593826
176947,900,22,405,12,2008-05-06 12:27:35,8,31.0137097135
177086,900,23,224,8,2008-05-16 21:12:14,2,26.4838722131
177113,900,2,180,2,2008-11-26 09:04:58,1,29.9775851939
177234,900,1,312,1,2008-12-10 12:12:51,1,29.9121987746
177265,900,44,252,25,2008-04-01 17:42:46,20,29.5342226955
177269,900,14,313,3,2008-08-05 19:50:36,1,29.8871049029
177308,900,58,270,17,2009-03-16 05:11:50,2,30.4544797027
177451,900,521,415,275,2008-12-04 05:27:59,457,31.0522049748
177564,900,24,266,4,2008-08-28 16:05:21,2,29.4334547012
177613,900,43,260,17,2008-12-03 11:38:17,31,30.6148003198
177617,900,227,378,119,2009-02-28 18:21:02,29,31.2250142881
177666,900,447,344,236,2008-11-03 14:34:33,419,30.2536097626
177694,900,223,393,91,2008-07-11 11:40:11,66,28.7038098092
177710,900,307,400,144,2008-09-17 11:41:00,15,29.7340926615
177807,900,98,305,33,2008-12-03 23:15:01,6,28.7278285774
178129,900,122,216,38,2008-05-10 22:15:09,9,28.8183704618
178226,900,3,267,0,2008-07-04 04:59:31,1,28.4719149478
178249,900,201,392,121,2008-07-06 02:06:14,103,32.7872058297
178303,900,834,600,571,2008-10-02 03:31:51,216,33.021565742
178552,900,13,288,3,2008-08-27 18:26:29,1,28.5778805953
178577,900,29,203,15,2008-09-04 21:59:32,16,33.9563927732
178642,900,42,364,19,2008-05-27 18:43:15,11,28.2380239774
178680,900,17,356,5,2008-07-30 10:07:42,2,30.3940083453
178870,900,158,309,64,2008-11-04 17:54:49,75,29.6295604637
178890,900,16,460,5,2009-01-07 21:07:16,3,29.9886760803
178895,900,1,329,0,2009-01-20 18:40:32,1,27.6570563033
178915,900,7,338,4,2008-08-28 21:58:29,1,27.2987013193
178919,900,96,319,46,2008-12-27 22:46:24,9,29.6058048266
178980,900,71,381,25,2008-05-15 02:30:16,3,30.4242117275
179214,900,13,190,4,2008-07-25 11:07:44,1,28.178633138
179219,900,141,213,41,2008-08-01 03:02:30,10,28.5365763295
179309,900,46,522,33,2008-07-13 14:07:25,14,31.377190595
179344,900,89,411,58,2008-05-13 20:24:48,24,32.040811705
179371,900,19,276,4,2008-05-19 00:58:47,1,30.9685445537
179386,900,60,152,20,2008-12-09 15:49:03,3,32.1406070229
179402,900,2,493,0,2009-01-26 17:31:16,1,30.4142108448
179464,900,222,227,89,2008-05-25 07:25:51,23,29.994083588
179533,900,5,295,0,2009-01-10 16:49:51,2,26.3917652494
179558,900,73,225,45,2008-04-02 04:32:17,41,30.3455884159
180027,900,84,252,16,2008-04-03 22:37:30,6,28.4301955612
180083,900,2,231,0,2009-01-13 17:58:07,1,27.6587595299
180130,900,674,167,95,2008-05-11 18:29:53,12,27.6703059695
180310,900,35,404,16,2009-02-16 17:46:29,14,28.7533735924
180342,900,84,251,33,2008-11-05 18:13:21,16,29.4638084831
180368,900,58,344,28,2008-07-26 18:23:51,13,28.618018179
180375,900,1,297,0,2008-07-18 11:38:25,1,29.663706963
180523,900,30,186,10,2008-11-10 01:03:13,3,24.4429225523
180537,900,5,32,1,2008-05-04 12:13:33,1,24.7863654017
180715,900,88,290,38,2008-09-26 23:08:37,11,31.3017965094
180904,900,62,154,10,2008-04-30 22:38:41,4,25.2693421863
180906,900,16,260,6,2008-05-16 18:07:57,3,26.8772841651
180980,900,3,288,0,2008-06-24 13:27:48,1,29.1330275726
181004,900,135,361,77,2008-12-30 06:22:44,7,31.1423631346
181019,900,38,223,26,2008-07-05 23:53:37,15,29.4834052185
181027,900,119,366,65,2008-06-23 06:53:25,13,29.8704396445
181090,900,54,388,22,2008-10-24 19:23:06,14,31.4292678611
181203,900,17,145,4,2008-12-01 23:00:20,2,30.2977623239
181274,900,35,443,22,2008-05-18 15:36:35,29,30.871027486
181280,900,81,307,40,2009-03-09 12:40:09,11,30.6439776532
181284,900,1,110,1,2008-06-05 01:29:38,1,29.1989793221
181307,900,17,239,8,2008-03-29 19:22:53,8,30.1712372336
181310,900,158,374,69,2008-12-06 06:35:41,150,31.0224217201
181321,900,13,354,3,2009-02-18 16:21:07,10,26.0962175646
181399,900,61,410,31,2008-12-16 15:12:38,28,30.0727118781
181465,900,6,300,3,2009-04-10 05:31:03,2,30.3920115914
181472,900,69,442,32,2008-09-09 13:14:20,2,29.7599544116
181472,900,69,442,32,2008-09-09 13:14:20,2,29.6931382438
181594,900,13,352,2,2008-11-03 21:40:26,2,30.5136147569
181605,900,28,247,14,2008-12-17 19:48:45,5,30.4077153849
181783,900,5,487,2,2009-06-05 02:04:41,2,29.91913
181821,900,7,220,6,2009-02-16 23:41:16,5,30.3404710144
181989,900,114,227,61,2008-05-21 05:15:01,107,29.9265082595
182091,900,1,580,1,2009-02-10 22:56:05,1,32.0700043173
182339,900,123,301,39,2008-12-05 22:35:31,3,29.411586562
182371,900,17,139,0,2009-03-18 09:04:30,1,30.2237640509
182399,900,235,239,92,2009-07-11 09:07:13,36,29.9166265342
182416,900,270,405,155,2009-02-07 00:36:16,59,31.7424660884
182559,900,357,508,232,2008-07-13 12:48:34,115,33.5017660239
182562,900,205,417,99,2008-10-05 02:57:41,17,29.4220477773
182635,900,85,324,38,2008-07-30 07:04:37,13,28.6057425963
182669,900,48,374,26,2008-09-10 06:56:43,39,31.056209292
182705,900,600,534,405,2009-01-15 02:14:44,238,30.3822777413
182708,900,14,258,4,2008-10-04 15:19:02,2,28.4264554027
182832,900,13,382,7,2009-03-12 21:34:19,1,29.619746074
182880,900,42,247,12,2008-12-08 11:45:54,10,27.5281188178
182889,900,1,435,1,2009-02-09 15:33:09,1,28.9970935214
183099,900,5,154,2,2008-10-24 02:22:23,4,29.2025925069
183176,900,4,485,0,2008-12-16 12:13:58,1,30.2425878909
183261,900,19,382,6,2009-02-02 13:36:04,5,30.6618604103
183332,900,135,350,46,2008-08-11 00:14:08,4,30.4663718575
183481,900,269,401,114,2008-12-15 23:49:55,18,28.2575888333
183501,900,769,589,561,2008-12-23 18:47:51,526,31.0550856597
183587,900,8,245,5,2008-07-23 15:32:28,5,29.2290750993
183811,900,58,472,23,2008-12-25 02:17:16,7,32.2670881291
183825,900,47,195,13,2008-08-03 11:56:14,2,28.6153441844
183882,900,76,261,32,2008-04-08 15:58:06,9,29.925116948
183897,900,255,275,119,2008-08-05 12:33:25,73,29.1721051329
184026,900,30,216,8,2008-11-25 18:47:54,4,29.6824698525
184223,900,76,386,35,2009-05-26 14:34:57,71,32.9788893741
184315,900,31,390,15,2008-09-02 18:50:47,5,30.7532669986
184469,900,40,447,20,2008-12-14 21:17:41,4,32.6938868393
184613,900,39,241,18,2009-01-18 04:09:59,26,29.9867179221
184689,900,190,223,73,2009-04-12 19:15:26,59,29.6330785689
184705,900,6,427,2,2009-02-22 03:33:33,4,30.2912755756
184846,900,23,378,9,2008-07-12 09:36:15,18,29.5079305798
184861,900,7,142,0,2008-10-25 17:13:40,1,27.7835917228
184868,900,42,408,18,2008-10-22 16:25:42,2,24.4709200473
184877,900,26,291,13,2008-06-18 14:49:46,3,34.116820296
184998,900,40,240,12,2009-01-15 15:16:53,2,29.0183290273
185040,900,2,185,0,2008-06-18 10:10:14,1,29.8487435607
185098,900,623,494,395,2009-01-23 23:34:46,76,32.0879535335
185219,900,14,337,6,2008-06-12 20:42:37,2,29.3190631624
185221,900,1,345,0,2008-09-26 17:14:58,1,29.5730409821
185305,900,11,178,3,2008-11-14 02:24:49,1,29.1912166354
185351,900,124,391,55,2008-04-27 02:43:33,93,30.3799897932
185503,900,107,265,34,2008-04-28 19:00:18,3,29.2539031444
185589,900,54,239,15,2008-09-21 15:39:37,8,29.9008841965
185662,900,22,227,7,2008-08-22 18:55:39,18,30.132462666
185728,900,12,470,6,2009-02-09 13:55:53,2,33.1681059663
185731,900,46,444,31,2008-08-09 19:03:10,5,30.9448087442
185740,900,311,513,203,2009-01-26 18:53:34,66,33.6017175924
185742,900,61,206,27,2008-07-12 02:43:55,16,29.8307156737
185798,900,27,208,6,2008-09-17 17:07:40,3,26.4206817859
185803,900,6,308,2,2008-05-19 23:44:23,5,29.8012481296
185971,900,117,284,56,2009-01-22 10:17:29,12,29.7306490368
185985,900,506,528,321,2008-08-07 13:57:50,39,30.9969198139
186054,900,6,337,3,2008-09-23 01:49:13,5,29.6296993085
186208,900,98,514,64,2008-09-11 16:37:38,30,32.2229840584
186261,900,279,284,122,2008-05-25 01:21:31,12,29.3289122898
186277,900,7,483,4,2008-10-02 20:54:27,2,30.9185468267
186533,900,396,213,126,2008-06-01 22:57:29,9,28.9992055372
186680,900,65,257,25,2009-02-24 23:57:02,54,28.870116729
186742,900,6,340,0,2008-12-19 05:09:51,5,29.2742526328
186743,900,552,515,416,2009-03-15 05:52:08,312,33.0053071241
186837,900,218,194,76,2009-01-02 23:23:30,5,28.8100021662
186884,900,9,499,3,2008-08-17 00:36:40,2,30.9669314885
186940,900,1,464,1,2008-05-07 19:42:43,1,26.5152709173
187097,900,6,131,2,2009-03-02 16:53:37,1,29.6950160347
187139,900,43,456,22,2009-06-06 17:19:58,23,29.1639527853
187194,900,56,385,29,2008-12-31 14:46:28,37,30.9369474204
187222,900,122,206,38,2008-09-18 22:06:03,8,28.7989144543
187372,900,4,638,2,2009-06-24 15:08:43,2,31.559415129
187380,900,53,299,23,2008-07-30 13:42:25,6,29.8966984278
187533,900,232,349,125,2009-02-12 03:31:49,35,31.187426235
187595,900,129,136,39,2009-02-22 10:00:26,18,26.7472838709
187697,900,53,498,24,2009-05-28 01:54:01,13,32.4394894163
187725,900,34,475,12,2008-06-17 15:50:24,3,30.3926312872
187820,900,10,291,3,2008-06-13 18:29:08,2,29.4707841191
187870,900,161,344,59,2008-08-13 01:24:33,47,30.6414798965
187876,900,91,454,47,2009-06-01 03:29:30,79,26.347224929
187937,900,12,406,2,2008-08-04 08:36:05,6,30.5063985111
188001,900,66,337,13,2009-05-25 21:01:07,6,27.6644575196
188091,900,310,238,49,2009-02-18 18:13:35,38,28.0413285931
188117,900,9,358,3,2008-09-08 06:51:27,4,29.7688408619
188233,900,412,476,249,2009-06-11 15:41:27,377,31.7956145595
188243,900,2,516,0,2008-09-07 19:58:51,1,31.8195447665
188272,900,3,379,0,2008-10-11 11:56:19,1,29.6407595688
188285,900,4,253,2,2008-06-06 00:39:15,2,29.7105780649
188365,900,80,215,24,2008-11-27 06:53:12,6,30.45822341
188426,900,68,265,23,2008-10-08 07:55:19,2,28.9628661698
188524,900,41,232,23,2008-10-13 19:42:45,19,30.1088405423
188535,900,6,466,0,2009-06-14 04:52:15,1,30.5869635537
188792,900,6,462,4,2008-08-08 20:34:26,3,30.580238241
188995,900,64,418,34,2008-10-13 20:02:27,23,29.9358667936
189005,900,51,445,10,2009-03-04 22:31:43,38,31.4675065695
189015,900,250,391,107,2009-04-09 03:48:50,58,30.180929315
189177,900,75,517,43,2009-01-06 20:27:30,12,31.0350840142
189243,900,9,238,4,2008-09-09 23:51:13,2,30.7533088759
189342,900,272,392,179,2008-08-27 01:37:39,41,31.0778074354
189587,900,7,453,2,2008-05-19 17:26:45,1,30.4379209307
189816,900,165,286,91,2008-05-30 18:14:03,49,29.772860052
189872,900,3,464,2,2008-08-05 11:20:25,2,31.8349576214
189988,900,65,302,26,2008-09-27 15:58:18,7,30.6197746744
189996,900,211,328,86,2009-03-26 16:52:24,13,29.1061129605
190028,900,32,209,11,2008-04-03 23:28:45,4,28.6472384832
190035,900,22,332,14,2008-07-25 02:14:49,8,30.9769594931
190073,900,111,246,26,2008-10-15 01:51:27,7,28.7773464542
190075,900,7,292,0,2008-10-08 18:37:29,1,27.6894938654
190186,900,74,430,35,2008-06-22 04:33:09,17,29.7975734237
190205,900,172,330,23,2008-07-20 20:10:38,16,27.8904006376
190216,900,42,272,12,2008-04-25 20:58:56,4,29.5192201393
190241,900,31,347,14,2008-10-18 15:54:29,5,31.3075870202
190395,900,41,379,20,2009-07-11 17:20:40,23,30.1523575983
190446,900,79,435,54,2009-04-30 23:53:41,9,31.0521257475
190485,900,211,266,111,2008-08-26 11:28:41,9,30.7429630112
190578,900,4,404,0,2009-03-17 01:51:07,1,29.5999289557
190595,900,13,259,3,2009-02-12 02:05:51,2,29.7807702138
190715,900,18,299,3,2008-04-26 10:39:14,6,29.5890343375
190911,900,83,215,47,2008-05-01 02:39:37,69,30.125444532
190911,900,83,215,47,2008-05-01 02:39:37,69,30.2310435753
190945,900,44,374,20,2009-04-13 22:44:04,2,29.959281557
191083,900,1,82,0,2008-10-23 11:56:15,1,27.324251806
191150,900,11,192,7,2009-07-01 07:55:45,3,29.9088729747
191245,900,6,481,4,2009-03-31 11:18:31,5,28.1426336725
191302,900,149,312,35,2009-05-22 13:22:38,9,29.2139046316
191413,900,31,267,11,2008-05-24 23:28:13,2,30.5086428121
191455,900,7,345,0,2008-05-25 02:07:32,1,30.2596646475
191514,900,23,482,9,2009-02-06 12:30:57,23,31.2954554298
191590,900,170,206,53,2008-09-20 13:41:28,5,30.0949733293
191761,900,21,484,7,2008-12-02 21:16:48,12,31.2087222076
191841,900,23,279,7,2008-09-27 03:23:16,2,30.6991861367
192055,900,38,311,21,2008-11-10 02:34:15,23,32.5142552686
192065,900,133,311,47,2009-01-28 16:52:21,13,31.3734621034
192201,900,16,409,2,2008-12-01 21:53:10,1,28.2411734613
192212,900,20,263,10,2008-05-03 00:19:53,6,29.3929291409
192281,900,77,427,39,2009-05-05 00:34:31,22,29.7246665516
192282,900,3,378,1,2009-02-13 00:04:44,1,31.2546106412
192443,900,37,448,22,2008-12-26 16:11:36,14,28.6295182547
192455,900,118,330,65,2008-09-18 08:40:33,39,31.7288367456
192570,900,5,475,2,2008-08-15 17:47:45,1,33.1598424626
193108,900,85,321,43,2008-06-11 15:10:18,7,28.9791320858
193215,900,41,193,19,2009-02-27 00:09:47,9,28.9745168318
193299,900,223,290,101,2008-10-20 03:04:04,23,30.9066239242
193364,900,24,317,5,2008-06-24 12:42:26,2,31.8180218998
193521,900,24,516,18,2009-05-08 15:56:14,24,32.5632588234
193549,900,22,373,7,2008-08-31 09:30:38,2,28.7000742411
193981,900,55,446,27,2009-07-10 00:43:57,52,29.2553474925
194048,900,14,420,9,2009-04-20 09:25:51,12,31.1959259496
194085,900,2,449,1,2008-10-06 18:16:01,2,30.1423358913
194134,900,432,395,222,2009-03-26 22:58:19,218,32.0803323788
194178,900,108,307,48,2009-06-09 21:07:14,13,29.5721226912
194410,900,371,411,240,2008-08-29 17:20:03,49,31.599867529
194449,900,4,185,0,2008-08-22 14:38:31,1,30.8344995533
194477,900,153,377,106,2008-10-10 11:05:03,43,32.8088266946
194540,900,37,279,8,2008-11-23 10:05:21,3,28.8094841241
194561,900,120,407,45,2008-06-22 20:41:47,3,31.1768541206
194648,900,66,439,33,2008-09-19 23:16:32,11,31.7935399832
194809,900,119,454,56,2009-02-11 16:15:45,17,28.5256191231
194859,900,6,403,1,2009-02-13 07:29:11,1,28.8739760723
195161,900,4,218,2,2009-05-09 03:02:02,3,28.3796276703
195358,900,13,300,5,2009-01-26 04:59:36,3,31.2151644018
195429,900,5,366,4,2009-06-02 19:52:44,1,28.4355400751
195450,900,28,443,14,2008-06-07 00:03:57,21,30.4398837687
195675,900,1,236,0,2008-08-28 10:58:56,1,30.191306944
195817,900,8,381,2,2008-09-22 19:10:51,1,29.8179973177
195858,900,34,483,25,2009-06-19 20:15:08,28,29.8550118977
195883,900,94,377,41,2008-12-29 22:50:06,58,29.8121523732
195981,900,3,400,0,2009-03-09 19:57:01,1,29.5693702292
196033,900,77,635,37,2008-11-23 20:20:14,39,31.0896181095
196123,900,26,345,9,2008-07-10 19:03:07,24,29.1985148484
196317,900,12,295,4,2009-04-25 19:33:03,1,28.5891100454
196325,900,43,318,28,2008-08-19 05:10:56,17,32.3936331928
196358,900,1,434,0,2008-05-27 11:18:34,1,28.7570402839
196414,900,18,162,4,2009-05-09 03:10:13,10,28.8785017274
196436,900,22,315,8,2008-12-18 12:37:18,10,28.0949234864
196848,900,520,250,200,2009-05-30 02:27:07,322,29.3723257931
197067,900,27,514,16,2008-12-15 14:38:21,22,31.0056898257
197076,900,30,344,12,2008-11-19 04:51:35,3,28.6175412914
197104,900,17,521,10,2008-09-28 21:37:16,9,31.5196801949
197105,900,54,347,35,2009-04-07 01:34:52,32,33.7690980838
197183,900,19,447,10,2009-01-12 05:38:18,4,30.5271292173
197443,900,59,144,13,2008-10-11 03:27:21,2,28.6920508128
197454,900,707,595,542,2009-02-19 05:29:43,64,31.8118460207
197461,900,52,142,3,2009-01-24 09:56:16,4,28.6886205484
197505,900,105,194,59,2009-03-15 20:49:46,43,29.1592845383
197511,900,43,485,21,2009-05-07 20:08:20,10,33.0066471848
197538,900,1,524,0,2009-01-13 05:35:15,1,30.9548393651
197650,900,14,581,5,2008-06-13 15:59:10,12,32.1527078536
197690,900,1,355,0,2008-10-16 03:10:41,1,27.952183734
198005,900,1,287,1,2009-04-29 01:28:31,1,30.3403260437
198532,900,67,221,23,2009-02-03 04:56:15,49,31.3830492059
198723,900,26,443,8,2009-04-18 20:51:04,5,29.9133911525
198926,900,14,278,4,2008-10-17 18:29:51,6,28.3079092185
198987,900,7,417,2,2008-10-22 00:09:57,2,30.4496121024
199130,900,698,513,454,2009-05-09 08:18:49,178,30.8898500477
199406,900,33,322,7,2008-10-24 18:18:50,2,31.3049767607
199444,900,110,308,42,2008-08-02 00:51:00,96,28.8477819121
199458,900,149,268,53,2008-06-07 20:18:29,33,30.0295129722
199562,900,1,535,1,2008-12-21 23:33:50,1,31.189392967
199703,900,86,307,24,2008-08-12 05:26:39,6,29.8163189864
199720,900,136,394,52,2009-04-15 12:26:58,21,30.5869654117
199754,900,24,300,8,2009-02-27 23:08:02,2,29.5602777535
199890,900,30,363,8,2008-10-15 21:45:40,3,30.5081642948
199891,900,208,489,111,2008-08-06 21:19:55,194,31.0530560369
200158,900,9,207,6,2008-07-23 02:23:26,1,28.4214031901
200338,900,108,405,49,2008-11-08 16:42:52,30,30.3178797803
200491,900,91,247,35,2009-06-17 04:16:19,3,29.8578270116
200571,900,2,394,2,2008-10-21 05:12:26,1,30.374020518
201001,900,110,448,51,2008-09-22 02:02:10,23,29.8308299446
201041,900,3,465,1,2008-10-08 18:28:30,1,29.6850172401
201341,900,13,387,4,2008-07-01 22:38:46,1,32.3192732435
201824,900,6,404,2,2009-05-18 19:23:14,1,28.7164150088
201944,900,80,381,37,2008-08-15 02:58:22,8,29.6754420144
202310,900,27,131,5,2008-11-22 15:55:17,8,28.2932575334
202395,900,7,253,0,2009-04-17 05:30:38,1,25.5778893579
202413,900,28,375,8,2009-07-06 01:57:07,1,29.0212818084
202520,900,38,159,2,2009-05-24 14:36:29,11,29.7615532586
202604,900,39,422,16,2008-07-07 15:47:01,15,29.921611129
202691,900,131,121,19,2009-02-22 17:51:46,14,27.9283300215
203009,900,7,481,3,2008-08-22 11:57:58,2,30.69076048
203272,900,7,231,1,2008-06-19 19:43:12,1,29.1971092478
203479,900,16,349,2,2008-10-31 02:02:05,1,28.6005278966
203605,900,10,351,4,2009-01-18 21:53:02,4,29.7606386612
203618,900,94,327,32,2009-06-25 15:36:33,2,29.3703288925
203717,900,19,464,6,2008-11-06 12:35:46,4,31.5245295196
203963,900,128,255,46,2009-04-23 16:36:57,9,30.8678083716
203991,900,48,272,20,2009-04-09 20:17:23,5,30.1689599417
204248,900,38,337,7,2008-07-19 13:17:56,3,29.8423513613
204382,900,47,182,27,2008-11-22 17:38:49,8,30.5045141615
204419,900,25,285,5,2008-12-30 23:47:24,2,26.6441207713
204660,900,22,454,10,2009-06-21 14:19:01,9,29.0217419608
204736,900,54,398,25,2008-11-23 15:41:24,7,29.383945545
204752,900,176,330,69,2009-04-13 03:25:54,14,30.9257091874
205045,900,166,312,52,2009-01-07 23:34:30,16,28.4894570476
205322,900,11,310,4,2008-06-14 01:30:22,1,30.7336643428
205501,900,6,166,3,2009-04-12 14:45:12,1,30.9819988123
205676,900,62,179,21,2009-04-25 17:29:12,3,28.9706073784
205720,900,9,239,5,2008-07-20 21:55:43,1,30.600922003
205738,900,230,280,94,2008-10-24 16:48:06,150,29.6708716802
205770,900,16,312,5,2009-06-10 16:43:45,6,30.5254459195
206020,900,187,184,76,2008-06-13 22:39:58,13,29.4358687311
206108,900,1,496,0,2008-09-30 01:34:59,1,31.5138376125
206123,900,253,186,49,2009-05-23 22:47:36,80,28.4202570746
206123,900,253,186,49,2009-05-23 22:47:36,80,28.5182181208
206195,900,316,300,139,2009-04-21 22:32:32,141,30.0373232469
206270,900,3,381,0,2008-12-18 21:35:31,1,28.7404475945
206460,900,123,221,39,2009-03-01 22:23:01,3,28.6449251551
206481,900,41,264,11,2008-10-15 07:20:10,39,31.5966727658
206588,900,35,449,12,2009-04-11 19:06:24,2,32.8813199416
