p,times1,team_times1,won1,team_won1,last,max_times12,mean
12027,1300,454,351,169,2008-05-20 05:35:31,248,29.6279233763
12059,1300,965,806,729,2006-12-08 20:25:43,464,30.020000293
12275,1300,235,579,122,2007-09-29 05:59:07,129,32.2534460948
12400,1300,240,375,132,2007-08-24 17:29:25,39,30.2819604419
12637,1300,224,625,113,2008-07-08 21:34:41,127,31.7889323872
13073,1300,33,527,18,2008-01-29 00:32:22,26,30.8485473375
13240,1300,113,445,68,2007-10-09 08:49:50,79,28.8453991926
13271,1300,265,534,186,2007-12-30 02:55:41,153,30.9184958152
13278,1300,961,803,704,2007-06-05 10:28:28,333,34.1613594762
13334,1300,913,775,667,2007-12-26 01:50:37,316,30.5395727137
13404,1300,58,586,13,2008-03-04 21:46:19,2,29.593516034
13464,1300,1097,712,677,2008-08-25 09:18:59,719,29.9401532876
13475,1300,37,319,9,2007-08-23 15:14:47,2,29.2073904038
13562,1300,7,295,2,2009-01-19 08:21:33,3,31.5747828587
13679,1300,109,421,52,2008-01-26 15:03:22,70,28.7304207346
13801,1300,286,524,157,2009-06-01 14:44:36,148,31.4118985904
13868,1300,266,586,196,2008-03-01 17:04:15,235,29.6294359224
13956,1300,284,578,185,2007-10-11 13:17:17,57,32.3831852784
14165,1300,1086,666,597,2008-12-01 15:42:51,544,30.2299882917
14173,1300,64,291,26,2008-08-20 01:35:04,9,29.0694015214
14184,1300,87,421,51,2008-03-10 04:10:02,72,30.2222646924
14379,1300,507,609,264,2008-07-12 17:04:11,480,29.0225658622
14380,1300,557,500,290,2008-03-20 08:04:24,352,29.8308631752
14677,1300,24,452,7,2008-04-14 14:53:18,6,31.7698040883
14768,1300,2,481,0,2007-10-27 08:53:29,1,30.1796567901
14934,1300,1071,934,850,2007-03-01 00:53:02,452,32.2844561805
14964,1300,843,714,573,2008-03-05 12:46:41,126,28.3960944821
15295,1300,353,361,115,2007-11-22 11:40:00,12,29.4657287922
15357,1300,233,411,125,2009-02-06 16:45:44,18,29.3273084
15420,1300,2,707,1,2007-12-27 08:49:05,1,32.1596655047
15492,1300,97,355,46,2008-12-07 04:17:14,73,30.3020772616
15522,1300,265,602,158,2008-01-03 05:48:01,134,31.3270395534
15554,1300,226,421,90,2008-04-10 08:39:19,4,29.9928009494
15602,1300,254,355,90,2007-12-26 00:22:39,26,31.5300098481
15631,1300,64,575,31,2008-07-17 21:10:40,57,29.755669806
15777,1300,553,668,345,2008-07-28 19:14:01,547,31.3957072767
15819,1300,38,507,16,2007-10-20 09:09:54,4,30.5901678136
15865,1300,293,393,159,2007-11-25 22:38:17,20,27.9008551226
16045,1300,237,374,126,2008-09-03 21:15:24,36,30.1299861631
16176,1300,201,600,138,2009-06-20 00:13:26,49,32.6999019107
16183,1300,315,384,161,2007-09-13 12:06:36,138,28.3957484063
16351,1300,120,671,60,2009-05-23 03:41:12,76,32.0584832798
16517,1300,561,563,312,2008-01-02 02:02:34,98,31.1347974555
16558,1300,255,381,71,2009-01-15 17:08:42,4,28.365733668
16627,1300,57,496,30,2008-02-18 00:37:30,39,30.0692431709
16644,1300,4,426,3,2008-04-29 14:53:22,1,29.1797397506
16805,1300,179,502,99,2008-07-13 00:45:58,15,29.9096964461
16867,1300,53,556,15,2008-03-01 14:25:13,7,29.7115609793
17043,1300,207,420,82,2008-02-11 20:55:37,9,28.276928874
17463,1300,76,455,44,2007-10-13 06:15:46,38,33.8447196004
18064,1300,329,689,213,2008-12-15 13:40:23,17,30.835700996
18203,1300,121,419,83,2008-02-11 12:51:12,58,30.9923568096
18334,1300,35,405,19,2007-11-19 19:49:50,6,33.6398299521
18429,1300,186,572,102,2008-04-03 00:02:11,41,29.7804720845
18458,1300,53,364,28,2009-01-14 16:01:29,27,30.0169348975
18795,1300,249,704,150,2007-11-03 22:44:59,19,32.6487032662
18917,1300,112,355,50,2007-12-11 13:20:34,30,29.1589981131
19155,1300,692,693,511,2007-04-05 00:50:55,193,32.8496127314
19318,1300,836,673,506,2009-01-27 02:59:35,791,30.7866832174
19730,1300,429,533,249,2007-09-01 14:39:06,90,32.8627301672
19791,1300,53,207,20,2009-04-16 11:12:35,2,28.1930575853
19963,1300,64,397,38,2009-02-06 20:56:49,40,30.6134251381
19977,1300,125,466,70,2008-03-23 03:20:46,44,30.7022876572
19993,1300,491,638,325,2009-04-14 19:48:26,139,29.7186318846
20059,1300,79,228,28,2009-01-27 01:49:14,8,28.400999627
20493,1300,1223,965,941,2008-02-22 16:08:10,339,32.5715336089
20697,1300,156,248,52,2009-07-05 06:00:30,9,28.8691334447
20746,1300,8,646,3,2008-09-02 00:12:05,1,32.1049805774
20796,1300,267,432,140,2008-09-30 14:13:23,55,29.1760297659
20928,1300,143,438,67,2008-11-06 21:07:03,57,29.3822628694
21076,1300,944,820,713,2007-05-22 02:01:19,259,31.9851855203
21384,1300,80,403,36,2008-06-12 16:22:03,7,29.640257586
21430,1300,155,345,55,2008-03-15 03:05:18,17,28.3787949085
21468,1300,9,275,2,2008-07-04 11:55:26,1,30.4179320135
21915,1300,30,484,15,2007-08-02 17:22:37,9,29.2953232129
22015,1300,211,268,88,2009-07-08 16:56:37,5,30.4645348107
22296,1300,135,340,50,2007-05-30 11:08:03,43,28.4408789775
22523,1300,576,555,337,2009-03-10 16:06:37,304,32.9522346558
22571,1300,403,668,282,2007-08-10 20:43:16,45,31.2522232483
22869,1300,106,469,48,2007-09-23 17:55:32,51,31.4155607455
22903,1300,150,671,89,2007-11-18 20:38:42,16,31.5539363616
22937,1300,5,236,1,2008-04-16 02:02:00,1,28.000329671
23116,1300,478,615,275,2007-10-11 07:33:45,115,31.2664019011
23385,1300,965,718,638,2008-02-09 14:42:45,659,32.8621270297
23544,1300,18,752,7,2008-04-21 17:14:24,7,32.4307476923
23779,1300,63,380,34,2007-10-07 00:06:44,57,30.227988896
23845,1300,206,530,83,2008-02-26 12:29:49,7,29.6688783103
23907,1300,1104,692,642,2007-12-28 11:14:54,632,29.760266924
24077,1300,23,453,9,2009-05-12 16:18:51,9,31.8083377822
24094,1300,27,711,12,2008-05-27 13:14:43,18,31.1533513482
24132,1300,38,483,17,2007-07-28 06:43:56,12,29.3292916278
24194,1300,1,283,0,2008-03-22 16:42:42,1,28.112495523
24242,1300,1,687,0,2009-05-19 19:01:41,1,29.5217435682
24299,1300,912,936,778,2009-04-20 09:31:27,306,33.1172313874
24381,1300,692,624,443,2008-10-25 13:41:11,157,32.1678733269
24389,1300,132,486,62,2008-11-02 19:22:43,6,29.6719870391
24402,1300,1092,690,632,2009-03-22 20:11:39,244,28.3443624808
24541,1300,1165,889,826,2008-02-10 17:04:45,300,32.3361012955
24840,1300,79,597,40,2007-08-12 14:30:35,23,30.8692446609
25140,1300,31,413,14,2008-04-09 16:51:10,3,30.8379626245
25205,1300,97,560,50,2008-01-19 13:42:26,42,32.6882445583
25676,1300,710,794,501,2007-07-26 16:33:17,180,33.4994704143
25697,1300,87,310,36,2008-09-03 16:18:04,9,30.467606623
25756,1300,90,606,39,2008-02-16 16:05:46,62,29.9927242903
25829,1300,12,379,5,2008-05-10 04:18:35,1,30.7281129862
25858,1300,399,605,232,2008-11-10 12:44:26,38,30.8694107037
25882,1300,525,732,298,2009-01-31 20:09:01,278,33.1506367437
25901,1300,589,696,355,2008-02-01 15:01:03,346,30.7747165472
25902,1300,195,526,119,2008-07-12 15:53:24,66,31.3724176342
26130,1300,513,563,376,2007-12-13 19:36:25,142,32.30847744
26219,1300,332,223,86,2008-12-18 16:41:26,4,29.6268096136
26259,1300,1,706,0,2008-08-05 20:37:22,1,31.620608854
26473,1300,47,477,22,2007-12-06 23:11:02,2,31.3666740032
26481,1300,357,481,223,2008-07-11 02:50:15,146,30.0410900808
26597,1300,169,578,105,2008-08-17 21:27:18,7,30.1066151194
26637,1300,857,645,551,2007-07-11 05:44:14,56,28.9503601286
26802,1300,24,358,11,2009-03-15 18:45:52,3,30.9409735703
27644,1300,433,512,211,2009-03-20 21:23:35,235,30.321731008
27648,1300,1139,899,846,2008-06-13 23:24:35,291,31.7589747348
27848,1300,29,535,11,2008-02-11 23:45:23,12,29.1367750525
28130,1300,76,284,25,2007-10-04 04:17:29,17,29.6153535158
28147,1300,93,554,38,2007-12-05 03:49:08,29,34.0791897122
28153,1300,4,390,0,2008-02-14 12:35:40,1,30.3922668858
28298,1300,199,642,159,2008-03-09 13:15:02,167,29.9982364382
28508,1300,16,275,4,2009-02-20 20:22:10,2,29.1341632623
28666,1300,3,413,2,2008-11-01 19:28:21,1,29.5081505486
28697,1300,692,745,466,2007-11-06 01:48:45,361,34.4599715854
28848,1300,270,420,147,2007-10-30 14:52:12,17,30.6307057695
28985,1300,163,495,71,2008-12-30 04:32:33,56,29.8293025939
29217,1300,770,832,609,2007-04-11 20:01:05,193,30.1771361768
29494,1300,95,474,34,2007-11-07 01:57:23,13,30.4580343678
29621,1300,684,817,474,2007-10-27 12:47:58,339,33.3953513724
29713,1300,108,574,48,2007-10-16 18:25:26,32,32.0864041302
29834,1300,9,474,1,2007-06-12 21:24:06,1,29.5316533941
29856,1300,86,513,49,2008-01-30 06:35:58,34,30.4254377099
29899,1300,662,640,402,2008-08-01 01:48:24,51,30.7193985121
30088,1300,242,507,125,2008-04-21 02:49:59,44,28.7876061532
30155,1300,13,321,5,2009-04-20 17:43:20,1,29.3244018917
30316,1300,327,695,260,2007-07-19 14:37:04,136,31.4926461228
30316,1300,327,695,260,2007-07-19 14:37:04,136,31.1943674364
30719,1300,35,362,14,2009-01-24 04:15:41,2,28.9268675662
30729,1300,37,450,8,2008-08-06 12:48:20,17,30.2458381529
30753,1300,234,616,108,2009-03-17 22:25:37,112,31.3071472578
31070,1300,185,561,88,2007-09-26 15:09:37,12,28.0027460476
31096,1300,76,547,45,2008-09-09 17:20:16,42,32.6732758631
31181,1300,862,644,503,2008-02-16 00:47:07,98,30.0123454591
31286,1300,955,701,601,2009-06-18 13:39:13,210,29.7819782143
31411,1300,189,569,101,2008-11-30 00:20:23,9,27.8623924178
31652,1300,1213,873,845,2008-01-22 20:22:08,377,31.6275243714
31662,1300,617,662,424,2007-12-22 19:57:23,377,29.08025161
31731,1300,53,572,19,2009-03-23 23:03:21,11,30.3011298145
31822,1300,14,489,11,2008-04-15 20:17:07,4,29.9279191583
31879,1300,105,543,35,2008-01-03 22:20:39,16,30.564281703
31956,1300,129,286,56,2009-05-02 10:26:54,30,30.4054437329
32020,1300,829,646,510,2008-01-15 08:42:41,799,30.7835123315
32178,1300,601,673,386,2007-12-11 18:12:07,26,28.4366622798
32183,1300,77,510,34,2008-02-04 04:52:46,10,30.5421596046
32203,1300,995,818,736,2008-09-30 20:52:51,56,29.7093801775
32212,1300,156,376,70,2007-12-25 05:42:25,16,29.6716381607
32214,1300,107,355,35,2007-10-10 02:16:54,31,31.2336004373
32373,1300,798,563,436,2008-04-28 20:36:35,108,29.9723220375
32497,1300,223,354,99,2008-03-02 22:38:00,6,30.0063061304
32571,1300,78,483,30,2008-12-02 15:26:05,5,28.6381228039
32682,1300,201,627,104,2008-02-17 17:24:12,15,34.6648915114
32694,1300,208,395,103,2008-05-25 15:23:44,168,29.2495419855
32710,1300,29,329,11,2008-12-29 20:13:54,2,29.6994815411
32870,1300,299,466,176,2007-07-19 00:21:54,29,29.7702440557
33026,1300,197,602,92,2007-12-17 17:06:59,5,29.3441220657
33409,1300,93,497,41,2007-10-26 16:17:31,27,33.6330734851
33485,1300,512,479,242,2008-12-09 17:57:16,282,30.1315199803
33496,1300,29,820,17,2007-08-13 18:29:52,10,32.191026998
33505,1300,289,469,143,2008-07-05 20:50:24,184,29.3065474025
33612,1300,271,579,132,2008-09-26 20:34:55,223,29.3251763375
33808,1300,114,421,46,2008-04-10 21:38:47,3,27.0931461348
34055,1300,171,533,83,2009-04-07 14:10:32,55,27.9719237197
34111,1300,809,682,497,2007-11-12 17:52:29,686,28.8119386591
34282,1300,277,519,113,2008-03-12 09:06:01,36,29.005474097
34451,1300,153,432,47,2008-09-29 22:28:19,3,28.8880808471
34907,1300,15,365,2,2008-12-12 16:29:08,2,28.3701491836
35084,1300,295,414,172,2009-02-11 00:41:48,52,31.0413533466
35108,1300,290,334,120,2009-06-27 20:33:37,14,30.28429717
35468,1300,164,417,48,2008-04-14 17:10:57,18,28.6434996727
35511,1300,402,488,212,2007-08-05 13:57:45,83,32.6707810287
35623,1300,376,674,221,2008-07-29 12:50:48,41,30.5010670537
35626,1300,578,473,258,2008-09-06 05:39:00,19,30.7145752671
35662,1300,167,422,89,2008-03-04 15:39:34,90,27.2173316799
35738,1300,87,346,42,2008-02-02 16:28:39,4,28.8156003267
35780,1300,119,1064,86,2008-05-03 11:10:36,68,35.2000678352
35808,1300,408,459,215,2007-06-22 16:23:34,58,30.1735498532
35907,1300,143,552,63,2008-12-29 22:11:56,35,29.1943404169
36100,1300,953,753,615,2009-03-10 15:46:59,164,31.6095112734
36403,1300,49,606,18,2009-01-18 23:07:56,11,29.487484465
36468,1300,964,781,666,2007-11-25 01:11:49,123,32.3883538531
36555,1300,218,434,73,2009-02-08 23:30:04,179,27.8420641285
36777,1300,222,237,41,2008-06-26 17:09:09,12,28.8586732909
37034,1300,9,346,4,2007-08-11 08:50:39,5,30.1229207644
37070,1300,129,397,74,2008-08-17 00:27:36,30,30.4032666668
37132,1300,72,728,46,2008-10-21 14:47:38,20,29.6407516415
37412,1300,236,441,106,2007-11-15 13:38:10,21,30.3573204763
37442,1300,77,382,38,2008-12-24 06:05:41,17,29.9503450633
37458,1300,114,602,55,2007-10-26 01:09:12,68,31.9397005248
37514,1300,1074,661,616,2008-09-15 05:47:39,729,29.1751415791
37633,1300,26,749,14,2009-01-29 09:17:29,15,31.3711930833
37734,1300,709,810,542,2007-06-24 17:24:07,218,30.7877217968
37889,1300,65,408,19,2008-11-05 03:25:33,12,29.7240460373
38096,1300,352,353,121,2008-08-08 19:02:20,4,25.6418522624
38104,1300,202,458,87,2008-04-28 21:11:01,18,30.2566645885
38256,1300,199,260,53,2007-11-15 23:45:31,18,28.6765846245
38463,1300,438,515,272,2009-01-26 15:05:09,108,32.4984471717
38533,1300,883,678,554,2007-09-10 02:41:56,60,31.2064984825
38560,1300,121,566,67,2008-03-06 20:12:37,116,29.8883432127
38744,1300,35,717,22,2009-02-13 20:45:53,11,31.1450460284
38968,1300,54,559,25,2008-04-12 11:02:11,31,30.7110616407
39030,1300,29,682,18,2008-10-17 17:21:21,7,33.4184351748
39039,1300,384,527,208,2007-12-07 16:23:07,39,30.3624727656
39050,1300,332,577,208,2008-09-25 20:40:37,13,29.7801734843
39092,1300,5,761,1,2007-09-08 23:21:19,1,35.8437503475
39153,1300,3,720,0,2009-04-19 22:37:48,1,32.4069993807
39446,1300,629,703,465,2007-12-13 07:59:25,234,30.6201136743
39472,1300,186,814,114,2008-04-07 00:39:14,137,31.8077233501
39552,1300,63,301,25,2008-02-08 20:05:23,6,29.2181428943
39610,1300,65,469,32,2009-03-24 13:57:50,7,30.4218373627
39622,1300,24,284,4,2007-12-03 00:02:37,1,28.7450976342
39665,1300,656,620,421,2007-05-15 15:12:12,219,30.9979198701
39939,1300,184,491,102,2008-08-02 09:57:29,40,29.1391475017
39968,1300,253,678,160,2009-04-19 17:05:57,159,31.9351826566
39972,1300,130,260,42,2009-06-30 04:27:18,5,28.0921668292
40007,1300,323,551,235,2008-10-10 15:47:03,271,40.1905561928
40042,1300,71,549,44,2008-01-10 19:48:18,3,30.357865428
40267,1300,225,476,109,2008-09-16 12:30:41,81,30.6187191723
40328,1300,10,676,2,2007-12-18 15:52:23,1,32.3628583445
40385,1300,9,432,3,2008-01-30 20:29:08,3,31.9662298038
40694,1300,145,356,32,2009-03-17 23:10:14,4,24.9792762281
40721,1300,130,407,59,2008-08-07 10:46:44,79,30.0035943756
40753,1300,651,593,377,2008-05-14 02:54:28,63,30.5142264982
40754,1300,8,314,2,2007-11-16 16:27:29,4,30.1294697572
40910,1300,462,714,323,2007-08-13 17:52:05,301,30.9572233922
40923,1300,710,524,402,2007-10-24 18:39:33,50,29.991423904
41209,1300,10,632,2,2007-10-16 13:07:20,4,33.6021277555
41309,1300,495,470,276,2008-03-28 18:22:52,306,34.422997198
41365,1300,963,785,636,2008-07-31 04:18:48,182,32.8643100831
41389,1300,816,819,587,2008-02-18 09:02:28,147,33.1794067676
41443,1300,1,574,0,2008-12-03 04:12:28,1,30.3792832754
41489,1300,298,440,147,2009-01-25 23:04:01,208,29.9162264313
41605,1300,30,373,7,2009-01-30 03:34:42,2,32.0911211569
41647,1300,101,593,38,2008-02-23 23:39:17,5,28.6515647824
41654,1300,492,442,222,2008-07-23 23:14:54,104,28.9355604284
41677,1300,42,411,17,2008-02-17 21:26:12,7,29.5341843668
41861,1300,10,797,5,2008-07-20 17:37:38,2,31.0573453645
41938,1300,49,471,21,2008-03-15 05:50:58,10,31.2406572821
41957,1300,173,613,69,2007-11-14 02:47:31,5,29.5429979905
42305,1300,249,467,118,2008-06-07 18:48:46,50,29.6465328674
42317,1300,1,578,0,2008-03-07 04:00:44,1,29.3023581311
42408,1300,216,650,100,2008-02-23 21:59:05,32,31.4243738239
42459,1300,25,403,13,2008-09-01 07:08:52,4,30.065696246
42523,1300,135,323,84,2008-06-16 16:28:33,12,31.8291474682
42575,1300,192,664,114,2008-04-06 06:46:07,92,30.8334351368
42579,1300,114,637,85,2008-05-17 20:24:50,105,31.7278760213
42617,1300,837,741,580,2009-02-03 06:44:45,298,30.4910983585
42690,1300,75,510,31,2008-04-18 08:48:47,12,30.8987451249
42732,1300,280,491,107,2009-03-28 16:45:44,3,29.8573395276
42857,1300,30,474,10,2007-08-19 03:44:16,2,29.3406007558
42977,1300,516,501,230,2008-12-12 10:30:42,100,30.1918920576
43034,1300,9,464,1,2007-12-13 23:09:53,1,28.2274674833
43058,1300,57,490,20,2009-02-02 03:58:20,2,30.5829405864
43318,1300,195,474,77,2008-01-28 02:20:57,12,29.5199882965
43335,1300,13,520,3,2008-07-28 19:09:29,3,30.3487386288
43558,1300,680,588,393,2009-05-22 19:04:03,308,21.1971059026
43638,1300,574,703,400,2009-01-18 19:55:09,163,32.3870333255
43677,1300,329,477,192,2008-05-26 01:47:20,67,29.5612435644
43744,1300,21,462,9,2009-04-11 14:54:08,11,31.4016032271
43839,1300,8,587,1,2008-01-11 05:58:46,1,30.5151643801
43851,1300,48,442,21,2008-04-11 00:31:54,2,29.3215665996
43874,1300,997,720,623,2008-05-24 02:18:52,567,31.0822193758
43877,1300,540,500,282,2008-01-18 22:17:50,319,31.4926234739
43946,1300,10,243,1,2008-03-21 15:00:20,1,30.187266506
44018,1300,292,431,110,2008-03-19 18:41:36,6,29.2419421142
44088,1300,223,314,95,2007-11-12 16:26:04,39,30.8512153281
44284,1300,697,637,416,2008-11-26 21:05:38,101,30.3556886388
44295,1300,7,502,2,2008-03-30 21:35:55,2,27.6583727127
44295,1300,7,502,2,2008-03-30 21:35:55,2,27.3186150301
44318,1300,96,282,38,2008-04-28 15:53:00,4,29.3546073801
44444,1300,308,406,147,2009-02-22 02:28:26,106,29.9035387333
44462,1300,175,320,74,2008-01-26 06:55:32,15,29.4463913138
44470,1300,148,456,52,2009-03-17 19:42:40,8,29.216514565
44474,1300,868,744,593,2008-09-26 19:08:47,39,30.9680177662
44499,1300,202,313,77,2008-07-29 14:02:44,3,29.2336687588
44545,1300,91,1135,61,2008-11-28 18:36:05,13,35.9963839586
44555,1300,174,415,79,2008-12-17 03:05:10,21,30.5971177351
44631,1300,490,360,231,2008-01-20 11:40:39,40,28.5254437768
44771,1300,87,286,33,2008-10-07 21:42:45,6,28.5466846919
44806,1300,23,608,15,2008-11-11 23:27:10,6,30.4728751563
44835,1300,672,720,446,2008-11-23 10:43:56,147,31.5684439799
44904,1300,4,291,1,2007-11-24 12:06:15,1,30.2846612089
44963,1300,101,601,71,2007-11-23 02:26:13,63,31.5763473533
45014,1300,252,495,105,2008-08-30 15:49:14,72,30.1721482965
45024,1300,73,653,29,2008-05-28 13:49:42,3,29.0733900316
45061,1300,188,520,102,2008-12-11 09:25:44,151,31.4795674327
45070,1300,531,682,335,2007-11-19 21:13:14,128,33.6983080166
45130,1300,40,515,11,2007-12-18 03:50:50,7,31.7713582213
45145,1300,133,536,63,2009-05-17 02:12:09,8,30.8148237233
45215,1300,109,466,49,2008-04-17 04:54:54,4,29.7520349559
45272,1300,120,492,44,2007-10-04 21:05:24,3,32.3582474264
45395,1300,476,445,246,2007-05-05 18:56:26,150,29.6747739637
45414,1300,50,662,31,2008-07-15 19:37:54,5,38.346027545
45829,1300,387,445,134,2007-12-23 18:53:20,8,32.1254162796
46002,1300,45,279,7,2007-05-19 00:00:49,2,28.0572047907
46083,1300,26,387,9,2008-03-11 13:25:19,19,30.9717763866
46152,1300,15,740,9,2008-03-22 17:49:29,14,30.5960593519
46292,1300,116,587,57,2009-01-15 23:26:54,23,30.3827693788
46446,1300,13,150,4,2009-04-01 21:54:37,1,28.2329674619
46503,1300,114,748,61,2008-01-20 19:05:08,57,32.7211500166
46557,1300,1098,1003,871,2007-10-25 03:03:48,333,35.4736468301
46574,1300,162,424,64,2007-11-09 07:28:43,29,28.8330613645
46713,1300,4,737,1,2008-07-16 20:56:47,2,31.4882671867
46781,1300,11,247,4,2008-05-31 21:34:09,5,29.6783547788
