dif1,dif2,avg,count
-31,-31,0.00000000000000000000,2
-31,-24,0.00000000000000000000,1
-30,-28,0.00000000000000000000,1
-28,-30,0.00000000000000000000,1
-28,-17,0.00000000000000000000,1
-27,-26,0.00000000000000000000,1
-27,-24,0.00000000000000000000,1
-27,-20,0.00000000000000000000,1
-27,-18,0.00000000000000000000,1
-26,-27,0.00000000000000000000,1
-26,-9,1.00000000000000000000,1
-26,-7,0.00000000000000000000,2
-25,-14,1.00000000000000000000,1
-25,-8,0.00000000000000000000,1
-24,-31,0.00000000000000000000,1
-24,-27,0.00000000000000000000,1
-24,-23,0.00000000000000000000,1
-24,-22,0.00000000000000000000,2
-24,-19,0.00000000000000000000,1
-24,-13,0.00000000000000000000,2
-24,-10,0.00000000000000000000,1
-23,-24,0.00000000000000000000,1
-23,-15,0.00000000000000000000,1
-23,-14,0.00000000000000000000,1
-23,-11,0.00000000000000000000,1
-23,-7,0.00000000000000000000,1
-23,-4,0.00000000000000000000,1
-23,-3,0.00000000000000000000,1
-22,-24,0.00000000000000000000,2
-22,-20,0.00000000000000000000,1
-22,-19,0.00000000000000000000,1
-22,-18,0.00000000000000000000,2
-22,-17,0.00000000000000000000,2
-22,-16,0.00000000000000000000,1
-22,-15,0.00000000000000000000,3
-22,-12,0.00000000000000000000,1
-22,-8,1.00000000000000000000,1
-22,-7,0.00000000000000000000,1
-22,-6,0.00000000000000000000,1
-22,-5,0.00000000000000000000,1
-21,-20,0.00000000000000000000,3
-21,-19,0.00000000000000000000,2
-21,-17,0.00000000000000000000,4
-21,-16,0.00000000000000000000,2
-21,-15,0.00000000000000000000,1
-21,-14,0.00000000000000000000,3
-21,-13,0.00000000000000000000,3
-21,-12,0.00000000000000000000,5
-21,-11,0.50000000000000000000,2
-21,-10,0.00000000000000000000,1
-21,-9,0.00000000000000000000,1
-21,-8,0.00000000000000000000,3
-21,-4,0.00000000000000000000,1
-21,-2,0.00000000000000000000,1
-20,-27,0.00000000000000000000,1
-20,-22,0.00000000000000000000,1
-20,-21,0.00000000000000000000,3
-20,-20,0.00000000000000000000,8
-20,-19,0.00000000000000000000,2
-20,-18,0.00000000000000000000,4
-20,-17,0.00000000000000000000,3
-20,-16,0.00000000000000000000,9
-20,-15,0.00000000000000000000,6
-20,-14,0.20000000000000000000,5
-20,-13,0.00000000000000000000,3
-20,-12,0.50000000000000000000,4
-20,-11,0.00000000000000000000,5
-20,-10,0.00000000000000000000,2
-20,-9,0.00000000000000000000,1
-20,-8,0.00000000000000000000,4
-20,-7,0.00000000000000000000,2
-20,-6,0.00000000000000000000,2
-20,-5,0.00000000000000000000,1
-20,-4,0.00000000000000000000,2
-20,-3,0.00000000000000000000,1
-20,-2,1.00000000000000000000,1
-20,-1,0.00000000000000000000,1
-20,3,0.00000000000000000000,1
-19,-24,0.00000000000000000000,1
-19,-22,0.00000000000000000000,1
-19,-21,0.00000000000000000000,2
-19,-20,0.00000000000000000000,2
-19,-18,0.14285714285714285714,7
-19,-17,0.00000000000000000000,3
-19,-16,0.09090909090909090909,11
-19,-15,0.00000000000000000000,7
-19,-14,0.10000000000000000000,10
-19,-13,0.25000000000000000000,4
-19,-12,0.00000000000000000000,4
-19,-11,0.00000000000000000000,9
-19,-10,0.00000000000000000000,3
-19,-9,0.00000000000000000000,2
-19,-8,0.00000000000000000000,7
-19,-7,0.00000000000000000000,3
-19,-6,0.00000000000000000000,5
-19,-5,0.00000000000000000000,1
-19,-4,0.00000000000000000000,2
-19,-2,0.00000000000000000000,3
-19,-1,0.00000000000000000000,2
-19,1,0.00000000000000000000,1
-19,2,0.00000000000000000000,1
-19,4,1.00000000000000000000,1
-19,7,0.00000000000000000000,1
-18,-27,0.00000000000000000000,1
-18,-22,0.00000000000000000000,2
-18,-20,0.00000000000000000000,4
-18,-19,0.14285714285714285714,7
-18,-18,0.00000000000000000000,6
-18,-17,0.22222222222222222222,9
-18,-16,0.05263157894736842105,19
-18,-15,0.00000000000000000000,14
-18,-14,0.00000000000000000000,12
-18,-13,0.08333333333333333333,12
-18,-12,0.20000000000000000000,5
-18,-11,0.07692307692307692308,13
-18,-10,0.16666666666666666667,12
-18,-9,0.07142857142857142857,14
-18,-8,0.05882352941176470588,17
-18,-7,0.16666666666666666667,6
-18,-6,0.00000000000000000000,1
-18,-5,0.33333333333333333333,3
-18,-4,0.28571428571428571429,7
-18,-3,0.16666666666666666667,6
-18,-2,0.00000000000000000000,1
-18,-0,0.50000000000000000000,2
-18,1,0.00000000000000000000,2
-18,2,0.00000000000000000000,1
-18,7,0.00000000000000000000,1
-17,-28,0.00000000000000000000,1
-17,-22,0.00000000000000000000,2
-17,-21,0.00000000000000000000,4
-17,-20,0.00000000000000000000,3
-17,-19,0.00000000000000000000,3
-17,-18,0.22222222222222222222,9
-17,-17,0.11111111111111111111,18
-17,-16,0.08695652173913043478,23
-17,-15,0.08333333333333333333,24
-17,-14,0.18181818181818181818,22
-17,-13,0.04761904761904761905,21
-17,-12,0.03846153846153846154,26
-17,-11,0.00000000000000000000,16
-17,-10,0.35714285714285714286,14
-17,-9,0.11111111111111111111,9
-17,-8,0.28571428571428571429,14
-17,-7,0.00000000000000000000,12
-17,-6,0.11111111111111111111,18
-17,-5,0.10000000000000000000,10
-17,-4,0.25000000000000000000,4
-17,-3,0.00000000000000000000,5
-17,-2,0.00000000000000000000,3
-17,-1,0.00000000000000000000,1
-17,-0,0.00000000000000000000,6
-17,1,0.00000000000000000000,1
-17,2,0.00000000000000000000,2
-17,3,0.00000000000000000000,1
-17,4,0.00000000000000000000,1
-17,5,1.00000000000000000000,1
-17,8,1.00000000000000000000,1
-17,9,0.00000000000000000000,1
-16,-22,0.00000000000000000000,1
-16,-21,0.00000000000000000000,2
-16,-20,0.00000000000000000000,9
-16,-19,0.09090909090909090909,11
-16,-18,0.05263157894736842105,19
-16,-17,0.08695652173913043478,23
-16,-16,0.04761904761904761905,42
-16,-15,0.07894736842105263158,38
-16,-14,0.06818181818181818182,44
-16,-13,0.10256410256410256410,39
-16,-12,0.06250000000000000000,32
-16,-11,0.02631578947368421053,38
-16,-10,0.08695652173913043478,23
-16,-9,0.22727272727272727273,22
-16,-8,0.08000000000000000000,25
-16,-7,0.13636363636363636364,22
-16,-6,0.15789473684210526316,19
-16,-5,0.10000000000000000000,20
-16,-4,0.22222222222222222222,9
-16,-3,0.22222222222222222222,9
-16,-2,0.00000000000000000000,11
-16,-1,0.10000000000000000000,10
-16,-0,0.00000000000000000000,7
-16,1,0.00000000000000000000,1
-16,2,0.00000000000000000000,2
-16,3,0.00000000000000000000,1
-16,4,0.00000000000000000000,2
-16,6,0.00000000000000000000,1
-15,-23,0.00000000000000000000,1
-15,-22,0.00000000000000000000,3
-15,-21,0.00000000000000000000,1
-15,-20,0.00000000000000000000,6
-15,-19,0.00000000000000000000,7
-15,-18,0.00000000000000000000,14
-15,-17,0.08333333333333333333,24
-15,-16,0.07894736842105263158,38
-15,-15,0.16666666666666666667,48
-15,-14,0.10389610389610389610,77
-15,-13,0.11627906976744186047,86
-15,-12,0.12121212121212121212,66
-15,-11,0.09375000000000000000,64
-15,-10,0.12000000000000000000,50
-15,-9,0.03076923076923076923,65
-15,-8,0.18181818181818181818,44
-15,-7,0.07317073170731707317,41
-15,-6,0.06250000000000000000,32
-15,-5,0.06250000000000000000,32
-15,-4,0.10714285714285714286,28
-15,-3,0.15789473684210526316,19
-15,-2,0.05882352941176470588,17
-15,-1,0.14285714285714285714,14
-15,-0,0.06666666666666666667,15
-15,1,0.00000000000000000000,7
-15,2,0.33333333333333333333,3
-15,3,0.00000000000000000000,3
-15,4,0.00000000000000000000,2
-15,7,0.00000000000000000000,2
-14,-25,1.00000000000000000000,1
-14,-23,0.00000000000000000000,1
-14,-21,0.00000000000000000000,3
-14,-20,0.20000000000000000000,5
-14,-19,0.10000000000000000000,10
-14,-18,0.00000000000000000000,12
-14,-17,0.18181818181818181818,22
-14,-16,0.06818181818181818182,44
-14,-15,0.10389610389610389610,77
-14,-14,0.10344827586206896552,116
-14,-13,0.13274336283185840708,113
-14,-12,0.06504065040650406504,123
-14,-11,0.08256880733944954128,109
-14,-10,0.09890109890109890110,91
-14,-9,0.08421052631578947368,95
-14,-8,0.10000000000000000000,60
-14,-7,0.12500000000000000000,56
-14,-6,0.14285714285714285714,49
-14,-5,0.05660377358490566038,53
-14,-4,0.11904761904761904762,42
-14,-3,0.16666666666666666667,48
-14,-2,0.17073170731707317073,41
-14,-1,0.20000000000000000000,30
-14,0,0.11764705882352941176,17
-14,1,0.18750000000000000000,16
-14,2,0.40000000000000000000,10
-14,3,0.33333333333333333333,6
-14,4,0.00000000000000000000,5
-14,5,0.00000000000000000000,2
-14,6,0.00000000000000000000,2
-14,8,0.00000000000000000000,1
-14,10,0.00000000000000000000,1
-13,-24,0.00000000000000000000,2
-13,-21,0.00000000000000000000,3
-13,-20,0.00000000000000000000,3
-13,-19,0.25000000000000000000,4
-13,-18,0.08333333333333333333,12
-13,-17,0.04761904761904761905,21
-13,-16,0.10256410256410256410,39
-13,-15,0.11627906976744186047,86
-13,-14,0.13274336283185840708,113
-13,-13,0.04395604395604395604,182
-13,-12,0.07216494845360824742,194
-13,-11,0.09677419354838709677,155
-13,-10,0.08108108108108108108,148
-13,-9,0.18181818181818181818,121
-13,-8,0.10679611650485436893,103
-13,-7,0.11764705882352941176,85
-13,-6,0.07865168539325842697,89
-13,-5,0.17582417582417582418,91
-13,-4,0.13888888888888888889,72
-13,-3,0.14084507042253521127,71
-13,-2,0.10810810810810810811,74
-13,-1,0.15517241379310344828,58
-13,-0,0.13043478260869565217,23
-13,1,0.06060606060606060606,33
-13,2,0.13636363636363636364,22
-13,3,0.27272727272727272727,11
-13,4,0.42857142857142857143,7
-13,5,0.20000000000000000000,5
-13,6,0.00000000000000000000,4
-13,7,0.00000000000000000000,3
-13,8,0.33333333333333333333,3
-12,-22,0.00000000000000000000,1
-12,-21,0.00000000000000000000,5
-12,-20,0.50000000000000000000,4
-12,-19,0.00000000000000000000,4
-12,-18,0.20000000000000000000,5
-12,-17,0.03846153846153846154,26
-12,-16,0.06250000000000000000,32
-12,-15,0.12121212121212121212,66
-12,-14,0.06504065040650406504,123
-12,-13,0.07216494845360824742,194
-12,-12,0.08800000000000000000,250
-12,-11,0.12500000000000000000,272
-12,-10,0.10943396226415094340,265
-12,-9,0.13636363636363636364,220
-12,-8,0.13829787234042553191,188
-12,-7,0.14141414141414141414,198
-12,-6,0.14743589743589743590,156
-12,-5,0.22627737226277372263,137
-12,-4,0.10400000000000000000,125
-12,-3,0.16535433070866141732,127
-12,-2,0.15151515151515151515,99
-12,-1,0.15853658536585365854,82
-12,0,0.17567567567567567568,74
-12,1,0.09615384615384615385,52
-12,2,0.16666666666666666667,42
-12,3,0.33333333333333333333,21
-12,4,0.18181818181818181818,11
-12,5,0.28571428571428571429,7
-12,6,0.00000000000000000000,3
-12,7,0.00000000000000000000,1
-12,8,0.00000000000000000000,3
-12,9,0.00000000000000000000,1
-12,11,0.00000000000000000000,1
-11,-23,0.00000000000000000000,1
-11,-21,0.50000000000000000000,2
-11,-20,0.00000000000000000000,5
-11,-19,0.00000000000000000000,9
-11,-18,0.07692307692307692308,13
-11,-17,0.00000000000000000000,16
-11,-16,0.02631578947368421053,38
-11,-15,0.09375000000000000000,64
-11,-14,0.08256880733944954128,109
-11,-13,0.09677419354838709677,155
-11,-12,0.12500000000000000000,272
-11,-11,0.14000000000000000000,300
-11,-10,0.10741687979539641944,391
-11,-9,0.12351543942992874109,421
-11,-8,0.11699164345403899721,359
-11,-7,0.13580246913580246914,324
-11,-6,0.15562913907284768212,302
-11,-5,0.16423357664233576642,274
-11,-4,0.15283842794759825328,229
-11,-3,0.15238095238095238095,210
-11,-2,0.14705882352941176471,170
-11,-1,0.14473684210526315789,152
-11,0,0.18348623853211009174,109
-11,1,0.17977528089887640449,89
-11,2,0.12903225806451612903,62
-11,3,0.15555555555555555556,45
-11,4,0.14285714285714285714,21
-11,5,0.20000000000000000000,20
-11,6,0.37500000000000000000,16
-11,7,0.14285714285714285714,7
-11,8,0.33333333333333333333,9
-11,9,0.00000000000000000000,1
-11,10,0.00000000000000000000,1
-11,13,1.00000000000000000000,2
-11,14,0.00000000000000000000,1
-10,-24,0.00000000000000000000,1
-10,-21,0.00000000000000000000,1
-10,-20,0.00000000000000000000,2
-10,-19,0.00000000000000000000,3
-10,-18,0.16666666666666666667,12
-10,-17,0.35714285714285714286,14
-10,-16,0.08695652173913043478,23
-10,-15,0.12000000000000000000,50
-10,-14,0.09890109890109890110,91
-10,-13,0.08108108108108108108,148
-10,-12,0.10943396226415094340,265
-10,-11,0.10741687979539641944,391
-10,-10,0.14979757085020242915,494
-10,-9,0.10562180579216354344,587
-10,-8,0.11111111111111111111,585
-10,-7,0.15505226480836236934,574
-10,-6,0.15430861723446893788,499
-10,-5,0.16949152542372881356,413
-10,-4,0.20588235294117647059,374
-10,-3,0.15757575757575757576,330
-10,-2,0.17123287671232876712,292
-10,-1,0.21186440677966101695,236
-10,0,0.19815668202764976959,217
-10,1,0.21379310344827586207,145
-10,2,0.15315315315315315315,111
-10,3,0.14084507042253521127,71
-10,4,0.10869565217391304348,46
-10,5,0.11764705882352941176,34
-10,6,0.25000000000000000000,28
-10,7,0.11764705882352941176,17
-10,8,0.35714285714285714286,14
-10,9,0.33333333333333333333,3
-10,10,0.50000000000000000000,2
-10,11,0.00000000000000000000,3
-10,12,0.00000000000000000000,1
-10,17,0.00000000000000000000,1
-9,-26,1.00000000000000000000,1
-9,-21,0.00000000000000000000,1
-9,-20,0.00000000000000000000,1
-9,-19,0.00000000000000000000,2
-9,-18,0.07142857142857142857,14
-9,-17,0.11111111111111111111,9
-9,-16,0.22727272727272727273,22
-9,-15,0.03076923076923076923,65
-9,-14,0.08421052631578947368,95
-9,-13,0.18181818181818181818,121
-9,-12,0.13636363636363636364,220
-9,-11,0.12351543942992874109,421
-9,-10,0.10562180579216354344,587
-9,-9,0.14987080103359173127,774
-9,-8,0.13366834170854271357,995
-9,-7,0.12054507337526205451,954
-9,-6,0.16315205327413984462,901
-9,-5,0.17803030303030303030,792
-9,-4,0.16935483870967741935,744
-9,-3,0.16724738675958188153,574
-9,-2,0.16826003824091778203,523
-9,-1,0.18518518518518518519,432
-9,-0,0.23823529411764705882,340
-9,1,0.20338983050847457627,236
-9,2,0.24418604651162790698,172
-9,3,0.24626865671641791045,134
-9,4,0.23750000000000000000,80
-9,5,0.25000000000000000000,56
-9,6,0.25000000000000000000,24
-9,7,0.25000000000000000000,20
-9,8,0.27777777777777777778,18
-9,9,0.54545454545454545455,11
-9,10,0.00000000000000000000,3
-9,11,0.25000000000000000000,4
-9,12,0.20000000000000000000,5
-9,14,0.00000000000000000000,1
-9,18,1.00000000000000000000,1
-8,-25,0.00000000000000000000,1
-8,-22,1.00000000000000000000,1
-8,-21,0.00000000000000000000,3
-8,-20,0.00000000000000000000,4
-8,-19,0.00000000000000000000,7
-8,-18,0.05882352941176470588,17
-8,-17,0.28571428571428571429,14
-8,-16,0.08000000000000000000,25
-8,-15,0.18181818181818181818,44
-8,-14,0.10000000000000000000,60
-8,-13,0.10679611650485436893,103
-8,-12,0.13829787234042553191,188
-8,-11,0.11699164345403899721,359
-8,-10,0.11111111111111111111,585
-8,-9,0.13366834170854271357,995
-8,-8,0.13704819277108433735,1328
-8,-7,0.15413771320277953253,1583
-8,-6,0.15834996673320026613,1503
-8,-5,0.15016611295681063123,1505
-8,-4,0.16942771084337349398,1328
-8,-3,0.17444933920704845815,1135
-8,-2,0.20199004975124378109,1005
-8,-1,0.21686746987951807229,830
-8,0,0.22870662460567823344,634
-8,1,0.20666666666666666667,450
-8,2,0.22077922077922077922,308
-8,3,0.21078431372549019608,204
-8,4,0.19090909090909090909,110
-8,5,0.20454545454545454545,88
-8,6,0.22641509433962264151,53
-8,7,0.36363636363636363636,33
-8,8,0.20000000000000000000,25
-8,9,0.07692307692307692308,13
-8,10,0.10000000000000000000,10
-8,11,0.14285714285714285714,7
-8,12,0.00000000000000000000,4
-8,13,0.00000000000000000000,2
-8,15,0.00000000000000000000,1
-7,-26,0.00000000000000000000,2
-7,-23,0.00000000000000000000,1
-7,-22,0.00000000000000000000,1
-7,-20,0.00000000000000000000,2
-7,-19,0.00000000000000000000,3
-7,-18,0.16666666666666666667,6
-7,-17,0.00000000000000000000,12
-7,-16,0.13636363636363636364,22
-7,-15,0.07317073170731707317,41
-7,-14,0.12500000000000000000,56
-7,-13,0.11764705882352941176,85
-7,-12,0.14141414141414141414,198
-7,-11,0.13580246913580246914,324
-7,-10,0.15505226480836236934,574
-7,-9,0.12054507337526205451,954
-7,-8,0.15413771320277953253,1583
-7,-7,0.16143911439114391144,2168
-7,-6,0.17029548989113530327,2572
-7,-5,0.18555555555555555556,2700
-7,-4,0.17783701447067783701,2626
-7,-3,0.20090702947845804989,2205
-7,-2,0.21033210332103321033,1897
-7,-1,0.23175675675675675676,1480
-7,-0,0.20483005366726296959,1118
-7,1,0.24004975124378109453,804
-7,2,0.25048923679060665362,511
-7,3,0.24390243902439024390,328
-7,4,0.26254826254826254826,259
-7,5,0.21804511278195488722,133
-7,6,0.29787234042553191489,94
-7,7,0.27419354838709677419,62
-7,8,0.35135135135135135135,37
-7,9,0.30000000000000000000,30
-7,10,0.25000000000000000000,16
-7,11,0.18750000000000000000,16
-7,12,0.75000000000000000000,4
-7,13,0.66666666666666666667,3
-7,14,0.25000000000000000000,4
-6,-22,0.00000000000000000000,1
-6,-20,0.00000000000000000000,2
-6,-19,0.00000000000000000000,5
-6,-18,0.00000000000000000000,1
-6,-17,0.11111111111111111111,18
-6,-16,0.15789473684210526316,19
-6,-15,0.06250000000000000000,32
-6,-14,0.14285714285714285714,49
-6,-13,0.07865168539325842697,89
-6,-12,0.14743589743589743590,156
-6,-11,0.15562913907284768212,302
-6,-10,0.15430861723446893788,499
-6,-9,0.16315205327413984462,901
-6,-8,0.15834996673320026613,1503
-6,-7,0.17029548989113530327,2572
-6,-6,0.16640906749098402885,3882
-6,-5,0.19316239316239316239,4680
-6,-4,0.19328972357037349652,4739
-6,-3,0.21355236139630390144,4383
-6,-2,0.20534311157674174961,3818
-6,-1,0.22108298622236462672,3121
-6,0,0.22944297082228116711,2262
-6,1,0.25423728813559322034,1534
-6,2,0.26849037487335359676,987
-6,3,0.28595600676818950931,591
-6,4,0.22070844686648501362,367
-6,5,0.31386861313868613139,274
-6,6,0.26543209876543209877,162
-6,7,0.25581395348837209302,86
-6,8,0.28358208955223880597,67
-6,9,0.29310344827586206897,58
-6,10,0.14285714285714285714,21
-6,11,0.53846153846153846154,13
-6,12,0.62500000000000000000,8
-6,13,0.00000000000000000000,6
-6,14,0.25000000000000000000,4
-6,15,0.75000000000000000000,4
-6,16,1.00000000000000000000,1
-6,20,1.00000000000000000000,1
-6,24,0.00000000000000000000,1
-5,-22,0.00000000000000000000,1
-5,-20,0.00000000000000000000,1
-5,-19,0.00000000000000000000,1
-5,-18,0.33333333333333333333,3
-5,-17,0.10000000000000000000,10
-5,-16,0.10000000000000000000,20
-5,-15,0.06250000000000000000,32
-5,-14,0.05660377358490566038,53
-5,-13,0.17582417582417582418,91
-5,-12,0.22627737226277372263,137
-5,-11,0.16423357664233576642,274
-5,-10,0.16949152542372881356,413
-5,-9,0.17803030303030303030,792
-5,-8,0.15016611295681063123,1505
-5,-7,0.18555555555555555556,2700
-5,-6,0.19316239316239316239,4680
-5,-5,0.19071729957805907173,7110
-5,-4,0.19790819291109819872,8605
-5,-3,0.21358234295415959253,8835
-5,-2,0.21437256809338521401,8224
-5,-1,0.24395130220372938820,6489
-5,0,0.25617021276595744681,4700
-5,1,0.26888604353393085787,3124
-5,2,0.27402323125659978881,1894
-5,3,0.27041264266900790167,1139
-5,4,0.30201342281879194631,745
-5,5,0.29099307159353348730,433
-5,6,0.30034129692832764505,293
-5,7,0.34500000000000000000,200
-5,8,0.30555555555555555556,108
-5,9,0.31395348837209302326,86
-5,10,0.18965517241379310345,58
-5,11,0.21052631578947368421,38
-5,12,0.26086956521739130435,23
